AVERAGE     ERRORE: 
-0.259315           0
-0.259584 0.000269213
-0.255256  0.00433068
-0.255121  0.00306521
-0.254578  0.00243565
-0.255613  0.00224188
-0.254329  0.00228905
-0.252923   0.0024301
-0.25279  0.00214731
-0.253074  0.00194159
-0.253067  0.00175624
-0.253341  0.00162648
-0.253463  0.00150108
-0.252653   0.0016086
-0.252263  0.00154751
-0.251933  0.00148461
-0.251082  0.00163378
-0.250704  0.00158606
-0.25058  0.00150534
-0.250853  0.00145384
-0.250857  0.00138289
-0.250803  0.00131962
-0.250694  0.00126564
-0.250217  0.00130237
-0.250176  0.00124987
-0.250408  0.00122317
-0.250465  0.00117836
-0.25015  0.00117839
-0.250327  0.00115072
-0.250597  0.00114409
-0.250764  0.00111905
-0.250842   0.0010863
-0.251516  0.00125054
-0.251558  0.00121393
-0.251504  0.00117997
-0.251608  0.00115144
-0.25172   0.0011254
-0.25185  0.00110317
-0.251843  0.00107454
-0.25181  0.00104784
-0.251839  0.00102237
-0.251812 0.000998078
-0.251873 0.000976512
-0.251765 0.000960236
-0.251715 0.000939961
-0.251535   0.0009367
-0.251614 0.000919917
-0.251581 0.000901162
-0.251739 0.000896683
-0.251698 0.000879507
-0.251468 0.000892469
-0.251485  0.00087531
-0.251361 0.000867605
-0.251396 0.000852137
-0.251407 0.000836565
-0.251387 0.000821724
-0.251445 0.000809252
-0.25166  0.00082375
-0.251542 0.000818214
-0.251307  0.00083798
-0.251391 0.000828322
-0.251395 0.000814866
-0.251278 0.000810386
-0.251235 0.000798764
-0.251186 0.000787892
-0.251244 0.000777999
-0.251337 0.000771902
-0.25121 0.000770998
-0.251211 0.000759744
-0.251361 0.000763564
-0.251386 0.000753145
-0.251303 0.000747173
-0.251293 0.000736934
-0.251366 0.000730529
-0.251319 0.000722234
-0.251441 0.000722924
-0.251613 0.000734105
-0.251479 0.000736959
-0.251508 0.000728156
-0.251484 0.000719412
-0.251403 0.000715073
-0.251356 0.000707842
-0.251345 0.000699354
-0.251277 0.000694327
-0.251236  0.00068734
-0.251252 0.000679498
-0.251344 0.000677866
-0.251404 0.000672842
-0.25137  0.00066609
-0.251317 0.000660773
-0.251268 0.000655359
-0.251372 0.000656478
-0.251393 0.000649741
-0.251473 0.000647735
-0.251467 0.000640909
-0.25156 0.000640892
-0.25145 0.000643645
-0.251539 0.000643244
-0.251557 0.000636972
-0.25163  0.00063471
