AVERAGE     ERRORE: 
-0.444994           0
-0.444753 0.000240953
-0.445308  0.00057155
-0.445459 0.000431553
-0.444416  0.00109528
-0.443762  0.00110796
-0.4439 0.000946482
-0.44387 0.000820237
-0.443638  0.00075957
-0.443651 0.000679499
-0.443562 0.000620968
-0.443518 0.000568552
-0.443437 0.000529235
-0.443365 0.000495238
-0.443526 0.000488152
-0.44333 0.000496956
-0.443232 0.000476816
-0.443425 0.000489112
-0.443452 0.000463418
-0.443471 0.000440068
-0.44351 0.000420356
-0.443391 0.000417988
-0.443279  0.00041485
-0.443139 0.000421051
-0.443249 0.000418643
-0.443568  0.00051288
-0.443507 0.000497236
-0.443432 0.000484926
-0.443427 0.000467939
-0.443418  0.00045215
-0.443364 0.000440701
-0.443348 0.000427011
-0.443427  0.00042147
-0.443456 0.000409912
-0.443443 0.000398256
-0.443507 0.000392327
-0.443507 0.000381576
-0.443585 0.000379544
-0.443468 0.000387869
-0.443541 0.000385157
-0.443503 0.000377571
-0.443562  0.00037308
-0.443568 0.000364359
-0.443628 0.000360919
-0.443604 0.000353622
-0.44371 0.000361879
-0.443668 0.000356666
-0.443751 0.000358909
-0.443758 0.000351587
-0.443696 0.000349973
-0.443752 0.000347435
-0.443741 0.000340861
-0.443727 0.000334664
-0.443747 0.000329028
-0.443746 0.000322992
-0.443778 0.000318744
-0.443756 0.000313831
-0.443764 0.000308467
-0.443751 0.000303444
-0.443771  0.00029897
-0.443705 0.000301226
-0.443633 0.000305008
-0.443641 0.000300222
-0.44364 0.000295494
-0.44368 0.000293663
-0.443624 0.000294725
-0.443665 0.000293285
-0.443612  0.00029385
-0.443593 0.000290185
-0.443575 0.000286586
-0.443552  0.00028343
-0.443527 0.000280613
-0.443497 0.000278331
-0.443499 0.000274549
-0.443518 0.000271522
-0.443537 0.000268611
-0.443543 0.000265179
-0.443537 0.000261822
-0.443485 0.000263683
-0.443482 0.000260391
-0.443476 0.000257231
-0.443491 0.000254528
-0.44349 0.000251444
-0.443478 0.000248703
-0.443463 0.000246246
-0.443496 0.000245672
-0.443485 0.000243084
-0.443471 0.000240718
-0.443441 0.000239943
-0.443448 0.000237378
-0.443446 0.000234767
-0.443424 0.000233214
-0.443437 0.000231079
-0.443407 0.000230556
-0.443389 0.000228834
-0.443374 0.000226969
-0.443364 0.000224826
-0.443393 0.000224386
-0.443404 0.000222358
-0.44344 0.000223138
