AVERAGE     ERRORE: 
-0.144439           0
-0.143537  0.00090246
-0.144152 0.000806245
-0.143387 0.000954631
-0.143487 0.000746284
-0.143905 0.000738503
-0.145424  0.00164294
-0.146354  0.00169989
-0.145815  0.00159341
-0.146368  0.00152885
-0.146646  0.00141055
-0.146728  0.00129028
-0.146593  0.00119455
-0.147608  0.00150111
-0.148154  0.00150019
-0.147926  0.00142169
-0.148154  0.00135478
-0.148158  0.00127731
-0.148366  0.00122602
-0.148025  0.00121211
-0.148095  0.00115504
-0.148564  0.00119701
-0.148751  0.00115896
-0.148783  0.00111009
-0.148676  0.00107012
-0.148759  0.00103144
-0.148649 0.000998503
-0.148722 0.000964958
-0.148581 0.000941798
-0.148656 0.000912959
-0.148302 0.000951273
-0.148405 0.000926835
-0.148454 0.000899602
-0.148272 0.000891473
-0.148189 0.000869617
-0.148039 0.000858207
-0.147537 0.000973861
-0.147275 0.000983512
-0.147451 0.000973895
-0.147533 0.000952795
-0.147576 0.000930258
-0.147403 0.000924136
-0.147411  0.00090242
-0.147178 0.000911945
-0.146927 0.000926051
-0.147116 0.000925317
-0.147062 0.000907045
-0.147072 0.000888006
-0.146903 0.000885936
-0.147167 0.000907294
-0.147445 0.000931503
-0.147434 0.000913477
-0.147398 0.000896811
-0.147396 0.000880048
-0.147448 0.000865479
-0.14733 0.000858113
-0.147382 0.000844558
-0.147354 0.000830331
-0.147466 0.000823748
-0.147441 0.000810297
-0.147449 0.000796949
-0.147503 0.000785783
-0.147487 0.000773373
-0.147493 0.000761222
-0.147524  0.00075005
-0.147561 0.000739529
-0.147564 0.000728412
-0.147594 0.000718272
-0.147619 0.000708214
-0.147591  0.00069859
-0.147656 0.000691727
-0.147747 0.000688132
-0.147877 0.000691046
-0.147893 0.000681836
-0.147898 0.000672702
-0.147789 0.000672825
-0.147713 0.000668271
-0.147784 0.000663418
-0.147729 0.000657244
-0.147686 0.000650429
-0.147553 0.000655945
-0.147638 0.000653392
-0.147659 0.000645812
-0.147758  0.00064573
-0.147784  0.00063865
-0.147808 0.000631621
-0.14765 0.000644087
-0.147504 0.000653171
-0.14755 0.000647447
-0.147611 0.000643099
-0.147645 0.000636868
-0.147574 0.000633836
-0.147703 0.000640174
-0.147622 0.000638601
-0.147623 0.000631844
-0.147491 0.000638818
-0.147457 0.000633158
-0.147449 0.000626708
-0.14742 0.000621039
-0.147275 0.000631577
