AVERAGE     ERRORE: 
2.75237           0
2.75168 0.000687911
2.76142  0.00974593
2.76247  0.00697118
2.76616  0.00653774
2.76731  0.00546129
2.76054  0.00819873
2.76142    0.007155
2.76295  0.00649382
2.76202  0.00588182
2.76223  0.00532443
2.76522   0.0057064
2.76708  0.00556591
2.76667  0.00516909
2.76758  0.00489702
2.76737  0.00458544
2.76739  0.00430733
2.76584   0.0043474
2.76408  0.00447208
2.76427  0.00424665
2.76421  0.00403973
2.76399  0.00385842
2.76286  0.00385455
2.76245  0.00371324
2.76296  0.00359782
2.76234  0.00351265
2.76227  0.00338064
2.7621  0.00326211
2.76218  0.00314868
2.76249  0.00305729
2.76249  0.00295703
2.76216   0.0028823
2.76197  0.00280002
2.76104  0.00287188
2.7612  0.00279302
2.76187  0.00279786
2.76173  0.00272518
2.76121  0.00270287
2.76129  0.00263391
2.76225  0.00274084
2.76224  0.00267316
2.76231  0.00260963
2.76214   0.0025538
2.76215   0.0024951
2.76232  0.00244452
2.76255  0.00240189
2.76234  0.00235934
2.76291  0.00237924
2.76308   0.0023366
2.76378  0.00239226
2.76374  0.00234519
2.76375  0.00229968
2.76343  0.00227825
2.76385  0.00227468
2.76406  0.00224275
2.76451  0.00224741
2.76461  0.00220996
2.76441  0.00218092
2.7641  0.00216627
2.76374  0.00215925
2.76416  0.00216346
2.76364  0.00219003
2.76342  0.00216569
2.76356  0.00213568
2.76336   0.0021121
2.76264  0.00220107
2.7627  0.00216882
2.76244  0.00215189
2.76218  0.00213657
2.76216  0.00210596
2.76241  0.00209145
2.76218  0.00207515
2.76218  0.00204653
2.76252   0.0020472
2.76269  0.00202683
2.76273  0.00200036
2.76261  0.00197775
2.76246  0.00195806
2.76247  0.00193312
2.76229  0.00191705
2.76264   0.0019248
2.76287  0.00191592
2.763  0.00189668
2.76313  0.00187901
2.76305  0.00185867
2.76312  0.00183835
2.76315  0.00181734
2.76295  0.00180824
2.76276  0.00179727
2.76289  0.00178149
2.7627  0.00177199
2.7629  0.00176476
2.7627  0.00175692
2.76238  0.00176775
2.76231  0.00175042
2.7623  0.00173218
2.76237  0.00171567
2.76226  0.00170126
2.76216  0.00168695
2.76213  0.00167033
