#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.21763     1.21763           0
           2     1.13371     1.17567   0.0296705
           3     1.13792     1.16309   0.0222896
           4     1.10036     1.14741   0.0215382
           5     1.14201     1.14633   0.0172576
           6     1.12588     1.14292   0.0147141
           7     1.12884     1.14091   0.0127488
           8     1.13928     1.14071   0.0111568
           9     1.13164      1.1397   0.0099625
          10     1.14381     1.14011  0.00897472
          11     1.12215     1.13848   0.0083061
          12      1.1116     1.13624  0.00791002
          13     1.14078     1.13659  0.00730929
          14     1.12554      1.1358  0.00682968
          15     1.10609     1.13382  0.00665532
          16     1.12709      1.1334  0.00625261
          17     1.10358     1.13164  0.00612586
          18       1.135     1.13183  0.00578838
          19     1.12165     1.13129  0.00550847
          20     1.12119     1.13079  0.00525614
          21      1.1379     1.13113  0.00501675
          22     1.13887     1.13148  0.00480105
          23     1.12641     1.13126  0.00459736
          24        1.14     1.13162  0.00442022
          25     1.15574     1.13259  0.00434739
          26     1.12736     1.13239  0.00418483
          27     1.10649     1.13143  0.00413832
          28     1.13133     1.13142  0.00399052
          29     1.12027     1.13104   0.0038714
          30     1.09846     1.12995  0.00389167
          31     1.11914     1.12961  0.00378173
          32      1.0981     1.12862  0.00378956
          33     1.09814      1.1277  0.00378558
          34     1.12503     1.12762  0.00367505
          35     1.09213      1.1266   0.0037073
          36     1.08637     1.12549  0.00376904
          37     1.11463     1.12519  0.00367859
          38     1.09917     1.12451    0.003645
          39     1.09505     1.12375  0.00362895
          40     1.07836     1.12262  0.00371139
          41     1.11185     1.12236  0.00363015
          42     1.09213     1.12164  0.00361436
          43     1.11171     1.12141  0.00353767
          44     1.08129     1.12049  0.00357284
          45     1.09262     1.11987  0.00354673
          46     1.13819     1.12027  0.00349191
          47     1.11522     1.12016  0.00341927
          48     1.11859     1.12013  0.00334819
          49     1.14388     1.12062  0.00331475
          50     1.16235     1.12145  0.00335191
          51     1.12153     1.12145  0.00328619
          52       1.118     1.12139  0.00322366
          53     1.11309     1.12123  0.00316663
          54     1.11287     1.12108  0.00311177
          55     1.10101     1.12071  0.00307652
          56     1.09154     1.12019  0.00306537
          57     1.11591     1.12011  0.00301251
          58     1.08635     1.11953  0.00301629
          59     1.14533     1.11997  0.00299668
          60     1.14087     1.12032  0.00296692
          61     1.09516     1.11991  0.00294681
          62     1.14199     1.12026  0.00292073
          63     1.10553     1.12003  0.00288372
          64     1.09622     1.11966  0.00286255
          65     1.10777     1.11947  0.00282435
          66     1.12045     1.11949  0.00278159
          67     1.12875     1.11963  0.00274351
          68     1.10167     1.11936  0.00271584
          69     1.10703     1.11918  0.00268236
          70     1.11613     1.11914  0.00264439
          71     1.10132     1.11889  0.00261903
          72      1.1157     1.11884  0.00258303
          73     1.09538     1.11852  0.00256756
          74     1.09919     1.11826  0.00254612
          75      1.1101     1.11815   0.0025145
          76     1.10967     1.11804  0.00248389
          77     1.09677     1.11777  0.00246694
          78     1.14544     1.11812   0.0024607
          79     1.14673     1.11848  0.00245605
          80     1.11703     1.11846  0.00242542
          81     1.09476     1.11817  0.00241307
          82     1.12154     1.11821  0.00238399
          83     1.10044       1.118  0.00236487
          84     1.13522      1.1182  0.00234558
          85     1.10919      1.1181  0.00232039
          86     1.12788     1.11821  0.00229619
          87     1.11028     1.11812  0.00227161
          88     1.10815     1.11801  0.00224862
          89     1.10665     1.11788  0.00222697
          90     1.10936     1.11778  0.00220424
          91     1.10341     1.11763  0.00218566
          92     1.17593     1.11826  0.00225191
          93     1.12886     1.11837  0.00223057
          94     1.09825     1.11816  0.00221709
          95      1.1154     1.11813  0.00219394
          96     1.13537     1.11831  0.00217843
          97     1.11134     1.11824  0.00215716
          98     1.10249     1.11808  0.00214112
          99     1.09027      1.1178  0.00213783
         100     1.15024     1.11812  0.00214093
         101     1.15002     1.11844   0.0021429
         102     1.10385     1.11829  0.00212666
         103     1.09127     1.11803  0.00212214
         104     1.12178     1.11807  0.00210204
         105     1.12917     1.11817  0.00208468
         106     1.12983     1.11828  0.00206791
         107     1.12749     1.11837  0.00205037
         108     1.11223     1.11831  0.00203218
         109      1.0708     1.11788  0.00205976
         110     1.08539     1.11758   0.0020621
         111     1.14154      1.1178  0.00205478
         112     1.08948     1.11754  0.00205193
         113     1.10696     1.11745  0.00203591
         114     1.11945     1.11747  0.00201813
         115     1.14057     1.11767  0.00201056
         116     1.11841     1.11768  0.00199323
         117     1.08146     1.11737  0.00200009
         118     1.06825     1.11695  0.00202599
         119     1.11984     1.11697  0.00200911
         120     1.12298     1.11702  0.00199299
         121     1.09534     1.11685  0.00198456
         122     1.13687     1.11701  0.00197507
         123     1.12696     1.11709  0.00196066
         124     1.09294      1.1169   0.0019545
         125     1.09535     1.11672  0.00194646
         126     1.10697     1.11665  0.00193255
         127     1.10617     1.11656  0.00191909
         128     1.10709     1.11649  0.00190552
         129     1.12696     1.11657  0.00189248
         130      1.0933     1.11639  0.00188637
         131     1.07925     1.11611  0.00189316
         132     1.12236     1.11616  0.00187941
         133     1.12689     1.11624  0.00186701
         134     1.10638     1.11616  0.00185452
         135     1.12918     1.11626  0.00184329
         136     1.12944     1.11636  0.00183228
         137     1.13022     1.11646   0.0018217
         138     1.10772     1.11639   0.0018096
         139     1.12362     1.11645  0.00179732
         140     1.10595     1.11637  0.00178605
         141      1.0807     1.11612  0.00179121
         142      1.1218     1.11616  0.00177905
         143     1.09526     1.11601   0.0017726
         144     1.09886     1.11589  0.00176428
         145      1.0939     1.11574  0.00175862
         146      1.1162     1.11574  0.00174658
         147     1.13259     1.11586  0.00173846
         148     1.12877     1.11595   0.0017289
         149     1.09472      1.1158  0.00172315
         150     1.11441     1.11579  0.00171169
         151     1.10948     1.11575  0.00170086
         152      1.1408     1.11592  0.00169764
         153     1.10533     1.11585  0.00168795
         154     1.09754     1.11573  0.00168117
         155       1.126      1.1158  0.00167163
         156     1.13191      1.1159  0.00166411
         157     1.09802     1.11578   0.0016574
         158     1.10669     1.11573  0.00164791
         159     1.11597     1.11573  0.00163755
         160     1.12264     1.11577  0.00162788
         161     1.11811     1.11579  0.00161783
         162     1.12329     1.11583  0.00160851
         163      1.1051     1.11577  0.00159999
         164     1.11555     1.11577  0.00159024
         165     1.12754     1.11584   0.0015822
         166     1.07407     1.11559  0.00159254
         167     1.15435     1.11582  0.00159983
