#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.25094     1.25094           0
           2     1.16874     1.20984   0.0290638
           3     1.13566     1.18511   0.0279817
           4     1.14233     1.17442   0.0229398
           5     1.13472     1.16648   0.0196776
           6     1.14238     1.16246   0.0168028
           7      1.1431      1.1597   0.0146283
           8     1.13663     1.15681   0.0130809
           9     1.17651       1.159   0.0118091
          10     1.15263     1.15837   0.0106453
          11     1.14077     1.15677    0.009797
          12     1.15009     1.15621  0.00899638
          13     1.15825     1.15637  0.00830573
          14     1.15875     1.15654   0.0077142
          15     1.16748     1.15727  0.00723436
          16     1.16007     1.15744  0.00678434
          17     1.15919     1.15754  0.00638604
          18     1.13014     1.15602  0.00621012
          19     1.13607     1.15497  0.00597142
          20     1.14055     1.15425   0.0057162
          21     1.17772     1.15537  0.00555216
          22     1.17681     1.15634  0.00538465
          23     1.19854     1.15818   0.0054542
          24     1.19348     1.15965  0.00542167
          25     1.16218     1.15975  0.00520575
          26     1.15561     1.15959  0.00500797
          27     1.14452     1.15903  0.00485348
          28     1.13373     1.15813   0.0047635
          29     1.13416      1.1573   0.0046704
          30      1.1668     1.15762  0.00452545
          31     1.17697     1.15824  0.00442231
          32     1.14211     1.15774  0.00431277
          33     1.14834     1.15745  0.00419148
          34     1.14701     1.15715  0.00407944
          35     1.10152     1.15556  0.00426125
          36     1.12289     1.15465  0.00423841
          37     1.18032     1.15534  0.00418027
          38     1.10606     1.15405  0.00426675
          39     1.13588     1.15358  0.00418271
          40     1.18069     1.15426  0.00413266
          41     1.16656     1.15456  0.00404274
          42     1.14343     1.15429  0.00395516
          43     1.14079     1.15398  0.00387562
          44     1.12067     1.15322  0.00386075
          45     1.14291     1.15299  0.00378175
          46     1.12151     1.15231  0.00376097
          47     1.14084     1.15207  0.00368885
          48     1.13516     1.15171  0.00362877
          49     1.14549     1.15159  0.00355693
          50     1.13448     1.15124   0.0035022
          51     1.13242     1.15087  0.00345292
          52     1.17559     1.15135  0.00341906
          53     1.18487     1.15198  0.00341256
          54     1.16814     1.15228  0.00336245
          55     1.13805     1.15202  0.00331126
          56     1.15763     1.15212  0.00325364
          57     1.13234     1.15178  0.00321503
          58     1.14502     1.15166  0.00316171
          59     1.12683     1.15124  0.00313599
          60     1.12707     1.15084   0.0031095
          61     1.13757     1.15062  0.00306612
          62       1.175     1.15101  0.00304179
          63     1.10814     1.15033  0.00306869
          64     1.13538      1.1501  0.00302963
          65      1.1347     1.14986  0.00299227
          66     1.13025     1.14956  0.00296164
          67     1.17229      1.1499   0.0029368
          68     1.19353     1.15054  0.00296288
          69     1.18592     1.15106  0.00296397
          70     1.17328     1.15137  0.00293857
