TEMP:         EN_AVE:          ERROR: 
1.07522       -0.387925     0.000460353
1.07307       -0.252105     0.000479268
1.07092         1.32237       0.0048403
1.06878       -0.220617     0.000493351
1.06665        0.234769     0.000809143
1.06451        -0.24624     0.000602068
1.06238       -0.315236     0.000430418
1.06026        -0.24184     0.000599029
1.05814       -0.346099     0.000378018
1.05602       -0.223019      0.00064359
1.05391       -0.201091     0.000934879
1.0518       -0.209324     0.000971165
1.0497        0.731876       0.0039395
1.0476         1.11438      0.00484527
1.0455         2.71178      0.00747278
1.04341         2.62981      0.00884344
1.04133         1.50092      0.00515538
1.03924          1.6446      0.00616337
1.03716       0.0881261      0.00190127
1.03509        0.863486      0.00427137
1.03302       0.0722317      0.00187422
1.03095        0.336035      0.00127837
1.02889         1.04077       0.0015774
1.02683        -0.18851     0.000584307
1.02478        0.275991      0.00156824
1.02273       -0.227527     0.000621338
1.02069       -0.320201      0.00058232
1.01864        0.496715        0.002988
1.01661       -0.327823     0.000551703
1.01457        0.123035      0.00129067
1.01254       -0.249081     0.000730521
1.01052       -0.312825     0.000483013
1.0085        0.196616     0.000737052
1.00648      -0.0900078       0.0012729
1.00447         -0.2417     0.000779707
1.00246       -0.247193     0.000580924
1.00045        0.202545      0.00221308
0.998453        0.115209      0.00187739
0.996457        0.301736      0.00238825
0.994464    -0.000431345     0.000985309
0.992475       -0.372633     0.000442209
0.99049        0.787098      0.00110048
0.988509       0.0112667     0.000809224
0.986532       0.0141406      0.00150673
0.984559         1.33823      0.00187476
0.98259       -0.287284      0.00072523
0.980624        0.419357     0.000897959
0.978663       -0.221132     0.000929801
0.976706       -0.375126     0.000345628
0.974752       -0.116705     0.000677769
0.972803      -0.0608172     0.000619988
0.970857       -0.250135     0.000697486
0.968916       -0.231164      0.00091264
0.966978        0.201594       0.0024041
0.965044        0.115229      0.00209316
0.963114       0.0543685      0.00197577
0.961187        0.430621      0.00277843
0.959265        0.698397      0.00215923
0.957347        0.107669       0.0019883
0.955432        0.923245     0.000928312
0.953521       -0.381093     0.000446589
0.951614       -0.245361     0.000716743
0.949711       -0.201932      0.00104207
0.947811       -0.399062     0.000358952
0.945916       -0.230408     0.000683248
0.944024       -0.127624      0.00066055
0.942136       -0.241536     0.000780066
0.940252       -0.017623       0.0015148
0.938371        0.250738      0.00244738
0.936494       0.0298464     0.000807099
0.934621       -0.214081     0.000935212
0.932752         1.14913      0.00204963
0.930887        0.431232      0.00150802
0.929025         1.20191      0.00281273
0.927167      -0.0795979     0.000928417
0.925312       -0.100249     0.000717023
0.923462        0.370933     0.000822025
0.921615       -0.119948     0.000713004
0.919772       -0.223271     0.000815583
0.917932       -0.213585      0.00064105
0.916096         1.27112       0.0054612
0.914264         1.36767      0.00463003
0.912436      -0.0174546       0.0014631
0.910611       -0.191366      0.00100973
0.908789        0.698438      0.00391067
0.906972        -0.27552      0.00066613
0.905158        -0.25445     0.000619165
0.903348       -0.238377     0.000760853
0.901541       -0.285349     0.000388615
0.899738       -0.245362     0.000673559
0.897938        0.347397     0.000601063
0.896142       -0.240339     0.000811302
0.89435       -0.277231     0.000787404
0.892561        0.403804      0.00162232
0.890776        0.174557     0.000893126
0.888995       -0.252661     0.000803218
0.887217          1.3655      0.00147285
0.885442         1.54166      0.00167882
0.883671        0.453414     0.000947529
0.881904      -0.0879666     0.000862818
0.88014       -0.390912     0.000314835
0.87838       -0.199088     0.000685513
0.876623        0.358745     0.000800812
0.87487       -0.200176     0.000744394
0.87312      -0.0557451      0.00109549
0.871374        0.532701      0.00138739
0.869631       -0.285751     0.000406842
0.867892       -0.072633      0.00129645
0.866156       -0.247266     0.000561759
0.864424        0.261719     0.000720011
0.862695       -0.314288     0.000414387
0.86097          2.0968      0.00325687
0.859248        0.310807      0.00112603
0.857529         1.36972      0.00140445
0.855814      -0.0917617     0.000404398
0.854103     -0.00491178      0.00133932
0.852394       -0.375263     0.000316498
0.85069       0.0407891      0.00104616
0.848988       -0.190238     0.000820938
0.84729      -0.0815158     0.000718474
0.845596       0.0810523      0.00104689
0.843904         1.74063      0.00238984
0.842217       -0.138977      0.00127235
0.840532      0.00180915      0.00170733
0.838851       -0.254207     0.000424093
0.837173         1.14066      0.00103365
0.835499       -0.258099     0.000749287
0.833828         2.01293      0.00311495
0.83216      -0.0498216     0.000575577
0.830496        0.226792      0.00170298
0.828835       -0.399784      0.00028259
0.827177        0.390871     0.000837007
0.825523       -0.317926     0.000488749
0.823872       -0.230542     0.000593646
0.822224      0.00314368      0.00149458
0.82058       -0.248234     0.000601195
0.818939       -0.195153     0.000520828
0.817301        0.106917     0.000745367
0.815666       -0.318924     0.000485827
0.814035       0.0378464     0.000965586
0.812407       0.0886226     0.000826048
0.810782       -0.321471      0.00032319
0.80916       -0.207543     0.000511216
0.807542        0.485726       0.0014184
0.805927       -0.230107     0.000508816
0.804315       -0.230718      0.00058251
0.802707       0.0888621      0.00193434
0.801101        0.187124        0.002003
0.799499       -0.211925     0.000661576
0.7979       -0.112046      0.00125707
0.796304       0.0370934     0.000978252
0.794712       -0.243381      0.00063823
0.793122       -0.335013     0.000527324
0.791536        0.146741     0.000619694
0.789953        0.391097     0.000784262
0.788373      -0.0166729     0.000847806
0.786796      0.00938139     0.000920537
0.785223       -0.307799     0.000462681
0.783652       -0.265591     0.000718451
0.782085         1.14339      0.00135075
0.780521       -0.243527     0.000639151
0.77896       -0.253351     0.000569015
0.777402       -0.355443     0.000457766
0.775847       0.0215179     0.000999248
0.774295        0.388915     0.000974397
0.772747       0.0880467      0.00199441
0.771201       -0.190033      0.00102644
0.769659      -0.0861417     0.000631893
0.768119       -0.235449     0.000435683
0.766583       -0.400734     0.000291369
0.76505          0.1376      0.00161751
0.76352       -0.278145     0.000645901
0.761993       -0.126545     0.000665688
0.760469       -0.434353     0.000275456
0.758948         0.11637     0.000824808
0.75743        0.319109     0.000794067
0.755915       0.0228158     0.000627344
0.754403        -0.22852     0.000516972
0.752895       -0.322431     0.000461472
0.751389       -0.243676     0.000800038
0.749886        -0.28317     0.000639459
0.748386       -0.104502      0.00132482
0.746889       -0.194764     0.000627956
0.745396      -0.0962749      0.00131827
0.743905       -0.201792     0.000549427
0.742417       -0.283664     0.000570612
0.740932      -0.0790296     0.000687908
0.73945       -0.157529     0.000644363
0.737971       -0.243162     0.000563233
0.736496        -0.23614     0.000782775
0.735023        -0.25075     0.000618278
0.733552       -0.193419      0.00108134
0.732085       -0.251772     0.000658208
0.730621       -0.253113     0.000619698
0.72916        0.296233      0.00215645
0.727702       -0.232325     0.000647703
0.726246       -0.378009     0.000294985
0.724794        -0.22261     0.000585991
0.723344       -0.252112     0.000762223
0.721897       -0.241922     0.000771106
0.720454       -0.201622     0.000568926
0.719013        0.419774      0.00222628
0.717575        -0.21741     0.000632365
0.71614         0.22699     0.000761053
0.714707       -0.010774     0.000765628
0.713278       -0.325616     0.000543866
0.711851      0.00453399     0.000629054
0.710428        0.165662      0.00205389
0.709007        -0.31434      0.00041936
0.707589       -0.223423     0.000600265
0.706174       -0.251519     0.000878008
0.704761       -0.233004     0.000564286
0.703352       0.0541399     0.000728794
0.701945       -0.123781     0.000596832
0.700541        0.273115     0.000788437
0.69914       -0.140446      0.00139606
0.697742        0.162572      0.00251589
0.696346       -0.310475     0.000552415
0.694954       -0.161872     0.000752706
0.693564       -0.223906     0.000927911
0.692177        0.535713      0.00290351
0.690792         2.50018      0.00605162
0.689411        0.515483      0.00304429
0.688032        0.526358       0.0032033
0.686656         1.23429      0.00322089
0.685282        -0.19702     0.000568718
0.683912       -0.163707     0.000673198
0.682544       -0.398837     0.000318084
0.681179        0.120812     0.000790779
0.679817       -0.279919     0.000573506
0.678457        0.106657     0.000793881
0.6771        0.400943      0.00258393
0.675746       -0.173285      0.00123234
0.674394       -0.246473     0.000817573
0.673046       -0.137795      0.00116221
0.671699         1.79153      0.00468752
0.670356       -0.261557     0.000824996
0.669015       -0.250826     0.000612393
0.667677        0.104307      0.00191494
0.666342       0.0109221      0.00163631
0.665009        0.209183      0.00239148
0.663679       -0.133549      0.00129148
0.662352      -0.0630795       0.0015541
0.661027       -0.205035     0.000629414
0.659705       -0.244619     0.000562598
0.658386       -0.119975      0.00127285
0.657069       -0.244939      0.00066978
0.655755       -0.231221     0.000560195
0.654443       -0.243197     0.000537798
0.653134      -0.0619355      0.00121939
0.651828        0.140007     0.000867595
0.650525       -0.409405     0.000373487
0.649223       -0.384395     0.000423538
0.647925        0.378606      0.00137316
0.646629        0.408421      0.00105233
0.645336        0.299247     0.000602289
