TEMP:             MU:          SIGMA: 
1.70061        0.185925        0.942171
1.70061        0.484723         1.34382
1.70061        0.898936        0.805052
1.70061        0.929675        0.708229
1.70061         1.38751         1.07416
1.70061         1.54331        0.714149
1.70061         1.64624        0.836499
1.70061        0.504542        0.348487
1.69721       0.0996053       0.0661937
1.69721        0.657766         0.22236
1.69721        0.115729       0.0789061
1.69721         1.15385        0.186957
1.69721         0.99194        0.383055
1.69721          1.8179       0.0776397
1.69721        0.589496        0.380123
1.69721        0.665418        0.264989
1.69721         1.31091         0.41948
1.69721        0.492001        0.463148
1.69381        0.323642        0.430602
1.69381       0.0132869        0.273568
1.69381        0.577728         0.58602
1.69381          0.1007        0.809056
1.69381        0.913188        0.422218
1.69381         1.21589        0.264621
1.69381        0.407313        0.507711
1.69381        0.250624        0.630874
1.69381         0.85241         0.77546
1.69381         1.08796         1.19643
1.69042         1.34869        0.389321
1.69042         1.48091         0.98355
1.69042        0.989298        0.916658
1.69042         1.04733         1.01324
1.69042        0.561988        0.551162
1.69042        0.431613        0.459388
1.69042       0.0313307         0.61002
1.69042        0.180315        0.657693
1.69042        0.879027         1.00156
1.69042         1.00175        0.894134
1.68704         1.34716        0.634842
1.68704        0.803746        0.681006
1.68704        0.453568        0.715646
1.68704        0.370624        0.583586
1.68704       0.0304358        0.319896
1.68704        0.612417         0.28775
1.68704        0.377701        0.357698
1.68704        0.341087        0.510102
1.68704        0.635164        0.626238
1.68704         1.14993        0.325813
1.68367        0.160555        0.446252
1.68367       0.0366307        0.412334
1.68367        0.130392        0.447328
1.68367        0.644448       0.0561578
1.68367        0.280349        0.798115
1.68367        0.684227        0.477381
1.68367        0.612818        0.409393
1.68367        0.093042        0.220238
1.68367          1.3287        0.566516
1.68367         1.84022        0.549006
1.6803         1.42853          0.8168
1.6803         1.49657        0.673148
1.6803         1.59251        0.338203
1.6803         1.77708        0.537638
1.6803          1.1555        0.315598
1.6803         1.49624       0.0514493
1.6803        0.359107        0.361022
1.6803        0.815072         0.51943
1.6803           1.195         0.48432
1.6803        0.921005        0.245756
1.67694         1.99552        0.079737
1.67694         1.52552        0.646233
1.67694         1.02294        0.498414
1.67694         1.67095        0.774031
1.67694        0.751635        0.525273
1.67694         1.42748        0.132169
1.67694         1.44956        0.563324
