BEST LOSS FUNCTION MEAN and DV_STD
34.5579 1.59318
34.5859 1.62646
34.3415 1.6958
34.3289 1.69099
34.3368 1.86118
34.1151 1.93532
34.2304 1.88179
34.2164 1.81885
34.2753 1.86478
34.1549 1.7791
34.163 1.74992
34.151 1.95544
34.2289 1.9143
34.1062 1.96583
34.17 1.85718
34.1057 2.05632
34.1745 1.94199
34.1399 2.16877
33.7723 2.50622
33.4055 2.85014
33.0174 3.13726
32.3708 3.45945
32.4988 3.48575
32.3741 3.61111
32.3381 3.66755
31.8248 3.84992
31.9494 3.71913
31.9299 3.72225
32.0573 3.68574
31.7216 3.92741
31.6254 3.90702
31.8177 3.86027
31.3498 4.24012
31.4226 4.1986
31.1749 4.45158
30.152 4.86953
29.6695 5.17317
29.9254 5.06813
29.8223 5.25732
30.0111 5.02609
29.6816 5.19059
29.7778 5.16928
29.4005 5.4454
29.6069 5.41586
29.22 5.56443
29.2715 5.63101
28.912 5.68991
28.8997 5.80485
29.2177 5.57266
29.3249 5.59823
28.8669 5.84918
28.929 5.8868
28.7885 6.00123
29.1105 6.00563
28.5097 6.20892
28.1208 6.42068
28.3707 6.3605
28.2839 6.39452
28.2216 6.38555
28.2087 6.47307
28.0458 6.59358
28.0319 6.66129
27.9006 6.80015
27.9432 6.78628
28.2208 6.76797
27.732 6.88082
27.569 6.88979
27.8094 6.87191
27.3644 7.00413
27.4989 6.92753
27.3832 7.02701
27.7434 6.96712
27.4509 7.18141
27.3631 7.34429
27.1491 7.33342
27.1456 7.34152
26.77 7.59181
26.6773 7.63577
26.8626 7.62004
26.7349 7.69399
26.6263 7.73735
26.8481 7.73493
26.7556 7.70699
26.641 7.74806
26.7764 7.77002
26.4803 7.86209
26.5329 7.78755
27.09 7.74542
26.5585 7.76333
26.8791 7.61136
26.8318 7.65267
26.7888 7.67493
26.6285 7.69085
26.9235 7.6463
26.7631 7.70252
26.6963 7.7705
26.503 7.90067
26.3738 7.96699
26.2954 8.11534
26.2479 8.07622
26.4988 7.93901
26.2602 8.15869
26.3045 8.13879
26.2685 8.10097
26.2614 8.15871
26.0914 8.25777
26.0214 8.29167
26.1429 8.26663
26.1575 8.29739
26.0819 8.34738
25.8444 8.46025
25.853 8.46971
25.9101 8.58011
25.7263 8.58769
25.712 8.62686
25.8967 8.6106
25.5765 8.71696
25.661 8.64825
25.6738 8.6577
25.5688 8.72206
25.6335 8.67763
25.5568 8.75404
25.5681 8.92794
25.507 8.81078
25.7208 8.68765
25.6478 8.70955
25.5048 8.83038
25.4404 8.88258
25.371 8.94252
25.2485 9.03918
25.3205 8.97292
25.4295 8.89604
25.4792 8.84519
25.4902 8.99372
25.3753 8.99981
25.2093 9.08231
25.2339 9.06339
25.2937 9.10157
25.1638 9.12354
25.3548 9.05733
25.2354 9.14378
25.1232 9.18203
25.1514 9.23232
25.1185 9.16906
25.1232 9.17472
25.1101 9.177
25.2412 9.16262
25.1903 9.18687
25.1066 9.19579
25.133 9.16591
25.0986 9.19678
25.1612 9.16293
25.2805 9.05263
25.0287 9.2663
25.0312 9.28099
25.109 9.21482
25.1874 9.24812
24.9029 9.50933
24.7096 9.60501
24.6243 9.68127
24.4362 9.85459
24.5782 9.81389
24.374 9.91182
24.4427 9.86111
24.3891 9.91004
24.4943 9.90576
24.4043 9.98975
24.3305 9.96632
24.2188 10.0565
24.2685 10.0068
24.4637 9.89677
24.2541 10.0296
24.2866 10.0063
24.3523 9.94558
24.2744 10.0104
24.311 9.97784
24.2783 10.0074
24.3705 9.92247
24.4568 9.85522
24.3565 9.93921
24.3243 9.98336
24.3564 9.93884
24.3738 9.9101
24.3897 9.91345
24.28 10.0075
24.2268 10.0472
24.1899 10.0831
24.2771 10.0186
24.2451 10.0371
24.4489 9.86867
24.434 9.88004
24.4986 9.99279
24.2681 10.0202
24.4449 9.86923
24.4712 9.84867
24.2363 10.0466
24.2705 10.0033
24.3459 9.94815
24.2256 10.0531
24.3151 9.98985
24.257 10.0272
24.2826 10.0006
24.4153 9.9851
24.3953 9.91764
24.4175 9.88687
24.4363 9.86653
24.3948 9.89271
24.3301 9.96641
24.3356 9.96647
24.2734 10.1071
24.2987 10.1174
24.1383 10.1528
24.2289 10.0904
24.1997 10.1043
24.2538 10.1124
24.121 10.1775
24.3627 9.99038
24.073 10.2039
24.1095 10.1791
23.965 10.3044
24.0999 10.1931
24.1952 10.1106
24.2859 10.1285
24.0598 10.2197
24.0807 10.2083
24.0398 10.246
24.0639 10.2238
24.1038 10.2007
24.0335 10.2445
24.2558 10.1263
24.0521 10.2442
24.0617 10.2294
24.0543 10.2438
24.0746 10.2125
24.062 10.2232
24.1592 10.1408
24.048 10.2325
24.1169 10.3067
23.8599 10.4488
23.6134 10.6889
23.6471 10.6868
23.3878 10.9119
23.2775 11.0358
23.181 11.0981
23.3229 11.0137
23.1623 11.1303
23.1 11.1926
23.2448 11.0559
23.173 11.129
23.2342 11.0914
23.1196 11.1788
23.004 11.2681
23.1231 11.1797
23.0642 11.2578
22.9918 11.2907
23.0345 11.2515
23.0299 11.2543
23.1305 11.1798
22.9891 11.2929
22.949 11.3296
22.9891 11.2985
22.86 11.4054
22.9192 11.3517
23.1384 11.2596
22.9854 11.299
23.1073 11.2041
23.0237 11.2766
22.8845 11.3838
22.962 11.3216
23.0625 11.2682
23.1796 11.1466
23.0008 11.29
22.9956 11.3854
22.9505 11.3308
23.0557 11.3466
22.8536 11.4124
22.858 11.4069
22.8294 11.4338
22.931 11.363
22.8678 11.4099
22.9211 11.3645
22.9781 11.3182
22.8924 11.3859
22.9022 11.3941
22.8891 11.39
23.007 11.297
22.9464 11.3392
22.893 11.3868
22.8925 11.3985
22.8499 11.4285
22.9249 11.3694
23.0146 11.2891
22.9249 11.3506
22.9817 11.3124
22.9501 11.3335
23.0192 11.2805
22.9794 11.3114
23.0001 11.2975
23.0329 11.2625
22.8373 11.4335
