BEST LOSS FUNCTION MEAN and DV_STD
34.9018 1.55089
34.7286 1.55262
34.6518 1.49192
34.6214 1.6215
34.6338 1.55338
34.5073 1.64692
34.5802 1.62994
34.6513 1.54835
34.7157 1.52277
34.8582 1.42607
34.7653 1.51912
34.6613 1.54283
34.7241 1.52134
34.6675 1.57539
34.5817 1.68404
34.5715 1.67739
34.4159 1.86189
34.273 2.08539
33.9961 2.21337
34.1867 2.15724
34.077 2.14459
34.1139 2.17317
34.0376 2.16959
33.9718 2.49617
33.8698 2.73682
33.2588 3.22171
33.1683 3.32827
32.9738 3.43936
32.3138 3.68863
32.3581 3.61872
32.4693 3.75968
32.0496 3.97504
31.4202 4.28658
31.4624 4.39586
31.1749 4.48191
30.946 4.455
30.9029 4.4942
30.9354 4.62141
31.1327 4.41479
30.833 4.75682
30.3717 4.88734
30.2758 4.97084
30.3626 4.99775
30.6671 4.98362
30.0475 5.27321
29.9774 5.22977
30.2875 5.10332
30.0884 5.16177
30.1394 5.33307
29.6781 5.56327
29.3328 5.80031
29.5611 5.62619
29.5527 5.70942
29.7099 5.81818
29.0597 6.00683
28.7425 6.11272
29.0303 6.00857
28.9384 6.1476
28.9149 6.07448
28.9597 6.14943
28.723 6.31173
28.6063 6.44398
28.462 6.52568
28.4118 6.53728
28.6883 6.57306
28.1297 6.70396
28.2387 6.60463
28.449 6.57296
28.2323 6.52883
28.1425 6.62958
28.1113 6.68995
28.3473 6.62794
28.3176 6.63487
28.512 6.54328
28.2242 6.58265
28.2746 6.52864
28.3028 6.60742
27.9636 6.71029
28.0768 6.75624
28.0906 6.83157
27.8785 7.11655
27.4493 7.54082
26.8766 8.05914
26.0054 8.66161
26.1463 8.75334
25.7984 8.85361
25.6808 8.94963
25.7448 8.98272
25.6516 8.98079
25.7744 9.00536
25.7169 9.0115
25.6168 9.02128
25.3393 9.26415
25.2882 9.33006
25.184 9.46077
25.1675 9.48826
24.9277 9.68878
24.8966 9.73061
24.5518 10.0329
24.5617 10.0378
24.5862 10.0126
24.5838 10.0976
24.735 9.89579
24.8745 9.76916
24.8038 9.83598
24.7531 9.86378
24.6539 9.94264
24.7861 9.93216
24.775 9.86472
24.8175 9.81456
24.6386 9.96119
24.565 10.0287
24.7506 9.97307
24.6961 9.91969
24.6351 9.96857
24.7845 9.84503
24.747 9.87813
24.6607 9.94921
24.6762 9.92267
24.6932 9.9259
24.7656 9.83719
24.8071 9.80629
24.8836 9.74006
24.8826 9.73865
24.8668 9.76392
24.777 9.84289
24.7457 9.88413
24.7395 9.8768
24.7094 9.90831
24.7265 9.89047
24.737 9.86707
24.7003 9.91186
24.8791 9.74161
24.7134 9.90285
24.6899 9.91575
24.6975 9.91122
24.7846 9.83774
24.7654 9.8693
24.6461 9.9621
24.6158 9.98578
24.8172 9.86623
24.5071 10.0976
24.4618 10.1367
24.519 10.0877
24.4512 10.1477
24.4334 10.1684
24.49 10.1241
24.5748 10.1484
24.515 10.1125
24.444 10.1566
24.4056 10.1969
24.4382 10.1751
24.5165 10.0974
24.5598 10.0757
24.4483 10.1808
24.4971 10.1258
24.5172 10.2082
24.3222 10.2742
24.4198 10.1888
24.3865 10.2331
24.3092 10.2996
24.2441 10.354
24.2802 10.3149
24.3667 10.2528
24.3165 10.2876
24.414 10.274
24.387 10.3395
24.3087 10.3077
24.1296 10.4507
24.2097 10.3937
24.2396 10.3607
24.1949 10.4062
24.1777 10.4194
24.1705 10.4337
24.1926 10.4115
24.1836 10.4062
24.1041 10.4792
24.3106 10.293
24.3657 10.2551
24.3435 10.2716
24.2173 10.3944
24.1807 10.4137
24.1855 10.4095
24.2043 10.3961
24.1095 10.485
24.1447 10.4464
24.1306 10.4569
24.2292 10.3821
24.1949 10.4059
24.3178 10.3064
24.3151 10.3043
24.353 10.3474
24.2291 10.3747
24.2773 10.3331
24.3857 10.2464
24.2676 10.3345
24.273 10.3514
24.213 10.3882
24.1966 10.4038
24.3182 10.3055
24.2147 10.3865
24.1794 10.4192
24.2615 10.4519
24.3079 10.3135
24.2455 10.3622
24.2674 10.3486
24.2131 10.3917
24.194 10.4068
24.2003 10.4086
24.0808 10.5193
24.3258 10.3932
24.2257 10.3839
24.285 10.3352
24.2588 10.3503
24.4109 10.3037
24.25 10.3548
24.4031 10.2342
24.1978 10.3941
24.195 10.4106
24.2143 10.386
24.3285 10.2877
24.2623 10.3502
24.3711 10.3221
24.2335 10.3783
24.208 10.4047
24.1486 10.4504
24.1969 10.4132
24.2609 10.3603
24.2222 10.375
24.2897 10.3924
24.2403 10.3643
24.205 10.4097
24.1287 10.4681
24.1879 10.4164
24.237 10.3722
24.1822 10.4107
24.2303 10.38
24.3455 10.3645
24.1922 10.4178
24.1504 10.4575
24.2768 10.3407
24.376 10.2535
24.3964 10.2486
24.2116 10.3936
24.2121 10.3866
24.2579 10.3573
24.1626 10.433
24.2345 10.3867
24.1653 10.4328
24.2512 10.3623
24.2618 10.3428
24.0869 10.498
24.3584 10.2734
24.285 10.3882
24.1012 10.4847
24.2854 10.327
24.2182 10.3777
24.227 10.3765
24.324 10.3016
24.2704 10.4507
24.2372 10.3774
24.136 10.4556
24.103 10.4775
24.4108 10.3469
24.1548 10.4354
24.2496 10.3601
24.2569 10.369
24.2204 10.4014
24.1616 10.4399
24.1854 10.42
24.1945 10.409
24.2057 10.4022
24.2162 10.4586
24.1981 10.4126
24.3007 10.4227
24.0363 10.5465
24.0686 10.5227
24.0471 10.5482
24.0602 10.5423
24.0344 10.5714
24.1375 10.4812
24.1394 10.4908
24.1186 10.4927
24.0767 10.5462
23.9748 10.6296
24.1358 10.4878
24.0148 10.5821
24.1864 10.4982
24.0301 10.5914
23.9126 10.6791
24.0131 10.5917
24.0068 10.6035
24.0509 10.557
24.0201 10.5809
23.8736 10.7079
24.0453 10.5717
23.9967 10.6061
23.9163 10.669
24.0531 10.5492
24.0243 10.5831
