#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.971155    0.971155           0
           2      1.0938     1.03248   0.0433623
           3     1.15574     1.07357   0.0442851
           4     1.15438     1.09377   0.0375409
           5     1.14125     1.10327   0.0312108
           6     1.18512     1.11691   0.0288365
           7     1.20927      1.1301    0.027571
           8     1.16906     1.13497    0.024551
           9     1.17148     1.13903   0.0221556
          10      1.1975     1.14488   0.0206971
          11     1.16277      1.1465   0.0188794
          12     1.18157     1.14943   0.0175308
          13      1.2046     1.15367   0.0166882
          14     1.19344     1.15651   0.0157361
          15       1.205     1.15974   0.0150155
          16     1.17591     1.16075    0.014111
          17     1.15953     1.16068   0.0132811
          18     1.13933      1.1595   0.0125961
          19     1.16254     1.15966   0.0119342
          20     1.21818     1.16258   0.0116907
          21     1.22032     1.16533   0.0114527
          22     1.20202       1.167   0.0110529
          23     1.20162      1.1685   0.0106743
          24     1.21218     1.17032   0.0103835
          25     1.21858     1.17225    0.010146
          26     1.18767     1.17285  0.00977312
          27     1.20739     1.17413  0.00949452
          28     1.17883     1.17429  0.00915691
          29     1.18875     1.17479  0.00885471
          30     1.20169     1.17569  0.00860484
          31     1.18503     1.17599  0.00833254
          32     1.16478     1.17564  0.00807951
          33     1.18566     1.17594  0.00784038
          34     1.17085     1.17579  0.00761122
          35     1.13347     1.17459  0.00748918
          36     1.14563     1.17378  0.00732422
          37      1.1788     1.17392  0.00712753
          38     1.16162     1.17359   0.0069473
          39     1.16357     1.17334  0.00677392
          40     1.15673     1.17292  0.00661728
          41     1.13857     1.17208  0.00650872
          42     1.16333     1.17187  0.00635709
          43     1.17897     1.17204  0.00621139
          44     1.18872     1.17242  0.00608178
          45     1.18031     1.17259  0.00594916
          46     1.16266     1.17238  0.00582375
          47      1.1515     1.17193  0.00571675
          48     1.11767      1.1708  0.00570832
          49     1.14322     1.17024   0.0056195
          50     1.16051     1.17005  0.00551048
          51     1.13901     1.16944  0.00543593
          52     1.14159      1.1689  0.00535771
          53     1.15082     1.16856  0.00526747
          54     1.18619     1.16889  0.00518002
          55     1.16258     1.16877  0.00508711
          56     1.16484      1.1687  0.00499675
          57     1.16534     1.16864  0.00490944
          58     1.14907     1.16831  0.00483638
          59     1.12599     1.16759   0.0048073
          60     1.13827      1.1671  0.00475194
          61     1.15626     1.16692  0.00467736
          62     1.15776     1.16677  0.00460425
          63     1.15622     1.16661  0.00453422
          64     1.14389     1.16625  0.00447725
          65     1.16423     1.16622  0.00440847
          66     1.15289     1.16602   0.0043463
          67      1.1805     1.16623  0.00428681
          68     1.18855     1.16656  0.00423631
          69      1.1705     1.16662  0.00417529
          70     1.16833     1.16664  0.00411572
          71     1.18367     1.16688  0.00406473
          72     1.17195     1.16695  0.00400889
          73     1.15132     1.16674  0.00395969
          74      1.1616     1.16667  0.00390679
          75     1.18001     1.16685  0.00385875
          76     1.18865     1.16714  0.00381862
          77      1.1813     1.16732  0.00377346
          78     1.20876     1.16785   0.0037623
          79     1.17595     1.16795  0.00371607
          80     1.16272     1.16789   0.0036702
          81     1.17454     1.16797  0.00362581
          82     1.15713     1.16784    0.003584
          83      1.1581     1.16772  0.00354274
          84     1.18757     1.16796  0.00350843
          85     1.20933     1.16844  0.00350076
          86     1.19606     1.16876  0.00347475
          87     1.21174     1.16926  0.00346973
          88     1.18629     1.16945   0.0034357
          89     1.16825     1.16944  0.00339712
          90     1.17535      1.1695  0.00336001
          91     1.14053     1.16919  0.00333814
          92     1.14483     1.16892  0.00331234
          93     1.20081     1.16926  0.00329442
          94     1.22128     1.16982  0.00330552
          95     1.18621     1.16999  0.00327523
          96      1.1906      1.1702  0.00324814
          97     1.22381     1.17076  0.00326132
          98     1.22728     1.17133  0.00327863
          99     1.20229     1.17165  0.00326039
         100     1.15731      1.1715  0.00323094
         101     1.15303     1.17132  0.00320412
         102     1.16524     1.17126  0.00317327
         103      1.1495     1.17105  0.00314948
         104     1.17179     1.17106  0.00311921
         105     1.19285     1.17126   0.0030964
         106     1.20872     1.17162  0.00308729
         107     1.17512     1.17165  0.00305861
         108     1.16119     1.17155  0.00303182
         109      1.1431     1.17129  0.00301522
         110     1.19288     1.17149  0.00299419
         111     1.17827     1.17155  0.00296784
         112      1.1955     1.17176  0.00294903
         113     1.19998     1.17201  0.00293348
         114     1.17095       1.172  0.00290777
         115     1.19366     1.17219  0.00288857
         116     1.16887     1.17216  0.00286381
         117     1.16023     1.17206  0.00284115
         118     1.14815     1.17186  0.00282429
         119     1.20147     1.17211   0.0028115
         120     1.19703     1.17232  0.00279573
         121     1.16038     1.17222  0.00277436
         122     1.19977     1.17244   0.0027608
         123     1.18007      1.1725  0.00273905
         124     1.17306     1.17251  0.00271696
         125     1.17421     1.17252  0.00269526
         126     1.20801      1.1728  0.00268855
         127     1.17222      1.1728  0.00266738
         128     1.18199     1.17287  0.00264751
         129      1.2119     1.17317  0.00264421
         130     1.20129     1.17339   0.0026327
         131     1.22771     1.17381  0.00264505
         132     1.18539     1.17389  0.00262647
         133     1.18681     1.17399  0.00260851
         134     1.20625     1.17423  0.00260013
         135     1.20681     1.17447  0.00259205
         136     1.21606     1.17478  0.00259096
         137     1.20184     1.17498  0.00257957
         138     1.20544      1.1752  0.00257031
         139     1.17016     1.17516  0.00255207
         140     1.18352     1.17522  0.00253454
         141     1.18046     1.17526  0.00251684
         142     1.18922     1.17536  0.00250104
         143     1.19996     1.17553  0.00248946
         144     1.21812     1.17582  0.00248967
         145     1.21668      1.1761   0.0024884
         146     1.16476     1.17603  0.00247257
         147     1.19367     1.17615  0.00245866
         148     1.16614     1.17608  0.00244298
         149      1.1693     1.17603    0.002427
         150     1.15638      1.1759  0.00241436
         151     1.19406     1.17602  0.00240136
         152     1.19653     1.17616  0.00238935
         153     1.18457     1.17621  0.00237437
         154     1.20778     1.17642  0.00236778
         155     1.20555     1.17661  0.00235995
         156     1.21977     1.17688  0.00236099
         157     1.19061     1.17697  0.00234757
         158     1.17912     1.17698  0.00233275
         159     1.17721     1.17699  0.00231808
         160     1.17508     1.17697  0.00230362
         161     1.14685     1.17679   0.0022969
         162      1.1287     1.17649  0.00230182
         163     1.13684     1.17625  0.00230051
         164     1.13756     1.17601  0.00229855
         165     1.13437     1.17576  0.00229842
         166     1.11838     1.17541  0.00231042
         167     1.14767     1.17525  0.00230255
         168     1.15246     1.17511  0.00229284
         169     1.15183     1.17497  0.00228341
         170     1.15838     1.17487  0.00227206
         171     1.16887     1.17484  0.00225904
         172     1.21609     1.17508  0.00225861
         173     1.23431     1.17542  0.00227135
         174     1.24642     1.17583  0.00229466
         175     1.20653     1.17601  0.00228824
         176     1.18915     1.17608  0.00227646
         177     1.20873     1.17626  0.00227106
         178     1.20717     1.17644  0.00226493
         179     1.19978     1.17657  0.00225602
         180     1.17602     1.17657  0.00224349
         181     1.15262     1.17643  0.00223499
         182     1.13718     1.17622   0.0022331
         183     1.16555     1.17616  0.00222166
