#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.981531    0.981531           0
           2     1.10413     1.04283   0.0433449
           3     1.16651     1.08406   0.0443641
           4     1.16417     1.10409   0.0375228
           5     1.14366       1.112   0.0308417
           6     1.15677     1.11946   0.0265886
           7     1.18457     1.12876   0.0243626
           8     1.23396     1.14191   0.0246113
           9      1.1827     1.14644     0.02229
          10     1.19015     1.15081    0.020485
          11     1.21803     1.15693   0.0195129
          12     1.22117     1.16228   0.0186067
          13     1.22356     1.16699   0.0177625
          14     1.21555     1.17046    0.016829
          15     1.22255     1.17393   0.0160613
          16      1.2004     1.17559   0.0151424
          17     1.17373     1.17548   0.0142521
          18     1.17464     1.17543   0.0134604
          19     1.15835     1.17453   0.0127819
          20     1.18353     1.17498   0.0121507
          21     1.20812     1.17656   0.0116741
          22     1.21197     1.17817   0.0112539
          23     1.19108     1.17873   0.0107786
          24     1.19551     1.17943   0.0103522
          25     1.20477     1.18045  0.00998757
          26     1.18247     1.18052  0.00960374
          27     1.19136     1.18092  0.00925642
          28     1.20447     1.18177  0.00896395
          29      1.1924     1.18213  0.00866235
          30     1.21426      1.1832  0.00843954
          31     1.20494      1.1839  0.00819638
          32     1.19827     1.18435  0.00795253
          33     1.17462     1.18406  0.00771701
          34     1.18109     1.18397  0.00749054
          35     1.19132     1.18418  0.00727947
          36     1.18604     1.18423  0.00707744
          37     1.17428     1.18396  0.00689127
          38     1.14817     1.18302  0.00677399
          39     1.15019     1.18218  0.00665239
          40      1.1974     1.18256  0.00649695
          41     1.22567     1.18361    0.006423
          42     1.23413     1.18481   0.0063817
          43     1.18801     1.18489  0.00623372
          44     1.17839     1.18474  0.00609379
          45     1.16676     1.18434  0.00597147
          46     1.17218     1.18408  0.00584751
          47     1.16104     1.18359   0.0057436
          48      1.1668     1.18324  0.00563458
          49     1.17579     1.18309  0.00552164
          50     1.16113     1.18265  0.00542864
          51     1.15901     1.18218  0.00534195
          52     1.16602     1.18187  0.00524825
          53     1.20164     1.18224  0.00516247
          54     1.20456     1.18266  0.00508338
          55     1.20026     1.18298  0.00500101
          56     1.15943     1.18256  0.00492935
          57     1.15207     1.18202   0.0048718
          58     1.15619     1.18158  0.00480811
          59     1.19762     1.18185  0.00473431
          60     1.19566     1.18208  0.00466099
          61      1.1997     1.18237  0.00459353
          62     1.21032     1.18282  0.00454151
          63     1.21383     1.18331  0.00449602
          64     1.27039     1.18467  0.00462709
          65     1.27636     1.18608  0.00476608
          66     1.25527     1.18713  0.00480778
          67     1.20775     1.18744  0.00474586
          68     1.23729     1.18817  0.00473236
          69     1.21805      1.1886  0.00468354
          70     1.20415     1.18883  0.00462189
          71     1.18283     1.18874  0.00455757
          72     1.19814     1.18887  0.00449614
          73     1.17433     1.18867  0.00443895
          74     1.14587      1.1881   0.0044165
          75     1.17536     1.18793  0.00436087
          76     1.16904     1.18768  0.00431057
          77     1.17902     1.18756  0.00425606
          78     1.16656      1.1873     0.00421
          79     1.14949     1.18682  0.00418382
          80     1.16999     1.18661   0.0041368
