#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.02305     1.02305           0
           2     1.14531     1.08418   0.0432247
           3     1.20263     1.12367   0.0432396
           4     1.20163     1.14316   0.0365597
           5     1.21207     1.15694   0.0317394
           6     1.20748     1.16536   0.0275444
           7     1.22066     1.17326   0.0247164
           8     1.23718     1.18125    0.022882
           9     1.25453     1.18939     0.02174
          10     1.23142      1.1936    0.019968
          11     1.25558     1.19923    0.018931
          12     1.24551     1.20309   0.0177419
          13     1.23759     1.20574   0.0165744
          14     1.19909     1.20527   0.0153973
          15     1.21805     1.20612   0.0143944
          16     1.21834     1.20688    0.013515
          17     1.24301     1.20901   0.0128861
          18     1.23693     1.21056   0.0122632
          19     1.27468     1.21393   0.0120732
          20     1.27639     1.21706   0.0118665
          21     1.25256     1.21875   0.0114213
          22     1.27796     1.22144   0.0112147
          23     1.24665     1.22253   0.0107806
          24      1.2456      1.2235   0.0103741
          25     1.23088     1.22379  0.00996337
          26     1.22716     1.22392  0.00958101
          27      1.1986     1.22298  0.00927193
          28     1.20198     1.22223  0.00897108
          29     1.20792     1.22174   0.0086753
          30     1.23011     1.22202  0.00839061
          31      1.1869     1.22089  0.00819607
          32     1.19287     1.22001  0.00798655
          33     1.20229     1.21947  0.00776256
          34      1.2237      1.2196  0.00753524
          35     1.21172     1.21937  0.00732331
          36     1.22419     1.21951   0.0071211
          37     1.20341     1.21907  0.00694193
          38     1.21363     1.21893  0.00676072
          39     1.24618     1.21963  0.00662337
          40     1.22852     1.21985  0.00646151
          41     1.19056     1.21913  0.00634327
          42     1.21088     1.21894  0.00619528
          43     1.18088     1.21805  0.00611409
          44     1.18738     1.21736  0.00601473
          45     1.21186     1.21723  0.00588231
          46      1.2119     1.21712  0.00575558
          47      1.2205     1.21719  0.00563357
          48     1.22245      1.2173  0.00551727
          49     1.22645     1.21749  0.00540783
          50     1.23142     1.21777  0.00530685
          51     1.25311     1.21846  0.00524784
          52     1.27693     1.21958  0.00526602
          53     1.26218     1.22039  0.00522763
          54     1.25711     1.22107  0.00517486
          55     1.22102     1.22107  0.00508077
          56     1.18335     1.22039  0.00503447
          57     1.19908     1.22002  0.00496001
          58     1.20623     1.21978  0.00488019
          59     1.21546     1.21971  0.00479802
          60     1.19684     1.21933  0.00473316
          61     1.19143     1.21887   0.0046776
          62     1.22707       1.219  0.00460403
          63     1.21741     1.21898  0.00453102
          64     1.21791     1.21896  0.00446025
          65     1.19969     1.21866  0.00440148
          66     1.20435     1.21845  0.00434013
          67     1.20577     1.21826  0.00427947
          68     1.20093       1.218  0.00422411
          69      1.1985     1.21772  0.00417234
          70     1.20934      1.2176  0.00411445
          71     1.22725     1.21774  0.00405874
          72     1.21708     1.21773  0.00400238
          73     1.23309     1.21794  0.00395308
          74     1.24104     1.21825  0.00391198
          75     1.22732     1.21837  0.00386169
          76     1.25056     1.21879  0.00383403
          77     1.28413     1.21964  0.00387699
          78     1.25144     1.22005  0.00384867
          79     1.21798     1.22002  0.00380004
          80     1.22714     1.22011  0.00375358
          81     1.21392     1.22004  0.00370802
          82     1.22052     1.22004   0.0036628
          83      1.2073     1.21989  0.00362189
          84     1.24588      1.2202  0.00359196
          85     1.26106     1.22068  0.00358173
          86     1.27753     1.22134  0.00360057
          87     1.28201     1.22204  0.00362609
          88     1.23738     1.22221  0.00358908
          89     1.21772     1.22216   0.0035491
          90     1.24117     1.22237  0.00351595
          91     1.22382     1.22239  0.00347735
          92     1.23648     1.22254  0.00344292
          93     1.25125     1.22285  0.00341971
          94     1.25577      1.2232  0.00340122
          95     1.21541     1.22312  0.00336641
          96     1.24333     1.22333  0.00333792
          97     1.22793     1.22338  0.00330384
          98     1.24768     1.22362  0.00327942
          99     1.26267     1.22402  0.00326993
         100      1.2571     1.22435  0.00325392
         101      1.2413     1.22452  0.00322603
         102     1.23576     1.22463  0.00319628
         103     1.23355     1.22471  0.00316642
         104     1.22096     1.22468  0.00313618
         105     1.19379     1.22438  0.00312008
         106     1.22183     1.22436  0.00309074
         107     1.23428     1.22445  0.00306324
         108     1.23737     1.22457  0.00303721
         109     1.25175     1.22482  0.00301957
         110     1.25699     1.22511  0.00300624
         111     1.21738     1.22504  0.00297997
         112     1.22155     1.22501  0.00295352
         113     1.22493     1.22501  0.00292739
         114     1.25304     1.22526  0.00291201
         115     1.20962     1.22512  0.00288986
         116     1.23856     1.22524  0.00286727
         117     1.22374     1.22523  0.00284279
         118     1.24482     1.22539  0.00282355
         119     1.20953     1.22526  0.00280297
         120     1.24312     1.22541  0.00278356
         121      1.2269     1.22542  0.00276058
         122     1.18426     1.22508   0.0027585
         123     1.19348     1.22482  0.00274801
         124     1.19311     1.22457  0.00273773
         125     1.21351     1.22448  0.00271725
         126     1.23927      1.2246  0.00269822
         127     1.21285     1.22451  0.00267856
         128     1.21656     1.22444  0.00265835
         129     1.23588     1.22453  0.00263923
         130     1.22427     1.22453  0.00261893
         131     1.25937      1.2248  0.00261241
         132     1.25386     1.22502  0.00260188
         133     1.22457     1.22501  0.00258232
         134     1.20864     1.22489  0.00256594
         135      1.2281     1.22491  0.00254704
         136     1.21933     1.22487  0.00252864
         137     1.20344     1.22472  0.00251502
         138     1.21341     1.22463  0.00249813
         139     1.17887     1.22431  0.00250176
         140     1.20115     1.22414  0.00248935
         141     1.24939     1.22432  0.00247813
         142     1.24103     1.22444  0.00246347
         143     1.18645     1.22417  0.00246052
         144     1.20733     1.22405  0.00244621
         145     1.22001     1.22403   0.0024295
         146     1.25845     1.22426  0.00242428
         147     1.24304     1.22439  0.00241115
         148      1.2321     1.22444  0.00239542
         149     1.21387     1.22437  0.00238039
         150     1.23405     1.22444   0.0023654
         151      1.2162     1.22438  0.00235036
         152     1.25495     1.22458  0.00234349
         153      1.2595     1.22481  0.00233926
         154     1.23738     1.22489  0.00232549
         155     1.23141     1.22493  0.00231087
         156     1.20541     1.22481  0.00229944
         157     1.21338     1.22474  0.00228595
         158     1.24328     1.22485  0.00227449
         159     1.21299     1.22478  0.00226141
         160     1.23312     1.22483  0.00224788
         161     1.22245     1.22482  0.00223396
         162     1.21089     1.22473  0.00222183
         163     1.17628     1.22443  0.00222799
         164     1.19437     1.22425  0.00222194
         165     1.19026     1.22404    0.002218
         166     1.18227     1.22379  0.00221887
         167     1.16645     1.22345  0.00223199
         168     1.18369     1.22321  0.00223122
         169     1.20226     1.22309  0.00222146
         170     1.19799     1.22294  0.00221329
         171     1.23389       1.223  0.00220127
         172     1.21557     1.22296   0.0021889
         173     1.20128     1.22284  0.00217983
         174     1.20863     1.22275  0.00216883
         175     1.22348     1.22276  0.00215644
         176     1.21268      1.2227  0.00214495
         177     1.22536     1.22272  0.00213288
         178     1.23329     1.22278  0.00212173
         179     1.19055      1.2226   0.0021175
         180     1.25203     1.22276  0.00211204
         181     1.22943      1.2228  0.00210069
         182     1.22692     1.22282  0.00208927
         183     1.26797     1.22307  0.00209238
         184     1.21705     1.22303  0.00208126
         185     1.18253     1.22281   0.0020815
         186     1.20062     1.22269  0.00207372
         187     1.22216     1.22269  0.00206264
         188     1.19657     1.22255  0.00205634
         189     1.21983     1.22254  0.00204551
         190     1.20761     1.22246  0.00203625
         191     1.17248      1.2222  0.00204234
         192     1.19677     1.22207  0.00203599
         193     1.17492     1.22182  0.00204004
         194     1.16964     1.22155  0.00204718
         195     1.16619     1.22127  0.00205627
         196     1.18144     1.22107   0.0020558
         197     1.19314     1.22092  0.00205025
         198      1.2068     1.22085  0.00204113
         199     1.21035      1.2208  0.00203156
         200     1.21406     1.22077  0.00202168
         201     1.20301     1.22068  0.00201355
         202     1.21851     1.22067  0.00200361
         203     1.22858     1.22071  0.00199412
         204     1.23299     1.22077  0.00198525
         205     1.26906       1.221   0.0019895
         206     1.25572     1.22117  0.00198697
         207     1.26587     1.22139  0.00198907
         208     1.26533      1.2216  0.00199069
         209     1.22609     1.22162  0.00198128
         210     1.25495     1.22178   0.0019782
         211      1.2318     1.22182  0.00196939
         212     1.26616     1.22203  0.00197117
         213     1.27362     1.22228  0.00197674
         214     1.27603     1.22253   0.0019834
         215      1.2518     1.22266  0.00197884
         216     1.25035     1.22279  0.00197382
         217     1.24595      1.2229  0.00196761
         218     1.26381     1.22309  0.00196751
         219     1.33689     1.22361  0.00202599
         220     1.28172     1.22387  0.00203393
         221      1.2339     1.22392  0.00202523
         222     1.28264     1.22418  0.00203332
         223     1.24137     1.22426  0.00202566
         224     1.21835     1.22423  0.00201679
         225     1.25376     1.22436  0.00201209
         226     1.22396     1.22436  0.00200319
         227     1.23171     1.22439  0.00199462
         228     1.21694     1.22436  0.00198614
         229     1.23618     1.22441  0.00197814
         230     1.24208     1.22449  0.00197103
         231     1.24282     1.22457   0.0019641
         232      1.2757     1.22479  0.00196796
         233     1.25703     1.22493  0.00196437
         234     1.21911      1.2249  0.00195613
         235     1.24087     1.22497  0.00194899
         236     1.23458     1.22501  0.00194116
         237     1.21917     1.22499  0.00193312
         238     1.21846     1.22496   0.0019252
         239     1.22821     1.22497  0.00191719
         240     1.22889     1.22499  0.00190927
         241     1.21763     1.22496  0.00190159
         242     1.20924     1.22489  0.00189484
         243     1.22114     1.22488  0.00188711
         244     1.22378     1.22487  0.00187938
         245     1.18377      1.2247  0.00187918
         246     1.20442     1.22462  0.00187335
         247     1.21282     1.22457  0.00186638
         248     1.20094     1.22448  0.00186128
         249     1.23811     1.22453  0.00185461
         250      1.2177     1.22451  0.00184739
         251      1.2097     1.22445  0.00184098
         252     1.23371     1.22448  0.00183404
         253     1.21008     1.22443  0.00182767
         254      1.2062     1.22436  0.00182189
         255     1.18722     1.22421  0.00182055
         256     1.18814     1.22407  0.00181889
         257       1.168     1.22385  0.00182485
         258     1.18752     1.22371   0.0018232
         259     1.23059     1.22374  0.00181635
         260     1.23894      1.2238  0.00181031
         261      1.2345     1.22384  0.00180384
         262     1.21468      1.2238  0.00179729
         263     1.25633     1.22392  0.00179471
         264     1.23454     1.22397  0.00178836
         265     1.25632     1.22409  0.00178577
         266     1.25247     1.22419  0.00178225
         267     1.25217      1.2243  0.00177865
         268     1.27436     1.22449   0.0017818
         269     1.25965     1.22462  0.00177996
         270     1.24869     1.22471   0.0017756
         271     1.24745     1.22479  0.00177103
         272     1.27121     1.22496  0.00177272
         273     1.24513     1.22503  0.00176777
         274     1.25365     1.22514   0.0017644
         275     1.25593     1.22525  0.00176153
         276     1.23968      1.2253  0.00175592
         277     1.23938     1.22535  0.00175032
         278     1.22725     1.22536  0.00174404
         279     1.22679     1.22537  0.00173779
         280     1.24311     1.22543  0.00173274
         281     1.22605     1.22543  0.00172658
         282     1.20297     1.22535  0.00172229
         283        1.21      1.2253  0.00171706
         284     1.21126     1.22525  0.00171172
         285     1.17703     1.22508  0.00171406
         286     1.19606     1.22498  0.00171107
         287     1.25271     1.22507  0.00170783
         288      1.2418     1.22513  0.00170289
         289     1.24147     1.22519  0.00169793
         290     1.22648     1.22519  0.00169208
         291     1.22437     1.22519  0.00168627
         292     1.21008     1.22514  0.00168129
         293     1.21877     1.22512  0.00167569
         294     1.22927     1.22513  0.00167005
         295     1.24121     1.22518  0.00166528
         296     1.24279     1.22524  0.00166072
         297     1.23014     1.22526  0.00165521
         298     1.20218     1.22518  0.00165146
         299     1.18938     1.22506  0.00165028
         300     1.23112     1.22508   0.0016449
         301     1.22033     1.22507  0.00163951
         302     1.18663     1.22494  0.00163901
         303     1.19878     1.22485  0.00163588
         304     1.22072     1.22484  0.00163055
         305      1.2212     1.22483  0.00162525
         306     1.21282     1.22479  0.00162041
         307     1.19688      1.2247  0.00161768
         308     1.21527     1.22467  0.00161272
         309     1.24797     1.22474  0.00160926
         310     1.19633     1.22465  0.00160668
         311     1.20168     1.22458  0.00160321
         312     1.20825     1.22453  0.00159892
         313     1.21881     1.22451  0.00159392
         314     1.23564     1.22454  0.00158924
         315     1.22344     1.22454   0.0015842
         316     1.20382     1.22447  0.00158054
         317     1.22959     1.22449  0.00157564
         318     1.20265     1.22442  0.00157218
         319     1.19567     1.22433  0.00156983
         320     1.24108     1.22438   0.0015658
         321     1.22107     1.22437  0.00156095
         322     1.20395     1.22431  0.00155739
         323     1.19098     1.22421  0.00155599
         324     1.19823     1.22413  0.00155325
         325      1.2119     1.22409  0.00154892
         326     1.22873      1.2241  0.00154424
         327     1.22397      1.2241  0.00153952
         328     1.22743     1.22411  0.00153486
         329     1.19568     1.22403  0.00153262
         330      1.1799     1.22389   0.0015338
         331     1.21477     1.22386  0.00152941
         332     1.22659     1.22387  0.00152483
         333     1.21821     1.22386  0.00152034
         334     1.20307     1.22379  0.00151706
         335     1.17186     1.22364  0.00152044
         336     1.20615     1.22359   0.0015168
         337     1.20766     1.22354  0.00151304
         338     1.23096     1.22356  0.00150872
         339     1.23708      1.2236   0.0015048
         340     1.26126     1.22371  0.00150444
         341     1.23092     1.22373  0.00150018
         342     1.22459     1.22374  0.00149579
         343     1.23237     1.22376  0.00149164
         344     1.22822     1.22377  0.00148737
         345      1.2054     1.22372  0.00148401
         346     1.20755     1.22367  0.00148045
         347     1.21102     1.22364  0.00147664
         348     1.20401     1.22358  0.00147347
         349     1.17635     1.22345  0.00147545
         350     1.23206     1.22347  0.00147144
         351     1.24289     1.22353  0.00146829
         352     1.25308     1.22361  0.00146651
         353     1.22071      1.2236  0.00146238
         354     1.21545     1.22358  0.00145843
         355     1.20714     1.22353  0.00145506
         356     1.24119     1.22358  0.00145182
         357      1.2442     1.22364   0.0014489
         358     1.23778     1.22368  0.00144539
         359      1.1845     1.22357  0.00144548
         360     1.20897     1.22353  0.00144203
         361     1.22993     1.22355  0.00143815
         362     1.16938      1.2234  0.00144194
         363     1.18154     1.22328  0.00144257
         364     1.18148     1.22317  0.00144317
         365     1.18842     1.22307  0.00144235
         366     1.20268     1.22302  0.00143948
         367     1.19602     1.22294  0.00143744
         368     1.20338     1.22289  0.00143452
         369     1.20603     1.22284  0.00143136
         370     1.21368     1.22282   0.0014277
         371     1.23708     1.22286  0.00142437
         372     1.27575       1.223  0.00142762
         373     1.24506     1.22306  0.00142502
         374     1.24052     1.22311  0.00142197
         375     1.23265     1.22313  0.00141841
         376     1.23227     1.22316  0.00141484
         377     1.19332     1.22308   0.0014133
         378     1.21933     1.22307   0.0014096
         379     1.26793     1.22318  0.00141084
         380      1.2475     1.22325  0.00140858
         381     1.25481     1.22333  0.00140732
         382     1.24962      1.2234  0.00140531
         383     1.22937     1.22342  0.00140173
         384     1.20709     1.22337  0.00139872
         385     1.24206     1.22342  0.00139593
         386     1.22086     1.22342  0.00139233
         387     1.25927     1.22351  0.00139181
         388     1.27778     1.22365  0.00139524
         389     1.31456     1.22388  0.00141109
         390     1.27688     1.22402    0.001414
         391     1.24573     1.22407  0.00141147
         392     1.24181     1.22412   0.0014086
         393     1.20093     1.22406  0.00140625
         394      1.1974     1.22399  0.00140431
         395     1.21166     1.22396   0.0014011
         396      1.2762     1.22409  0.00140376
         397     1.28098     1.22424  0.00140752
         398     1.21243     1.22421  0.00140429
         399     1.20501     1.22416   0.0014016
         400     1.20324     1.22411  0.00139907
         401     1.19772     1.22404  0.00139713
         402     1.22038     1.22403  0.00139368
         403     1.21575     1.22401  0.00139037
