#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.991907    0.991907           0
           2     1.11445     1.05318   0.0433264
           3     1.17584     1.09407   0.0441451
           4     1.17042     1.11316   0.0370066
           5     1.15695     1.12191   0.0306241
           6     1.15941     1.12816   0.0261501
           7      1.1681     1.13387   0.0230282
           8     1.21155     1.14358   0.0221023
           9     1.21219      1.1512   0.0209198
          10     1.19498     1.15558   0.0192805
          11     1.19124     1.15882   0.0177982
          12     1.21102     1.16317   0.0168381
          13     1.20132     1.16611   0.0157965
          14     1.18043     1.16713   0.0147013
          15     1.19841     1.16922   0.0138683
          16     1.22141     1.17248   0.0133798
          17      1.2179     1.17515   0.0128568
          18     1.22494     1.17792   0.0124366
          19     1.18763     1.17843   0.0117925
          20     1.16243     1.17763     0.01123
          21     1.17545     1.17752   0.0106957
          22     1.16856     1.17712   0.0102173
          23     1.18554     1.17748  0.00977962
          24     1.26093     1.18096  0.00997106
          25     1.24376     1.18347   0.0098836
          26     1.22828     1.18519  0.00965253
          27     1.20963      1.1861  0.00933737
          28     1.21901     1.18728  0.00907754
          29     1.17161     1.18674  0.00878058
          30      1.2141     1.18765  0.00853514
          31     1.22116     1.18873  0.00832801
          32     1.23384     1.19014  0.00818621
          33     1.25203     1.19201  0.00815018
          34     1.24086     1.19345  0.00803611
          35      1.2503     1.19507  0.00796897
          36     1.25803     1.19682  0.00793716
          37     1.21935     1.19743  0.00774596
          38     1.20925     1.19774  0.00754836
          39     1.19184     1.19759  0.00735633
          40     1.19252     1.19747  0.00717352
          41     1.22376     1.19811  0.00702716
          42     1.23224     1.19892   0.0069067
          43     1.23325     1.19972  0.00679206
          44     1.22475     1.20029  0.00666148
          45     1.20419     1.20037  0.00651401
          46     1.22969     1.20101  0.00640351
          47     1.20245     1.20104  0.00626734
          48     1.20558     1.20114  0.00613748
          49     1.19126     1.20093  0.00601553
          50     1.18781     1.20067  0.00590095
          51     1.16914     1.20005  0.00581755
          52      1.1841     1.19975  0.00571376
          53     1.21427     1.20002  0.00561252
          54     1.17503     1.19956  0.00552764
          55     1.17949     1.19919  0.00543916
          56     1.15882     1.19847  0.00538961
          57     1.13608     1.19738  0.00540507
          58     1.18789     1.19721  0.00531435
          59     1.16644     1.19669  0.00524982
          60     1.16956     1.19624  0.00518175
          61     1.20919     1.19645  0.00510116
          62     1.20685     1.19662  0.00502164
          63      1.2225     1.19703   0.0049587
          64     1.20539     1.19716  0.00488294
          65     1.18291     1.19694  0.00481274
          66     1.17752     1.19665  0.00474881
          67     1.18099     1.19641  0.00468367
          68      1.1648     1.19595  0.00463782
          69      1.1695     1.19557  0.00458642
