#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.03344     1.03344           0
           2     1.15552     1.09448   0.0431612
           3     1.21179     1.13358   0.0429789
           4     1.21474     1.15387   0.0367125
           5     1.22849      1.1688   0.0322607
           6     1.22485     1.17814   0.0282041
           7     1.24138     1.18717   0.0255808
           8     1.23771     1.19349   0.0231501
           9     1.25066     1.19984   0.0214318
          10     1.20524     1.20038   0.0192954
          11     1.20639     1.20093    0.017549
          12     1.20327     1.20112   0.0160877
          13     1.21126      1.2019    0.014869
          14     1.20796     1.20234   0.0138132
          15     1.21266     1.20302   0.0129095
          16     1.23458       1.205   0.0122524
          17     1.23726     1.20689   0.0116777
          18     1.22936     1.20814   0.0110954
          19     1.26354     1.21106   0.0108878
          20     1.24215     1.21261   0.0104538
          21     1.25086     1.21443   0.0101134
          22     1.23678     1.21545  0.00970459
          23     1.23249     1.21619   0.0093109
          24     1.24682     1.21747  0.00900998
          25     1.25579       1.219  0.00877899
          26     1.22516     1.21924  0.00844453
          27     1.22727     1.21953  0.00813702
          28     1.25067     1.22065  0.00792202
          29     1.25926     1.22198  0.00775992
          30     1.24193     1.22264   0.0075297
          31     1.24416     1.22334  0.00731873
          32     1.24475     1.22401  0.00712054
          33     1.23593     1.22437  0.00691393
          34     1.22433     1.22437  0.00671058
          35     1.21196     1.22401  0.00652821
          36     1.19931     1.22333  0.00638283
          37     1.20868     1.22293  0.00622258
          38     1.24304     1.22346  0.00608129
          39     1.25918     1.22438  0.00599396
          40     1.29478     1.22614  0.00609706
          41     1.25834     1.22692  0.00599874
          42     1.22534     1.22688  0.00585603
          43     1.23703     1.22712   0.0057246
          44     1.21534     1.22685  0.00560075
          45     1.19391     1.22612  0.00552391
          46     1.23303     1.22627  0.00540587
          47     1.21204     1.22597  0.00529932
          48     1.23157     1.22608   0.0051902
          49     1.23917     1.22635  0.00509115
          50     1.26119     1.22705  0.00503677
          51     1.26293     1.22775   0.0049869
          52     1.26128      1.2284   0.0049325
          53       1.234      1.2285  0.00484057
          54     1.24705     1.22885   0.0047631
          55     1.20798     1.22847  0.00469159
          56     1.20652     1.22807  0.00462415
          57     1.25824      1.2286  0.00457321
          58     1.26158     1.22917  0.00452956
          59     1.23641     1.22929  0.00445445
          60     1.25487     1.22972  0.00440056
          61     1.24814     1.23002  0.00433877
          62      1.2398     1.23018  0.00427165
          63     1.26964     1.23081  0.00424953
          64     1.29847     1.23186  0.00431262
          65     1.27457     1.23252  0.00429604
          66     1.25036     1.23279  0.00423944
          67     1.26408     1.23326   0.0042018
          68     1.25503     1.23358  0.00415219
          69     1.26963      1.2341  0.00412475
          70     1.25347     1.23438   0.0040751
          71     1.28716     1.23512  0.00408494
          72     1.26554     1.23554  0.00404999
          73     1.22946     1.23546  0.00399537
          74     1.21342     1.23516  0.00395247
          75     1.23271     1.23513  0.00389991
          76     1.18827     1.23451  0.00389702
          77     1.17755     1.23377  0.00391599
          78     1.20129     1.23336  0.00388787
          79     1.20745     1.23303  0.00385246
          80     1.22258      1.2329  0.00380652
          81     1.21953     1.23273   0.0037631
          82     1.23605     1.23277  0.00371743
          83     1.24163     1.23288  0.00367417
          84      1.2392     1.23296   0.0036312
          85     1.21474     1.23274   0.0035948
          86     1.18736     1.23221  0.00359152
          87     1.24073     1.23231  0.00355157
          88     1.24163     1.23242  0.00351279
          89     1.24596     1.23257  0.00347662
          90     1.20483     1.23226  0.00345162
          91     1.18069     1.23169   0.0034599
          92     1.18195     1.23115  0.00346428
          93     1.20441     1.23087  0.00343895
