1.46412	0
1.49669	0.0325681
1.55023	0.0567477
1.5426	0.0408461
1.52448	0.0364567
1.50203	0.0372848
1.47197	0.043553
1.44431	0.0467701
1.46193	0.0448522
1.44745	0.0426498
1.45006	0.0386663
1.46835	0.0397564
1.46582	0.036658
1.45613	0.0352956
1.45463	0.0328926
1.4584	0.0309977
1.45387	0.0294668
1.45661	0.0279163
1.45174	0.0268515
1.45365	0.0255452
1.46737	0.0279056
1.46956	0.0266963
1.47573	0.0262448
1.4669	0.0266329
1.46179	0.0260511
1.46259	0.0250417
1.46835	0.024776
1.46724	0.0239006
1.46774	0.0230671
1.47706	0.0241564
1.47336	0.0236556
1.47481	0.0229503
1.47351	0.0222819
1.47425	0.0216294
1.47601	0.0210755
1.47557	0.0204863
1.47619	0.0199344
1.47699	0.0194194
1.48042	0.0192224
1.476	0.0192499
1.47293	0.019023
1.47164	0.0186097
1.47044	0.0182111
1.47061	0.0177932
1.4745	0.0178238
1.47102	0.0177767
1.47006	0.0174208
1.46869	0.0171089
1.47222	0.0171236
1.46967	0.01697
1.47508	0.0174906
1.47127	0.0175685
1.46832	0.0174854
1.46869	0.0171626
1.46798	0.0168625
1.46846	0.0165655
1.46882	0.0162764
1.47049	0.0160803
1.46834	0.0159517
1.47015	0.015788
1.47349	0.0158817
1.47436	0.0156474
1.47376	0.0154087
1.47473	0.0151972
1.47345	0.0150157
1.47348	0.0147865
1.47263	0.0145889
1.47389	0.0144281
1.47448	0.0142298
1.4755	0.0140616
1.47478	0.0138808
1.47615	0.0137557
1.47544	0.0135845
1.47372	0.0135102
1.47	0.0138369
1.46889	0.0136993
1.47004	0.0135694
1.47116	0.0134409
1.47139	0.0132716
1.47166	0.0131074
1.47574	0.0135744
1.47713	0.0134791
1.47585	0.0133766
1.47786	0.0133678
1.47812	0.0132121
1.47654	0.0131529
1.4764	0.0130016
1.4772	0.0128776
1.47836	0.0127852
1.47794	0.0126494
1.47746	0.0125188
1.47741	0.0123821
1.47759	0.0122495
1.47757	0.0121185
1.47793	0.0119959
1.47713	0.0118973
1.47641	0.0117961
1.47674	0.0116798
1.4778	0.0116096
1.47701	0.0115199
1.47767	0.0114245
1.47587	0.0114544
1.47667	0.0113706
1.47541	0.0113306
1.47705	0.0113403
1.47748	0.0112412
1.47736	0.0111363
1.4769	0.0110421
1.47756	0.0109604
1.47725	0.0108648
1.47696	0.0107704
1.47639	0.0106891
1.47873	0.0108497
1.47754	0.0108202
1.47835	0.0107565
1.47781	0.0106769
1.47838	0.0106006
1.47759	0.0105401
1.47898	0.0105431
1.48031	0.0105386
1.48049	0.0104527
1.48317	0.0107072
1.48404	0.0106556
1.485	0.0106133
1.48832	0.0110383
1.48674	0.0110638
1.48738	0.010995
1.48727	0.0109094
1.48749	0.0108267
1.48879	0.0108213
1.48838	0.0107459
1.48897	0.0106803
1.48815	0.0106316
1.48809	0.0105521
1.48743	0.0104947
1.48675	0.0104392
1.48784	0.01042
1.48738	0.0103545
1.48634	0.0103324
1.48633	0.0102584
1.48561	0.0102104
1.48484	0.0101673
1.48495	0.0100965
1.48451	0.0100358
1.48545	0.0100107
1.48638	0.00998509
1.48484	0.0100356
1.48509	0.00997055
1.48552	0.00991287
1.48602	0.00985948
1.48737	0.00988621
1.48822	0.00985804
1.48868	0.00980395
1.48961	0.00978449
1.49038	0.00975163
1.48993	0.0096996
1.49114	0.00971383
1.48915	0.0098555
1.49003	0.00983253
1.48994	0.00977129
1.49087	0.00975487
1.491	0.00969545
