 
0.0130493 -0.0417678 -0.0542081
 
-0.0124914 -0.0794408 0.0164053
 
-0.0288483 -0.0410443 -0.00856408
 
0.00936731 -0.0346409 -0.0880965
 
0.00275293 -0.0514614 -0.0641035
 
0.0283472 -0.0885958 -0.00459038
 
0.0173066 0.0649841 -0.0114164
 
0.0957617 0.00575051 0.0209764
 
0.1102 0.0962994 0.0267683
 
0.0256495 -0.00760541 -0.0391021
 
0.0605918 0.0365494 -0.0248568
 
0.023789 0.00186768 -0.000771598
 
0.0191699 0.0729365 -0.0248257
 
-0.0447436 0.00722601 -0.0574423
 
0.0475459 0.03951 0.116147
 
0.00873089 0.00382521 -0.00751592
 
0.0255311 0.0566916 -0.0502351
 
-0.0694054 0.0866506 0.0167305
 
0.100899 0.0159378 0.0201264
 
-0.0144535 -0.0911445 0.107409
 
-0.00261023 -0.0506044 -0.0599082
 
0.0380545 0.0280361 0.0299142
 
0.00868783 0.132576 -0.0102137
 
0.00208643 -0.0577696 -0.069948
 
-0.0186838 -0.0883368 -0.065751
 
0.0762843 -0.0222117 -0.0551097
 
0.00959592 0.0509431 0.056258
 
0.0336466 -0.0198481 0.0312255
 
0.0432572 -0.0159692 -0.0467881
 
0.0130098 -0.00620433 0.00369246
 
0.0128469 -0.0622547 -0.0510882
 
0.0564415 -0.0037004 0.0103841
 
0.0154874 -0.00848095 -0.0145278
 
0.0326909 -0.0106234 0.000544742
 
0.0515661 0.0171938 -0.081615
 
0.0254963 -0.0943985 -0.0227547
 
-0.0461237 -0.0143079 -0.0481778
 
-0.0588906 -0.0171188 0.0311792
 
-0.0594267 -0.0297072 -0.0134224
 
0.0252631 0.00707503 -0.0380642
 
0.0451356 -0.0663367 -0.0489411
 
-0.0285021 -0.0478008 -0.00100857
 
-0.090473 -0.00395984 -0.00673535
 
0.0680773 0.0786031 0.00401815
 
-0.0410965 0.0167119 -0.0394911
 
0.0619302 -0.0390609 0.035219
 
0.0336835 0.0515092 -0.0543621
 
0.0135597 0.0808461 0.0281294
 
-0.000424157 -0.0959124 -0.00430273
 
0.0124195 0.108993 -0.0855261
 
0.0374815 0.0389976 0.0193384
 
0.0326104 -0.0142769 0.0676878
 
-0.049115 -0.0171173 0.0337912
 
0.0561839 -0.0659329 -0.0185341
 
0.121055 0.0617365 0.0304913
 
-0.0861114 -0.00452866 -0.0547744
 
0.032448 0.0115608 -0.034396
 
0.00932611 0.0772201 0.012085
 
-0.0864796 -0.0930145 -0.00531547
 
-0.0267275 -0.0464684 0.02058
 
0.0702338 -0.138744 -0.182238
 
0.0164527 0.0140982 -0.0558426
 
-0.015838 0.0158789 0.00212434
 
-0.0209322 -0.0726228 0.0366785
 
-0.0617072 0.0169977 0.0406905
 
-0.0392227 -0.0525792 0.0447762
 
-0.051893 0.0240216 -0.0118112
 
0.0433559 -0.117885 -0.0419909
 
-0.00660255 -0.059326 -0.0745918
 
0.0138898 -0.0564497 -0.0738871
 
-0.0245181 -0.0195138 -0.0443245
 
0.0102174 -0.0140602 0.0119392
 
0.022714 -0.0791725 -0.0543854
 
0.0355596 0.0419274 0.0146511
 
0.00851652 -0.0482437 -0.0699876
 
0.0828919 -0.0815852 -0.0172782
 
0.0274282 -0.0255803 0.0814572
 
0.0222485 0.00714748 0.0329946
 
-0.0107844 0.0330045 0.0667697
 
0.0702369 0.0161129 0.00637154
 
-0.0419157 -0.0290719 0.0663932
 
-0.055306 0.0221223 -0.00777727
 
0.00786309 0.0901585 0.127075
 
-0.0326694 -0.0243064 0.00774528
 
-0.0682957 -0.0106066 -0.063041
 
-0.0320326 -0.060513 0.0108021
 
-0.0180369 -0.0312117 -0.0112868
 
-0.0551002 0.0365653 0.0833768
 
0.022983 -0.0696579 -0.0021194
 
-0.0228199 -0.00700527 0.018455
 
-0.0479792 0.0831124 -0.046946
 
0.0528093 0.0258204 0.021121
 
-0.0665899 0.0392412 0.0354955
 
-0.0762152 -0.0487785 -0.0606837
 
0.100376 0.0322312 -0.0201019
 
-0.045504 -0.0491148 0.120321
 
0.0966014 0.0709731 -0.056188
 
0.0421372 0.00718044 0.0162376
 
0.0185533 -0.041961 -0.00259108
 
0.0221433 -0.0669769 -0.010413
 
0.0726421 0.0748594 0.0271882
 
-0.0212451 0.0128323 0.0385926
 
0.00340273 0.0853114 -0.00438941
 
0.0200081 -0.0359919 0.00702815
 
-0.00484782 0.0680648 0.0684481
 
-0.123398 0.042211 -0.0841494
 
0.00176724 -0.0152853 -0.0742017
 
0.0338314 -0.0180373 -0.00873331
 
-0.0501844 -0.0535944 0.0568086
 
0.0195986 0.0187546 -0.0666585
 
-0.0122093 0.0541808 -0.0813622
 
-0.164224 0.0825439 -0.058732
 
0.014556 -0.0291845 -0.0232724
 
-0.0176085 -0.0186192 -0.0343716
 
0.0207229 -0.0780127 0.0393252
 
-0.0807975 0.0139144 -0.0848395
 
0.0808958 -0.0579466 0.0524272
 
-0.014729 -0.0272321 -0.0408602
 
0.151407 -0.0177116 -0.025719
 
0.0142257 0.0699764 0.0211856
 
-0.0470919 0.105475 0.00652402
 
0.0928922 -0.00285349 0.0154212
 
-0.0468894 -0.119484 -0.0131765
 
-0.0528874 -0.0678348 -0.0397919
 
0.0774608 -0.0329003 -0.0637668
 
-0.0231094 0.0272246 0.0395327
 
-0.0865562 -0.0211398 -0.0404728
 
0.014335 -0.0109802 0.121934
 
0.0204985 -0.0946062 0.0473738
 
0.00747845 0.029899 0.0292699
 
-0.0242343 -0.0492251 0.0113694
 
0.0830851 -0.0413413 0.0879661
 
0.0570132 -0.0221996 -0.132453
 
-0.0922418 0.00685054 -0.095247
 
0.0101763 -0.0618938 -0.0474592
 
0.0290553 0.0225319 0.0748881
 
0.00075448 -0.0836103 0.0832096
 
0.0454836 -0.0226821 -0.0911414
 
0.0231231 -0.0414639 0.0088305
 
0.0393563 -0.0534321 -0.105438
 
-0.00562987 -0.0390042 -0.0423922
 
