4.87409	0
4.87644	0.00235192
4.84506	0.0314043
4.89673	0.0562393
4.90752	0.0448781
4.91812	0.0381458
4.94524	0.0421314
4.95539	0.0378728
4.97649	0.0395034
4.97819	0.0353737
4.96461	0.0347579
4.96313	0.031764
4.96538	0.0293054
4.96129	0.0274391
4.96335	0.0256277
4.96888	0.024602
4.96687	0.0231967
4.97215	0.0224985
4.97307	0.0213014
4.97456	0.0202631
4.97284	0.0193512
4.97463	0.0185378
4.97709	0.0178831
4.97113	0.0181305
4.9724	0.0174366
4.97127	0.0167902
4.97361	0.0163251
4.97046	0.0160447
4.96733	0.0157951
4.96522	0.0154044
4.96629	0.0149376
4.96962	0.014841
4.96684	0.0146493
4.96241	0.0148882
4.96018	0.0146262
4.96095	0.014235
4.96204	0.0138872
4.96313	0.0135607
4.96425	0.0132564
4.95923	0.0138613
4.96301	0.0140357
4.96523	0.0138761
4.96288	0.0137522
4.96382	0.013469
4.96528	0.0132478
4.96585	0.0129688
4.96353	0.0128992
4.9629	0.0126435
4.96377	0.0124133
4.96149	0.012375
4.96256	0.0121778
4.96089	0.0120583
4.96314	0.0120408
4.96447	0.0118909
4.9625	0.011839
4.96429	0.0117636
4.96376	0.0115676
4.96369	0.0113667
4.96213	0.0112814
4.96466	0.0113763
4.96691	0.0114139
4.96671	0.0112301
4.96757	0.0110841
4.96983	0.0111402
4.97019	0.0109736
4.97053	0.0108112
4.97054	0.0106486
4.96915	0.0105834
4.96889	0.0104319
4.97168	0.0106527
4.97611	0.0114001
4.97503	0.0112932
4.9748	0.0111396
4.9754	0.0110045
4.97477	0.0108752
4.97279	0.0109126
4.9745	0.0109042
4.97512	0.0107814
4.9756	0.0106549
4.97486	0.0105466
4.97418	0.0104381
4.97481	0.0103297
4.97389	0.010246
4.97374	0.0101245
4.97638	0.0103473
4.97577	0.0102444
4.97549	0.0101299
4.97521	0.0100179
4.97505	0.00990613
4.97421	0.00983121
4.97418	0.00972263
4.97474	0.00963272
4.97503	0.0095332
4.97617	0.00949953
4.97575	0.00940852
4.97621	0.00932151
4.97461	0.00936302
4.9739	0.00929393
4.97492	0.0092556
4.97389	0.00922063
4.97453	0.00915142
4.97424	0.00906587
4.97508	0.00901711
4.9741	0.00898365
4.97457	0.00890993
4.97606	0.00894956
4.97682	0.00889829
4.97721	0.00882414
4.97871	0.00887024
4.98009	0.00889712
4.98038	0.00882161
4.98109	0.00877067
4.98122	0.00869379
4.98114	0.00861757
4.98069	0.0085542
