#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.795857    0.795857           0
           2    0.800053    0.797955  0.00148379
           3    0.802972    0.799627  0.00168618
           4    0.797113    0.798999  0.00137682
           5    0.802539    0.799707  0.00127052
           6    0.796637    0.799195   0.0011572
           7     0.80076    0.799419  0.00101325
           8    0.798006    0.799242 0.000901851
           9    0.798415     0.79915 0.000806312
          10    0.804086    0.799644 0.000863614
          11    0.796291    0.799339 0.000837173
          12    0.801423    0.799513 0.000785224
          13      0.7966    0.799289 0.000756121
          14    0.802996    0.799553 0.000747041
          15    0.796657     0.79936 0.000721769
          16    0.800241    0.799415 0.000678755
          17    0.802172    0.799577 0.000657909
          18    0.796747     0.79942 0.000639875
          19    0.794468     0.79916 0.000657144
          20    0.801623    0.799283 0.000635724
          21    0.797988    0.799221 0.000608432
          22     0.79867    0.799196 0.000581292
          23    0.798632    0.799172 0.000556534
          24    0.802931    0.799328 0.000554958
          25    0.801152    0.799401 0.000537534
          26    0.800929     0.79946 0.000520062
          27    0.796028    0.799333 0.000516103
          28    0.795725    0.799204 0.000513502
          29    0.798877    0.799193 0.000495919
          30    0.805192    0.799393 0.000518143
          31    0.797443     0.79933 0.000505232
          32    0.796537    0.799242 0.000496923
          33    0.802196    0.799332 0.000489859
          34    0.799551    0.799338 0.000475494
          35    0.799005    0.799329 0.000462004
          36     0.79656    0.799252 0.000455526
          37    0.797821    0.799213 0.000444853
          38    0.797376    0.799165 0.000435766
          39     0.80053      0.7992 0.000425997
          40    0.798159    0.799174 0.000416141
          41    0.799651    0.799186 0.000406154
          42    0.799728    0.799198 0.000396689
          43    0.801561    0.799253 0.000391251
          44    0.800163    0.799274 0.000382904
          45    0.798212     0.79925 0.000375123
          46    0.803334    0.799339 0.000377327
          47    0.802308    0.799402 0.000374547
          48    0.800347    0.799422 0.000367261
          49    0.793598    0.799303 0.000378513
          50    0.802326    0.799364 0.000375738
          51     0.80271    0.799429 0.000374055
          52    0.802273    0.799484 0.000370839
          53    0.795088    0.799401 0.000373004
          54    0.801752    0.799445 0.000368629
          55    0.796773    0.799396 0.000365112
          56    0.800253    0.799411 0.000358913
          57     0.80253    0.799466 0.000356762
          58    0.795035     0.79939 0.000358697
          59     0.79938    0.799389 0.000352617
          60    0.797539    0.799359 0.000348086
          61    0.800437    0.799376 0.000342828
          62    0.804547     0.79946 0.000347294
          63    0.795985    0.799405 0.000346134
          64     0.79627    0.799356 0.000344173
          65    0.797455    0.799326 0.000340118
          66    0.798972    0.799321 0.000335007
          67    0.799776    0.799328 0.000330076
          68    0.797881    0.799306 0.000325907
          69    0.799156    0.799304 0.000321191
          70    0.800127    0.799316 0.000316817
          71     0.79934    0.799316 0.000312355
          72    0.800792    0.799337 0.000308689
          73    0.801695    0.799369 0.000306146
          74    0.796589    0.799332 0.000304306
          75    0.804469      0.7994 0.000307862
          76    0.798261    0.799385 0.000304175
          77    0.796383    0.799346 0.000302713
          78    0.804384    0.799411 0.000305643
          79    0.798674    0.799401 0.000301917
          80    0.796112     0.79936 0.000300929
          81      0.8038    0.799415 0.000302165
          82    0.799127    0.799412   0.0002985
          83    0.795311    0.799362 0.000298964
          84    0.796441    0.799327 0.000297421
          85    0.801733    0.799356 0.000295264
          86    0.797131     0.79933 0.000292962
          87    0.799315     0.79933 0.000289594
          88    0.801164    0.799351 0.000287053
          89    0.796403    0.799317 0.000285731
          90    0.801288    0.799339 0.000283394
          91    0.799193    0.799338 0.000280285
          92    0.796835     0.79931 0.000278555
          93    0.792962    0.799242   0.0002838
          94    0.798919    0.799239 0.000280802
          95    0.798565    0.799232 0.000277935
          96    0.800803    0.799248 0.000275522
          97    0.795552     0.79921 0.000275304
          98    0.800505    0.799223 0.000272812
          99    0.801275    0.799244 0.000270843
         100    0.800903    0.799261 0.000268642
         101    0.804965    0.799317 0.000271855
         102    0.799919    0.799323 0.000269254
         103    0.797502    0.799305  0.00026722
         104    0.798461    0.799297 0.000264774
         105    0.798163    0.799286 0.000262473
         106    0.802932    0.799321  0.00026224
         107    0.796201    0.799292 0.000261405
         108    0.802748    0.799324 0.000260936
         109    0.799262    0.799323 0.000258543
         110    0.798503    0.799316   0.0002563
         111    0.799518    0.799317 0.000253997
         112    0.797334      0.7993 0.000252346
         113    0.799939    0.799305 0.000250177
         114    0.795187    0.799269 0.000250577
         115    0.796186    0.799242 0.000249828
         116    0.801954    0.799266 0.000248765
         117    0.796692    0.799244  0.00024761
         118    0.796839    0.799223 0.000246349
         119    0.799074    0.799222 0.000244282
         120    0.798818    0.799219 0.000242269
         121    0.799064    0.799217  0.00024027
         122    0.799376    0.799219 0.000238305
         123     0.79905    0.799217 0.000236371
         124    0.800335    0.799226 0.000234637
         125    0.792707    0.799174 0.000238486
         126    0.801332    0.799191 0.000237208
         127    0.798351    0.799185 0.000235432
         128    0.798994    0.799183 0.000233598
         129    0.800635    0.799195 0.000232058
         130    0.797262     0.79918 0.000230748
         131     0.80082    0.799192 0.000229326
         132    0.799433    0.799194 0.000227596
         133    0.799527    0.799197 0.000225898
         134    0.799717      0.7992 0.000224246
         135    0.797867    0.799191 0.000222802
         136    0.800455      0.7992 0.000221358
         137    0.798944    0.799198  0.00021975
         138    0.798788    0.799195 0.000218178
         139    0.796925    0.799179 0.000217219
         140    0.798861    0.799176 0.000215679
         141    0.799147    0.799176  0.00021415
         142    0.800673    0.799187 0.000212901
         143    0.805813    0.799233 0.000216396
         144    0.797416     0.79922 0.000215261
         145    0.799522    0.799222 0.000213786
         146    0.799471    0.799224 0.000212329
         147    0.797315    0.799211 0.000211281
         148    0.794538     0.79918 0.000212201
         149    0.800051    0.799185 0.000210857
         150    0.792186    0.799139 0.000214552
         151    0.801168    0.799152 0.000213552
         152     0.79482    0.799124 0.000214041
