#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1    0.801056    0.801056           0
           2    0.805301    0.803178  0.00150106
           3    0.807006    0.804454   0.0014446
           4    0.803828    0.804298  0.00109192
           5     0.80684    0.804806 0.000984825
           6    0.805918    0.804991 0.000837924
           7    0.805794    0.805106 0.000726017
           8    0.803769    0.804939 0.000654231
           9    0.806769    0.805142 0.000612323
          10    0.805415    0.805169 0.000551699
          11    0.805064     0.80516 0.000501628
          12    0.800839      0.8048 0.000574701
          13    0.801523    0.804548 0.000583165
          14     0.80788    0.804786 0.000588071
          15    0.807288    0.804953 0.000572041
          16    0.803427    0.804857 0.000544174
          17     0.80075    0.804616 0.000563236
          18    0.808216    0.804816 0.000566344
          19    0.802732    0.804706 0.000547054
          20    0.804325    0.804687 0.000520033
          21    0.806134    0.804756 0.000499813
          22    0.809914     0.80499 0.000529231
          23    0.803379     0.80492 0.000510839
          24    0.800636    0.804742 0.000519809
          25    0.807154    0.804838 0.000507895
          26    0.799554    0.804635 0.000527459
          27    0.809396    0.804811 0.000536596
          28    0.806911    0.804886 0.000522644
          29      0.8036    0.804842 0.000506501
          30    0.807055    0.804916 0.000494959
          31    0.801687    0.804811 0.000489831
          32    0.802945    0.804753 0.000477984
          33    0.804859    0.804756  0.00046351
          34    0.801407    0.804658  0.00046023
          35    0.808079    0.804756 0.000457343
          36    0.804233    0.804741  0.00044487
          37    0.799346    0.804595 0.000456114
          38    0.811167    0.804768 0.000475767
          39     0.80488    0.804771 0.000463577
          40    0.801014    0.804677 0.000461403
          41    0.807801    0.804753 0.000456396
          42    0.806546    0.804796 0.000447522
          43    0.805597    0.804815 0.000437502
          44    0.803738     0.80479 0.000428243
          45    0.809336    0.804891 0.000430476
          46    0.808013    0.804959 0.000426434
          47    0.802647     0.80491  0.00042019
          48    0.804518    0.804902 0.000411515
          49    0.802745    0.804858 0.000405464
          50    0.808236    0.804925 0.000402946
          51    0.803389    0.804895  0.00039617
          52    0.807607    0.804947  0.00039197
          53    0.802836    0.804907 0.000386592
          54    0.801422    0.804843 0.000384783
          55     0.80388    0.804825 0.000378185
          56    0.804336    0.804817 0.000371533
          57    0.800617    0.804743 0.000372249
          58    0.806731    0.804777 0.000367406
          59    0.809299    0.804854 0.000369086
          60     0.80347    0.804831 0.000363654
          61    0.805744    0.804846    0.000358
          62    0.804531    0.804841 0.000352262
          63    0.805837    0.804857 0.000347026
          64    0.809424    0.804928 0.000348866
          65    0.804702    0.804924 0.000343516
          66    0.807838    0.804969 0.000341136
          67    0.803096    0.804941 0.000337187
          68    0.804687    0.804937 0.000332249
          69    0.803786     0.80492 0.000327852
          70    0.809312    0.804983 0.000329117
          71    0.804405    0.804975 0.000324582
          72    0.808026    0.805017 0.000322829
          73     0.80062    0.804957 0.000323977
          74    0.807397     0.80499 0.000321273
          75    0.803979    0.804976 0.000317272
          76    0.805523    0.804984 0.000313179
          77     0.80561    0.804992 0.000309217
          78     0.80531    0.804996  0.00030528
          79    0.806701    0.805017 0.000302178
          80    0.800335    0.804959 0.000304016
          81    0.804449    0.804953 0.000300328
          82    0.802512    0.804923 0.000298137
