TEMP:             MU:          SIGMA: 
0.0905044        0.669693        0.595987
0.0905044        0.686128        0.580383
0.0895994        0.721395        0.582993
0.0895994        0.757239         0.58921
0.0895994        0.761809        0.588467
0.0887034        0.745184        0.599243
0.0887034        0.753212        0.582909
0.0887034        0.718805        0.596832
0.0878164        0.676431        0.581202
0.0878164        0.706191        0.587386
0.0878164        0.734417        0.611429
0.0869382        0.772063        0.631811
0.0869382        0.804292         0.62964
0.0869382        0.824666        0.615585
0.0860688        0.866807        0.630974
0.0860688        0.872212        0.621171
0.0860688        0.851801        0.605199
0.0852081        0.856921        0.600231
0.0852081        0.846264        0.602668
0.0852081        0.826093        0.600557
0.0843561        0.808148        0.615961
0.0843561        0.798055        0.610487
0.0843561        0.805461        0.621969
0.0835125        0.806894        0.636624
0.0835125        0.828406        0.621519
0.0835125        0.788754        0.609423
0.0826774         0.77183        0.590911
0.0826774         0.79026         0.59282
0.0826774        0.791414        0.599328
0.0818506         0.76435        0.587607
0.0818506        0.764421        0.604779
0.0818506        0.803546        0.616204
0.0810321        0.808749        0.609516
0.0810321        0.813412        0.599317
0.0810321        0.799589        0.607201
0.0802218        0.772555        0.623791
0.0802218        0.778037        0.627923
0.0802218        0.816524        0.621168
0.0794196        0.787713        0.638483
0.0794196        0.818562        0.623317
0.0794196        0.837528        0.639349
0.0786254        0.847598        0.642479
0.0786254        0.843163        0.637322
0.0786254        0.835927        0.643171
0.0778391        0.842036        0.623888
0.0778391        0.837763        0.609186
0.0778391        0.844739        0.626523
0.0770607        0.822188        0.645509
0.0770607        0.797944        0.657707
0.0770607        0.830647        0.660825
0.0762901        0.808206        0.655665
0.0762901        0.838246        0.650309
0.0762901        0.808123        0.633973
0.0755272        0.802921        0.621073
0.0755272        0.812465        0.622963
0.0755272        0.840862        0.612139
0.0747719        0.808909        0.605646
0.0747719        0.817225        0.621579
0.0747719        0.837181        0.613697
0.0740242        0.811857         0.61114
0.0740242        0.782657        0.593374
0.0740242         0.74699        0.575583
0.073284        0.762215        0.581196
0.073284        0.765316        0.578759
0.073284        0.754352        0.590894
0.0725511        0.754298        0.578336
0.0725511        0.765239        0.575786
0.0725511        0.794869        0.574474
0.0718256        0.783574        0.574125
0.0718256        0.780061        0.580895
0.0718256        0.811843        0.571814
0.0711074        0.819076        0.574746
0.0711074        0.831993         0.56473
0.0711074         0.82131        0.575578
0.0703963        0.787295        0.559952
0.0703963        0.802764         0.56846
0.0703963        0.818623        0.574255
0.0696923        0.809953        0.577063
0.0696923        0.794402        0.582937
0.0696923        0.784402        0.589916
0.0689954        0.757612        0.579862
0.0689954        0.781966        0.578757
0.0689954        0.776497        0.584213
0.0683055          0.7636        0.572688
0.0683055        0.755323        0.583456
0.0683055        0.722386        0.589037
0.0676224        0.716556        0.601569
0.0676224        0.729166        0.599722
0.0676224         0.70122        0.597815
0.0669462         0.74078        0.601766
0.0669462        0.771709        0.586399
0.0669462         0.75902        0.594783
0.0662767        0.764613        0.608585
0.0662767        0.781264        0.618311
0.0662767        0.806285        0.626495
0.0656139        0.827286        0.621315
0.0656139        0.856351        0.615015
0.0656139        0.835855        0.616176
0.0649578        0.805204        0.626663
0.0649578        0.774963        0.628633
0.0649578         0.78319        0.641845
0.0643082        0.800791        0.641609
0.0643082         0.80357        0.639842
0.0643082        0.780255        0.652157
0.0636651        0.765739        0.660967
0.0636651        0.751843        0.654257
0.0636651        0.721724        0.651346
0.0630285        0.698993        0.665928
0.0630285         0.70246        0.656614
0.0630285        0.681931        0.657965
0.0623982        0.697397        0.664871
0.0623982        0.677068        0.675616
0.0623982        0.667746        0.675015
0.0617742        0.674787        0.665152
0.0617742        0.668568        0.653715
0.0617742        0.655287        0.650582
0.0611565        0.664008        0.659101
0.0611565        0.689488        0.662269
0.0611565        0.663164        0.668885
0.0605449        0.693196        0.682046
0.0605449        0.710597        0.681222
0.0605449        0.706004         0.68574
0.0599395        0.700899        0.690908
0.0599395        0.727262        0.670917
0.0599395        0.705692        0.665257
0.0593401        0.712492        0.673362
0.0593401        0.688057        0.669775
0.0593401        0.705052        0.679152
0.0587467        0.686301        0.692018
0.0587467        0.710717        0.697246
0.0587467        0.702373         0.69182
0.0581592        0.693993        0.690421
0.0581592        0.677411        0.686834
0.0581592        0.673241        0.689997
0.0575776        0.684532        0.698577
0.0575776        0.665921        0.685719
0.0575776         0.69011        0.677049
0.0570018        0.699463        0.682257
0.0570018        0.708359        0.695614
0.0570018        0.715567        0.690111
0.0564318        0.742112        0.689959
0.0564318        0.737472        0.690766
0.0564318        0.723207        0.697766
0.0558675        0.703492        0.689921
0.0558675        0.725819        0.689314
0.0558675        0.722508        0.679352
0.0553088         0.71865        0.666327
0.0553088         0.70789        0.665538
0.0553088        0.705406        0.672609
0.0547557        0.707399        0.684909
0.0547557        0.703304        0.672365
0.0547557        0.703829        0.681761
0.0542082        0.691426        0.675512
0.0542082         0.67192        0.670235
0.0542082        0.659239        0.674883
0.0536661        0.638983        0.665641
0.0536661        0.648609        0.672459
0.0536661        0.665957        0.677827
0.0531294        0.641452        0.666924
0.0531294        0.629496        0.660059
0.0531294        0.652319        0.648542
0.0525981        0.636333        0.653422
0.0525981        0.661011        0.658776
0.0525981        0.664585        0.670629
0.0520722        0.689359        0.662353
0.0520722        0.714566        0.665322
0.0520722        0.689981        0.653399
0.0515514        0.676896        0.647827
0.0515514        0.675211        0.657001
0.0515514        0.659279        0.661227
0.0510359        0.665022        0.654788
0.0510359        0.663367        0.665178
0.0510359        0.665552        0.659107
0.0505256        0.678737        0.663669
0.0505256        0.700646        0.665404
0.0505256        0.683272        0.656722
0.0500203        0.687149        0.651493
0.0500203        0.703225        0.654209
0.0500203        0.723592        0.661399
0.0495201        0.702964        0.659915
0.0495201        0.741481        0.661723
0.0495201        0.720167        0.655575
0.0490249        0.723221        0.650646
0.0490249        0.706093        0.649638
0.0490249        0.696096        0.640249
0.0485347        0.704176        0.651598
0.0485347        0.707067        0.661902
0.0485347        0.682963        0.666894
0.0480493        0.699319        0.667089
0.0480493        0.708523         0.67429
0.0480493        0.725966        0.667984
0.0475688        0.723871        0.670108
0.0475688        0.730006        0.678322
0.0475688        0.728749        0.682735
0.0470931        0.722178        0.691621
0.0470931        0.744883        0.694572
0.0470931        0.751965        0.701066
0.0466222        0.772427        0.709868
0.0466222        0.771104        0.716495
0.0466222        0.768596          0.7049
0.046156        0.750817        0.714382
0.046156          0.7664         0.72561
0.046156        0.744841        0.715822
0.0456944         0.75695        0.712251
0.0456944        0.755283        0.711566
0.0456944        0.767345        0.718578
0.0452375        0.759121        0.719889
0.0452375          0.7777        0.712081
0.0452375        0.758795        0.701506
0.0447851        0.752113        0.708988
0.0447851        0.765095        0.715514
0.0447851        0.757069         0.72434
0.0443372        0.772486        0.723623
0.0443372        0.755392        0.718215
0.0443372        0.742812        0.709682
0.0438939        0.750431         0.70356
0.0438939        0.762299        0.693246
0.0438939        0.752262        0.702978
0.0434549        0.733017        0.712088
0.0434549        0.747355        0.703964
0.0434549        0.735724        0.705104
0.0430204        0.755202        0.697472
0.0430204        0.776499        0.691531
0.0430204        0.756166        0.691193
0.0425902        0.738953         0.68693
0.0425902        0.754997        0.679532
0.0425902        0.741879        0.679752
0.0421643        0.723197        0.682629
0.0421643        0.744102        0.680666
0.0421643        0.758153        0.687932
0.0417426        0.775311        0.680452
0.0417426        0.787177        0.673731
0.0417426        0.799153         0.67683
0.0413252        0.798814        0.683323
0.0413252        0.796254        0.681311
0.0413252        0.795422         0.67619
0.040912        0.814363        0.681043
0.040912        0.813404        0.678789
0.040912        0.803971         0.68386
0.0405028        0.818257        0.675244
0.0405028        0.827216        0.665391
0.0405028        0.814829        0.670689
0.0400978        0.808112        0.669861
0.0400978        0.816235        0.679377
0.0400978        0.809974        0.685963
0.0396968        0.826257        0.681702
0.0396968        0.809503        0.671883
0.0396968        0.809039        0.673548
0.0392999        0.798268        0.681022
0.0392999        0.812102        0.687709
0.0392999         0.81506        0.695722
0.0389069        0.809592        0.700126
0.0389069        0.818987        0.696673
0.0389069        0.810421        0.697215
0.0385178        0.801133        0.699803
0.0385178        0.799424        0.692483
0.0385178        0.799388        0.702034
0.0381326        0.784638        0.697446
0.0381326        0.802323        0.691924
0.0381326        0.810192        0.686058
0.0377513        0.829025        0.677076
0.0377513        0.834711        0.685068
0.0377513        0.837145        0.680347
0.0373738        0.826118        0.688321
0.0373738        0.840891         0.68129
0.0373738        0.838881        0.679154
0.037        0.845205        0.681083
0.037        0.846802        0.675656
0.037        0.835515        0.667047
0.03663        0.842174        0.667145
0.03663        0.847824        0.667463
0.03663        0.843609        0.673364
0.0362637         0.82941        0.667663
0.0362637        0.815182        0.664684
0.0362637         0.79956        0.663913
0.0359011        0.790293         0.66455
0.0359011        0.782996          0.6557
0.0359011        0.767806        0.662356
0.0355421        0.784476        0.657224
0.0355421        0.789081        0.658478
0.0355421        0.779077        0.653821
0.0351867        0.777123        0.657827
0.0351867        0.786556        0.650519
0.0351867         0.79462        0.656626
0.0348348        0.777111        0.652527
0.0348348        0.762408        0.656086
0.0348348        0.746265        0.649988
0.0344865        0.751709        0.648864
0.0344865        0.751291        0.643262
0.0344865        0.748828        0.640505
0.0341416        0.732755        0.640941
0.0341416        0.726769        0.643668
0.0341416        0.730096        0.643855
0.0338002        0.726128        0.639611
0.0338002        0.731556        0.634552
0.0338002        0.723045         0.63154
0.0334622         0.72722        0.623169
0.0334622        0.734441         0.61538
0.0334622        0.746127        0.610509
0.0331276        0.743909         0.61088
0.0331276        0.751139        0.610184
0.0331276        0.763696        0.613738
0.0327963        0.779485        0.614846
0.0327963         0.78184        0.614794
0.0327963        0.780934        0.621546
0.0324683        0.767018        0.618638
0.0324683         0.75198        0.613097
0.0324683        0.763369        0.611919
0.0321436        0.754061        0.604386
0.0321436        0.745007        0.605856
0.0321436        0.757267         0.60767
0.0318222        0.768357         0.60197
0.0318222        0.773019        0.594921
0.0318222        0.760201        0.589751
0.031504        0.773204        0.597189
0.031504        0.771235        0.597011
0.031504        0.762598        0.604706
0.0311889        0.759403        0.599385
0.0311889        0.761299        0.596834
0.0311889          0.7762        0.595815
0.030877        0.779124        0.595147
0.030877         0.78255        0.593253
0.030877        0.784105        0.598334
0.0305683        0.789392        0.594942
0.0305683        0.786548        0.602512
0.0305683        0.799155        0.600027
0.0302626        0.807518        0.602352
0.0302626        0.802281        0.602888
0.0302626        0.805278        0.606671
0.02996        0.796027        0.606206
0.02996        0.791365        0.600405
0.02996        0.790618        0.612435
0.0296604        0.798601        0.613109
0.0296604        0.813112        0.618897
0.0296604        0.816727        0.614998
0.0293638        0.806784        0.609454
0.0293638        0.820004        0.602208
0.0293638        0.820357        0.605874
0.0290701         0.81413        0.602979
0.0290701        0.804573         0.60913
0.0290701        0.792223         0.61469
0.0287794        0.800378        0.617974
0.0287794        0.813804        0.620788
0.0287794          0.8241        0.617931
0.0284916        0.811634        0.611549
0.0284916        0.799169        0.606087
0.0284916        0.804724        0.611112
0.0282067        0.801086        0.607897
0.0282067        0.813895        0.606144
0.0282067        0.803534        0.603013
0.0279246        0.800236        0.599351
0.0279246        0.788696        0.599466
0.0279246        0.796137        0.592981
0.0276454        0.786538        0.594495
0.0276454        0.785219        0.597422
0.0276454        0.784187        0.597971
0.0273689        0.792984        0.599409
0.0273689        0.801625        0.597708
0.0273689        0.804444        0.604182
0.0270953        0.810185        0.599421
0.0270953        0.797541        0.593129
0.0270953        0.801483        0.592065
0.0268243        0.807869        0.588469
0.0268243        0.813388        0.582573
0.0268243         0.81848        0.580818
0.0265561        0.824858        0.587386
0.0265561        0.831352        0.582872
0.0265561        0.820161         0.58748
0.0262905        0.824309        0.592252
0.0262905        0.812628        0.597444
0.0262905        0.816217        0.602319
0.0260276        0.822181        0.599268
0.0260276        0.823549        0.601366
0.0260276         0.83072        0.596681
0.0257673        0.825869        0.598743
0.0257673        0.832746        0.604197
0.0257673         0.84346        0.609763
0.0255096        0.839258        0.609697
0.0255096         0.84264        0.604346
0.0255096        0.851372        0.608553
0.0252546        0.848557        0.607088
0.0252546        0.845709         0.61266
0.0252546        0.856812        0.616959
0.025002        0.863158        0.620285
0.025002        0.853904        0.619156
0.025002        0.852929        0.614996
0.024752        0.846143        0.609774
0.024752        0.852697        0.605591
0.024752        0.848546         0.60389
0.0245045        0.839884        0.600914
0.0245045        0.830356        0.606967
0.0245045         0.82074        0.610684
0.0242594         0.81594        0.610176
0.0242594        0.816685        0.611309
0.0242594        0.823901        0.613078
0.0240168         0.82658        0.607251
0.0240168        0.825137        0.610466
0.0240168        0.831745        0.613749
0.0237767        0.832027        0.607425
0.0237767        0.825974        0.608838
0.0237767        0.823277         0.60927
0.0235389        0.833999        0.613436
0.0235389        0.838047        0.609548
0.0235389        0.833559        0.607994
0.0233035        0.834556        0.610878
0.0233035        0.823005        0.609172
0.0233035        0.827239        0.609931
0.0230705        0.829529        0.608818
0.0230705        0.833936        0.606711
0.0230705        0.834599         0.60971
0.0228398        0.842994        0.612776
0.0228398        0.846182        0.613151
0.0228398        0.841492        0.612812
0.0226114        0.831843        0.614196
0.0226114        0.826506        0.612237
0.0226114        0.827005        0.610685
0.0223853        0.836712        0.612235
0.0223853        0.828309        0.615697
0.0223853        0.826817        0.621119
0.0221614        0.819073         0.62378
0.0221614        0.810835        0.622503
0.0221614        0.803911        0.620177
0.0219398        0.793904         0.61841
0.0219398         0.80326        0.613311
0.0219398        0.813841        0.613471
0.0217204        0.817625        0.618202
0.0217204        0.817279        0.614474
0.0217204        0.812107         0.61518
0.0215032         0.80404        0.617579
0.0215032        0.803995        0.617244
0.0215032        0.806814        0.611987
0.0212882        0.814781        0.611349
0.0212882        0.805051        0.615834
0.0212882        0.794706        0.617492
0.0210753        0.784673         0.61352
0.0210753        0.787914         0.61468
0.0210753        0.777928        0.617585
0.0208645        0.786378         0.61729
0.0208645        0.777738        0.618316
0.0208645        0.767379        0.613335
0.0206559        0.758545        0.613581
0.0206559        0.749566        0.610215
0.0206559        0.750553        0.608831
0.0204493        0.742804        0.610343
0.0204493         0.74199        0.611979
0.0204493        0.746702        0.615845
0.0202448        0.753444        0.612957
0.0202448         0.74966        0.616698
0.0202448         0.75317        0.612752
0.0200424        0.749804        0.614839
0.0200424        0.759025        0.611053
0.0200424         0.76206         0.61591
0.0198419        0.761196        0.615484
0.0198419        0.753581        0.616281
0.0198419        0.768341         0.61402
0.0196435        0.761718        0.613395
0.0196435        0.757873        0.616826
0.0196435        0.762862        0.614048
0.0194471        0.771199        0.612697
0.0194471         0.76771        0.611508
0.0194471        0.770787        0.615185
0.0192526        0.772388        0.614021
0.0192526        0.770141        0.611415
0.0192526        0.762179        0.607332
0.0190601        0.766944        0.610995
0.0190601         0.76094        0.606251
0.0190601        0.768829        0.609084
0.0188695        0.766639        0.612076
0.0188695        0.761902        0.612747
0.0188695        0.768277        0.610979
0.0186808        0.763964         0.61001
0.0186808        0.756637        0.606015
0.0186808        0.747537        0.601831
0.018494        0.751928        0.605937
0.018494        0.748794        0.603694
0.018494         0.74575        0.606807
0.0183091        0.753353        0.601703
0.0183091        0.753324        0.600057
0.0183091        0.753813        0.598332
0.018126        0.760759        0.599272
0.018126        0.760258        0.602494
0.018126        0.757212        0.600765
0.0179447        0.749471        0.597108
0.0179447        0.755974        0.602042
0.0179447        0.762325        0.597756
0.0177653        0.765914        0.594659
0.0177653        0.774392        0.595453
0.0177653        0.782688        0.591268
0.0175876        0.775408        0.593773
0.0175876        0.785403        0.595511
0.0175876        0.784068        0.592453
0.0174117        0.786255        0.589203
0.0174117        0.784882          0.5869
0.0174117        0.780162        0.586397
0.0172376        0.785231        0.590189
0.0172376        0.776712        0.588338
0.0172376        0.779358        0.587887
0.0170652        0.782218        0.587945
0.0170652        0.788925        0.584367
0.0170652        0.784441        0.582806
0.0168946        0.784112        0.588056
0.0168946        0.790727        0.589978
0.0168946        0.783467        0.589815
0.0167256        0.783564        0.591984
0.0167256        0.787114        0.595166
0.0167256        0.788222        0.592212
0.0165584        0.792012         0.59305
0.0165584        0.785671        0.589504
0.0165584        0.788864        0.588276
0.0163928         0.78695        0.584183
0.0163928        0.791375        0.583993
0.0163928        0.786364        0.588066
0.0162289        0.787522        0.586898
0.0162289        0.795254        0.585147
0.0162289        0.790327        0.583951
0.0160666        0.787097        0.587993
0.0160666        0.781868        0.588448
0.0160666        0.788301        0.590409
0.0159059        0.788135          0.5938
0.0159059         0.79298        0.597029
0.0159059        0.786723        0.593878
0.0157469        0.788635        0.595792
0.0157469        0.788249        0.597199
0.0157469        0.787566        0.596839
0.0155894        0.780802        0.600443
0.0155894        0.774845        0.602159
0.0155894        0.771631        0.604136
0.0154335        0.766522        0.604662
0.0154335         0.76576        0.601072
0.0154335        0.768759        0.605099
0.0152792        0.775441        0.606246
0.0152792        0.776157        0.603905
0.0152792        0.776487         0.60275
0.0151264        0.769916        0.599849
0.0151264        0.772049        0.601784
0.0151264        0.770625        0.604328
0.0149751        0.772432        0.604494
0.0149751        0.765562        0.604812
0.0149751        0.758189        0.602282
0.0148254        0.762261        0.607844
0.0148254        0.765196         0.60835
0.0148254        0.767838        0.606793
0.0146771        0.771402        0.605126
0.0146771        0.774705        0.608601
0.0146771        0.768476        0.611572
0.0145303        0.766707        0.611684
0.0145303        0.766153        0.614153
0.0145303        0.772815        0.610862
0.014385        0.772051        0.609794
0.014385        0.771465        0.608174
0.014385        0.767177        0.606085
0.0142412        0.764793        0.603507
0.0142412        0.770135        0.601008
0.0142412        0.766896          0.6013
0.0140988        0.770823        0.603344
0.0140988        0.768546        0.605373
0.0140988        0.766578        0.604338
0.0139578        0.760595        0.606841
0.0139578        0.763458        0.607287
0.0139578        0.762204        0.606638
0.0138182        0.763132        0.607792
0.0138182        0.764601        0.609342
0.0138182        0.767409        0.606477
0.01368        0.760769        0.607197
0.01368        0.760348         0.60789
0.01368        0.753511        0.605556
0.0135432         0.75475        0.602919
0.0135432         0.76049        0.599767
0.0135432        0.758027        0.602193
0.0134078        0.760009        0.599613
0.0134078        0.761342        0.596961
0.0134078        0.765027        0.594544
0.0132737        0.768665        0.591282
0.0132737        0.770031        0.588756
0.0132737        0.773485        0.588238
0.013141        0.774889        0.587023
0.013141         0.77989        0.586761
0.013141        0.781689        0.584667
0.0130096        0.773496        0.585971
0.0130096        0.767225        0.584564
0.0130096        0.767866        0.585845
0.0128795         0.76711         0.58295
0.0128795        0.761598        0.583346
0.0128795        0.766527        0.586231
0.0127507        0.772013        0.583907
0.0127507         0.77138        0.586092
0.0127507        0.768222        0.588686
0.0126232        0.766234         0.58619
0.0126232        0.760648        0.589299
0.0126232        0.760046        0.589012
0.0124969        0.760408        0.589055
0.0124969        0.755067        0.586126
0.0124969        0.749595        0.584443
0.012372        0.746176        0.586021
0.012372        0.741656        0.584389
0.012372        0.744991        0.583033
0.0122482        0.745619        0.581572
0.0122482        0.740442        0.582697
0.0122482        0.746325        0.580327
0.0121258        0.746609        0.578507
0.0121258        0.745177        0.580002
0.0121258         0.74831        0.580139
0.0120045        0.754208        0.581525
0.0120045        0.759005        0.583791
0.0120045        0.763249        0.583542
0.0118845        0.759325        0.585152
0.0118845        0.762879        0.582677
0.0118845        0.765381        0.580058
0.0117656        0.768763         0.57741
0.0117656        0.770429        0.579763
0.0117656         0.76537        0.581219
0.011648        0.769053        0.579031
0.011648        0.771382        0.578692
0.011648        0.774194        0.579598
0.0115315        0.768754        0.577784
0.0115315        0.775216        0.577253
0.0115315        0.775183        0.578995
0.0114162        0.779675        0.580195
0.0114162        0.775069        0.579648
0.0114162        0.780085        0.579915
0.011302        0.784896        0.582658
0.011302        0.781615        0.582248
0.011302        0.786219        0.581245
0.011189         0.78834        0.582225
0.011189        0.785258         0.58374
0.011189        0.789233        0.581558
0.0110771        0.786284        0.583064
0.0110771        0.787769        0.581084
0.0110771        0.784629        0.578895
0.0109663        0.779917        0.580617
0.0109663        0.776773        0.581935
0.0109663        0.777931        0.580525
0.0108567        0.774325        0.579968
0.0108567        0.778305        0.578788
0.0108567        0.774225        0.577071
0.0107481        0.774445        0.579514
0.0107481        0.776685        0.578631
0.0107481        0.774143        0.576067
0.0106406            0.77        0.573424
0.0106406        0.775456        0.578061
0.0106406         0.77871         0.57914
0.0105342        0.783856        0.581501
0.0105342        0.786452        0.581307
0.0105342        0.791415         0.58385
0.0104289         0.79434        0.586407
0.0104289        0.794799        0.586327
0.0104289        0.791646        0.588082
0.0103246        0.788433        0.588496
0.0103246         0.79028         0.58727
0.0103246        0.792734        0.586334
0.0102213        0.795885        0.585784
0.0102213        0.794293        0.587752
0.0102213        0.796923        0.587095
0.0101191        0.799181        0.585901
0.0101191        0.796183        0.583504
0.0101191        0.791157        0.582718
0.0100179        0.794728        0.584119
0.0100179        0.795579          0.5822
0.0100179        0.792277        0.584442
