#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.482669   -0.482669           0
           2   -0.482625   -0.482647 1.55988e-05
           3    -0.48266   -0.482652 1.09899e-05
           4   -0.482598   -0.482638 1.42223e-05
           5    -0.48268   -0.482647 1.35572e-05
           6   -0.482662   -0.482649 1.15433e-05
           7   -0.482541   -0.482634 1.73617e-05
           8   -0.482534   -0.482621 1.91544e-05
           9   -0.482417   -0.482599 2.73585e-05
          10   -0.482608     -0.4826 2.46405e-05
          11   -0.482596   -0.482599 2.24021e-05
          12   -0.482511   -0.482592 2.16996e-05
          13   -0.482697     -0.4826 2.14926e-05
          14   -0.482566   -0.482598 2.00958e-05
          15   -0.482774   -0.482609 2.19368e-05
          16   -0.482617    -0.48261 2.05705e-05
          17   -0.482723   -0.482617 2.04157e-05
          18   -0.482639   -0.482618 1.93191e-05
          19   -0.482444   -0.482609   2.035e-05
          20   -0.482383   -0.482597 2.22412e-05
          21   -0.482597   -0.482597 2.11821e-05
          22   -0.482603   -0.482598  2.0221e-05
          23   -0.482555   -0.482596  1.9425e-05
          24   -0.482557   -0.482594 1.86828e-05
          25   -0.482624   -0.482595 1.79741e-05
          26   -0.482849   -0.482605 1.97523e-05
          27   -0.482561   -0.482604 1.90868e-05
          28   -0.482355   -0.482595 2.03586e-05
          29   -0.482513   -0.482592 1.98489e-05
          30   -0.482609   -0.482592 1.91956e-05
          31   -0.482621   -0.482593 1.85985e-05
          32   -0.482624   -0.482594 1.80416e-05
          33    -0.48253   -0.482592 1.75984e-05
          34    -0.48263   -0.482593 1.71152e-05
          35   -0.482731   -0.482597 1.70743e-05
          36   -0.482517   -0.482595 1.67471e-05
          37   -0.482644   -0.482596 1.63469e-05
          38   -0.482594   -0.482596 1.59168e-05
          39    -0.48269   -0.482599 1.56885e-05
          40    -0.48255   -0.482598 1.53432e-05
          41   -0.482637   -0.482599 1.49995e-05
          42   -0.482633   -0.482599 1.46649e-05
          43   -0.482647   -0.482601 1.43662e-05
          44   -0.482805   -0.482605 1.47688e-05
          45   -0.482539   -0.482604 1.45137e-05
          46    -0.48252   -0.482602 1.43116e-05
          47    -0.48257   -0.482601 1.40232e-05
          48   -0.482542     -0.4826 1.37856e-05
          49    -0.48266   -0.482601 1.35578e-05
          50   -0.482732   -0.482604 1.35375e-05
