#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.109486    0.109486           0
           2    0.111421    0.110454  0.00068397
           3    0.112774    0.111227 0.000778925
           4    0.112689    0.111593 0.000664467
           5    0.112103    0.111695 0.000539349
           6    0.112236    0.111785 0.000456945
           7    0.109597    0.111472 0.000486993
           8    0.111204    0.111439 0.000427275
           9    0.111523    0.111448 0.000379902
          10    0.112253    0.111529 0.000350337
          11    0.112577    0.111624 0.000331197
          12    0.112175     0.11167 0.000306768
          13    0.110431    0.111574 0.000297598
          14    0.110422    0.111492   0.0002875
          15     0.10978    0.111378   0.0002901
          16    0.111417     0.11138 0.000271979
          17    0.111706      0.1114 0.000256653
          18    0.110152     0.11133 0.000251586
          19    0.110667    0.111295 0.000240756
          20     0.11283    0.111372 0.000240636
          21    0.113028    0.111451 0.000241752
          22    0.109713    0.111372 0.000243323
          23    0.111831    0.111392  0.00023356
          24    0.111433    0.111394 0.000223835
          25    0.109208    0.111306  0.00023133
          26    0.111471    0.111313  0.00022252
          27    0.111724    0.111328   0.0002148
          28    0.110857    0.111311 0.000207787
          29    0.111881    0.111331 0.000201549
          30    0.109008    0.111253 0.000209174
          31    0.111238    0.111253 0.000202427
          32    0.111324    0.111255 0.000196114
          33    0.114528    0.111354  0.00021379
          34    0.110665    0.111334 0.000208461
          35    0.113303     0.11139 0.000209958
          36    0.113764    0.111456 0.000214228
          37    0.111667    0.111462 0.000208514
          38    0.113804    0.111523 0.000211939
          39    0.113285    0.111569 0.000211262
          40    0.111868    0.111576 0.000206113
          41    0.111931    0.111585 0.000201268
          42    0.111186    0.111575   0.0001967
          43    0.111963    0.111584 0.000192332
          44     0.11031    0.111555  0.00019013
          45    0.111915    0.111563 0.000186073
          46    0.109651    0.111522 0.000186614
          47    0.111365    0.111518 0.000182673
          48    0.113207    0.111554 0.000182222
          49    0.111621    0.111555 0.000178509
          50    0.112072    0.111565 0.000175238
