#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.201124    0.201124           0
           2    0.198351    0.199738 0.000980347
           3    0.201141    0.200206 0.000757015
           4    0.201118    0.200434 0.000601137
           5    0.198967     0.20014 0.000547868
           6    0.203306    0.200668  0.00066366
           7    0.203335    0.201049 0.000669332
           8    0.198403    0.200718 0.000662353
           9    0.202161    0.200879 0.000607849
          10    0.202536    0.201044 0.000569203
          11    0.197885    0.200757 0.000585447
          12    0.201135    0.200789 0.000537508
          13     0.20221    0.200898 0.000507164
          14    0.199997    0.200834 0.000475002
          15    0.196323    0.200533 0.000530031
          16    0.202917    0.200682 0.000517424
          17    0.202327    0.200779  0.00049595
          18    0.199931    0.200732 0.000470625
          19    0.198876    0.200634 0.000455878
          20    0.202212    0.200713 0.000439857
          21    0.200521    0.200704 0.000419007
          22    0.201224    0.200727 0.000400629
          23    0.199814    0.200688 0.000385175
          24    0.199869    0.200653 0.000370634
          25    0.200533    0.200649  0.00035584
          26    0.202332    0.200713 0.000347992
          27    0.200459    0.200704 0.000335231
          28    0.200282    0.200689 0.000323597
          29    0.204013    0.200803 0.000332125
          30    0.197849    0.200705 0.000335341
          31    0.200342    0.200693 0.000324729
          32    0.201018    0.200703  0.00031474
          33    0.200119    0.200686 0.000305701
          34    0.200298    0.200674 0.000296922
          35    0.198375    0.200609 0.000295617
          36    0.198221    0.200542  0.00029475
          37    0.200576    0.200543 0.000286785
          38    0.204292    0.200642 0.000295719
          39    0.202088    0.200679 0.000290453
          40    0.200248    0.200668 0.000283391
          41    0.200276    0.200659  0.00027664
          42    0.203195    0.200719 0.000276567
          43    0.203107    0.200775 0.000275653
          44    0.196732    0.200683 0.000284288
          45    0.198671    0.200638 0.000281463
          46    0.201478    0.200656 0.000275936
          47    0.199931    0.200641 0.000270496
          48    0.204682    0.200725 0.000277655
          49    0.199104    0.200692 0.000273951
          50    0.202809    0.200734 0.000271724
