#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0275207   0.0275207           0
           2   0.0276813    0.027601 5.67595e-05
           3   0.0273341    0.027512 8.18937e-05
           4   0.0269193   0.0273639 0.000142265
           5   0.0279741   0.0274859 0.000157698
           6    0.027549   0.0274964 0.000131765
           7   0.0275506   0.0275042 0.000113169
           8   0.0267303   0.0274074  0.00013414
           9   0.0270069   0.0273629 0.000126402
          10   0.0270088   0.0273275  0.00011862
          11   0.0265994   0.0272613 0.000124947
          12   0.0272777   0.0272627 0.000114543
          13   0.0275676   0.0272861 0.000108106
          14   0.0277057   0.0273161 0.000104455
          15   0.0272623   0.0273125 9.75526e-05
          16   0.0274746   0.0273226   9.198e-05
          17   0.0272587   0.0273189 8.66461e-05
          18   0.0269334   0.0272975 8.44378e-05
          19   0.0272462   0.0272948 8.00368e-05
          20    0.027588   0.0273094 7.73661e-05
          21   0.0273937   0.0273134 7.37859e-05
          22   0.0268989   0.0272946 7.27977e-05
          23   0.0262171   0.0272477 8.33555e-05
          24   0.0281131   0.0272838 8.73325e-05
          25   0.0276278   0.0272976 8.49164e-05
          26    0.028036    0.027326 8.62689e-05
          27   0.0273222   0.0273258 8.30738e-05
          28   0.0267622   0.0273057 8.25093e-05
          29    0.027727   0.0273202  8.0933e-05
          30   0.0267143      0.0273  8.0716e-05
          31   0.0275545   0.0273082 7.85286e-05
          32   0.0264755   0.0272822 8.02707e-05
          33   0.0277561   0.0272966 7.91122e-05
          34    0.027176    0.027293 7.68648e-05
          35   0.0279239   0.0273111  7.6753e-05
          36   0.0280313   0.0273311 7.71848e-05
          37    0.027359   0.0273318 7.51024e-05
          38   0.0270042   0.0273232 7.36191e-05
          39    0.027345   0.0273238 7.17336e-05
          40   0.0273415   0.0273242 6.99416e-05
          41   0.0265168   0.0273045  7.0954e-05
          42    0.026754   0.0272914  7.0465e-05
          43   0.0268578   0.0272813 6.95439e-05
          44   0.0265645    0.027265 6.98457e-05
          45    0.027067   0.0272606 6.84321e-05
          46   0.0280548   0.0272779 6.90878e-05
          47   0.0276743   0.0272863 6.81307e-05
          48   0.0278338   0.0272977 6.76594e-05
          49   0.0271048   0.0272938  6.6393e-05
          50   0.0269466   0.0272868 6.54273e-05
