#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.262612    0.262612           0
           2    0.262231    0.262421 0.000134789
           3    0.262618    0.262487 0.000104561
           4    0.262609    0.262517  8.2743e-05
           5    0.262523    0.262518 6.62021e-05
           6    0.262695    0.262548 6.13527e-05
           7    0.262702     0.26257 5.63913e-05
           8    0.262541    0.262566 4.94551e-05
           9    0.263171    0.262633 7.71078e-05
          10    0.262641    0.262634 6.94013e-05
          11    0.262672    0.262638 6.31762e-05
          12    0.263214    0.262686 7.39399e-05
          13    0.262744     0.26269 6.83894e-05
          14    0.262494    0.262676 6.49238e-05
          15     0.26269    0.262677 6.06027e-05
          16     0.26196    0.262632 7.14754e-05
          17    0.262049    0.262598 7.50596e-05
          18    0.262763    0.262607 7.14481e-05
          19    0.262423    0.262597 6.83387e-05
          20    0.262633    0.262599 6.49449e-05
          21    0.263029     0.26262 6.49952e-05
          22    0.262912    0.262633  6.3386e-05
          23     0.26268    0.262635 6.06635e-05
          24    0.262573    0.262632 5.81911e-05
          25    0.262892    0.262643 5.67796e-05
          26    0.262721    0.262646 5.46762e-05
          27    0.263335    0.262671 5.83085e-05
          28    0.263442    0.262699 6.23868e-05
          29    0.262618    0.262696 6.02985e-05
          30    0.262565    0.262692  5.8447e-05
          31    0.262851    0.262697 5.67882e-05
          32    0.262435    0.262689 5.56006e-05
          33    0.262901    0.262695 5.42856e-05
          34    0.262614    0.262693 5.27414e-05
          35    0.263132    0.262705 5.27091e-05
          36    0.262892     0.26271 5.15007e-05
          37    0.262948    0.262717 5.05083e-05
          38    0.262838     0.26272 4.92799e-05
          39    0.263121     0.26273 4.90787e-05
          40    0.262325     0.26272 4.88881e-05
          41    0.262837    0.262723 4.77793e-05
          42    0.262881    0.262727 4.67891e-05
          43    0.262715    0.262727 4.57017e-05
          44    0.263066    0.262734 4.53104e-05
          45    0.262529     0.26273 4.45325e-05
          46    0.262716    0.262729 4.35655e-05
          47    0.262459    0.262724 4.30164e-05
          48    0.262783    0.262725 4.21379e-05
          49    0.262745    0.262725   4.128e-05
          50    0.262512    0.262721 4.06745e-05
