#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     3.57485     3.57485           0
           2     3.58286     3.57885  0.00283319
           3      3.5794     3.57903  0.00189456
           4      3.5846     3.58043  0.00186277
           5     3.56862     3.57806  0.00258496
           6     3.57537     3.57761  0.00219286
           7     3.57303     3.57696  0.00197514
           8     3.58215     3.57761  0.00183162
           9     3.57111     3.57689  0.00176485
          10     3.58198     3.57739  0.00166023
          11     3.58239     3.57785  0.00157025
          12      3.6125     3.58074  0.00311679
          13     3.58613     3.58115  0.00290455
          14      3.5864     3.58153  0.00272119
          15     3.59613      3.5825  0.00270842
          16     3.59624     3.58336   0.0026718
          17      3.5827     3.58332  0.00251492
          18     3.58923     3.58365  0.00239651
          19     3.57925     3.58342  0.00228155
          20     3.58666     3.58358  0.00217322
          21     3.57271     3.58306   0.0021305
          22      3.5848     3.58314  0.00203512
          23     3.58051     3.58303  0.00194983
          24     3.58972      3.5833  0.00188845
          25     3.57742     3.58307  0.00182752
          26     3.58213     3.58303  0.00175759
          27     3.58195     3.58299  0.00169295
          28     3.58224     3.58297   0.0016327
          29     3.59063     3.58323  0.00159763
          30     3.59045     3.58347  0.00156241
          31     3.59208     3.58375  0.00153651
          32      3.5667     3.58322  0.00157819
          33     3.58172     3.58317  0.00153101
          34     3.57986     3.58307  0.00148909
          35     3.58699     3.58319  0.00145073
          36     3.57589     3.58298  0.00142452
          37     3.58958     3.58316  0.00139714
          38     3.59542     3.58348  0.00139712
          39     3.59473     3.58377  0.00139075
          40     3.58473      3.5838  0.00135619
          41     3.57003     3.58346  0.00136407
          42     3.58161     3.58342   0.0013323
          43     3.57933     3.58332  0.00130471
          44     3.58207     3.58329  0.00127537
          45     3.58375      3.5833  0.00124707
          46     3.57198     3.58306  0.00124403
          47     3.57235     3.58283  0.00123822
          48      3.5848     3.58287  0.00121311
          49     3.60034     3.58323  0.00123964
          50     3.58263     3.58321   0.0012149
