#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.148469    0.148469           0
           2    0.148388    0.148428 2.86873e-05
           3     0.14596    0.147605 0.000672132
           4    0.144019    0.146709 0.000925844
           5     0.15132    0.147631   0.0011086
           6    0.148881    0.147839 0.000943212
           7    0.146807    0.147692  0.00081992
           8    0.145532    0.147422 0.000760564
           9       0.145    0.147153 0.000722107
          10    0.144122     0.14685 0.000710659
          11    0.142304    0.146436 0.000756709
          12    0.147592    0.146533 0.000699745
          13    0.148172    0.146659 0.000657177
          14     0.14598     0.14661 0.000612019
          15    0.143367    0.146394 0.000608208
          16    0.147888    0.146487 0.000577317
          17    0.150621    0.146731 0.000592353
          18    0.144497    0.146607 0.000572298
          19    0.145353    0.146541 0.000545969
          20    0.147889    0.146608 0.000522815
          21    0.147592    0.146655 0.000500013
          22    0.143483    0.146511 0.000497637
          23    0.141986    0.146314 0.000513421
          24    0.150579    0.146492 0.000521884
          25    0.146808    0.146504 0.000501163
          26    0.145637    0.146471 0.000482997
          27    0.147142    0.146496 0.000465747
          28    0.147451     0.14653 0.000450361
          29    0.147251    0.146555 0.000435518
          30    0.144047    0.146471 0.000428945
          31    0.147272    0.146497 0.000415886
          32    0.144095    0.146422 0.000409607
          33    0.150254    0.146538 0.000413329
          34    0.148466    0.146595 0.000405045
          35    0.147112     0.14661 0.000393741
          36    0.146453    0.146605 0.000382828
          37    0.144689    0.146553 0.000375967
          38    0.147143    0.146569 0.000366393
          39    0.146851    0.146576  0.00035707
          40    0.149433    0.146648 0.000355212
          41    0.146555    0.146645 0.000346555
          42    0.143377    0.146568 0.000346932
          43    0.145769    0.146549  0.00033936
          44    0.144809    0.146509 0.000333944
          45    0.145347    0.146484 0.000327521
          46    0.146449    0.146483 0.000320402
          47    0.148686     0.14653 0.000316996
          48    0.147876    0.146558  0.00031163
          49    0.143993    0.146505 0.000309634
          50    0.146223      0.1465 0.000303493
