#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.512694    0.512694           0
           2    0.512886     0.51279 6.78823e-05
           3    0.512927    0.512836 5.85333e-05
           4    0.513057    0.512891 6.49983e-05
           5    0.513041    0.512921 5.84814e-05
           6    0.513435    0.513007 9.21765e-05
           7    0.513842    0.513126 0.000135815
           8    0.513263    0.513143 0.000119916
           9    0.513168    0.513146 0.000106622
          10    0.513037    0.513135 9.65129e-05
          11    0.512828    0.513107 9.16933e-05
          12     0.51372    0.513158 9.72514e-05
          13    0.512939    0.513141  9.1224e-05
          14    0.513409     0.51316 8.66818e-05
          15    0.514327    0.513238  0.00011041
          16    0.513605    0.513261 0.000105865
          17    0.513868    0.513297 0.000105485
          18     0.51353     0.51331 0.000100418
          19    0.513175    0.513303 9.53832e-05
          20    0.513371    0.513306  9.0676e-05
          21    0.513455    0.513313 8.66348e-05
          22    0.513996    0.513344 8.80823e-05
          23    0.513547    0.513353 8.46927e-05
          24    0.513233    0.513348 8.13104e-05
          25    0.513462    0.513353 7.81847e-05
          26    0.513459    0.513357 7.52841e-05
          27    0.513934    0.513378 7.54732e-05
          28    0.512585     0.51335 7.79082e-05
          29    0.513996    0.513372 7.83403e-05
          30    0.513496    0.513376 7.58381e-05
          31      0.5137    0.513387 7.41078e-05
          32    0.513534    0.513391 7.19349e-05
          33    0.513935    0.513408 7.16141e-05
          34    0.512894    0.513393 7.10835e-05
          35    0.513708    0.513402 6.96223e-05
          36     0.51341    0.513402 6.76888e-05
          37    0.512313    0.513372 7.19677e-05
          38    0.512863    0.513359 7.13098e-05
          39    0.513024     0.51335 6.99958e-05
          40    0.513361    0.513351 6.82464e-05
          41    0.513532    0.513355 6.67242e-05
          42    0.514283    0.513377 6.86932e-05
          43    0.513049     0.51337 6.75178e-05
          44    0.513163    0.513365 6.61458e-05
          45    0.512867    0.513354 6.55951e-05
          46    0.513723    0.513362 6.46591e-05
          47    0.512891    0.513352 6.40541e-05
          48    0.512842    0.513341 6.35936e-05
          49    0.513082    0.513336 6.25149e-05
          50    0.514007    0.513349 6.26872e-05
