#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0441827   0.0441827           0
           2   0.0439775   0.0440801 7.25209e-05
           3   0.0434668   0.0438757  0.00017378
           4   0.0439607   0.0438969 0.000131628
           5   0.0435686   0.0438313 0.000120573
           6   0.0440499   0.0438677 0.000105843
           7   0.0436651   0.0438388 9.45971e-05
           8   0.0437179   0.0438237 8.39697e-05
           9   0.0448045   0.0439326 0.000126999
          10   0.0441833   0.0439577 0.000116747
          11    0.043892   0.0439517 0.000106286
          12   0.0433462   0.0439013 0.000108748
          13   0.0434033    0.043863 0.000106918
          14   0.0424754   0.0437639  0.00013776
          15    0.043656   0.0437567 0.000128764
          16   0.0437921   0.0437589 0.000120735
          17     0.04359   0.0437489 0.000114041
          18   0.0437394   0.0437484 0.000107707
          19   0.0436353   0.0437425 0.000102202
          20   0.0432189   0.0437163 0.000100388
          21   0.0437909   0.0437198  9.5671e-05
          22   0.0430679   0.0436902 9.58012e-05
          23   0.0443068    0.043717 9.53132e-05
          24   0.0438078   0.0437208 9.14169e-05
          25   0.0429304   0.0436892 9.30668e-05
          26   0.0434433   0.0436797 8.99666e-05
          27   0.0424669   0.0436348  9.7203e-05
          28   0.0439876   0.0436474 9.45447e-05
          29   0.0431035   0.0436286 9.31261e-05
          30   0.0430875   0.0436106 9.17525e-05
          31   0.0429933   0.0435907 9.09279e-05
          32   0.0437321   0.0435951 8.81936e-05
          33   0.0438754   0.0436036  8.5929e-05
          34   0.0431144   0.0435892 8.45977e-05
          35   0.0430472   0.0435737 8.35863e-05
          36   0.0438061   0.0435802 8.15133e-05
          37   0.0434013   0.0435753 7.94535e-05
          38   0.0437953   0.0435811 7.75732e-05
          39   0.0448029   0.0436125 8.16653e-05
          40   0.0427581   0.0435911 8.23698e-05
          41   0.0447267   0.0436188 8.48897e-05
          42   0.0430935   0.0436063 8.37848e-05
          43   0.0428171   0.0435879 8.38223e-05
          44   0.0432965   0.0435813 8.21784e-05
          45   0.0430685   0.0435699 8.11387e-05
          46    0.043131   0.0435604 7.99339e-05
          47   0.0440457   0.0435707 7.88972e-05
          48   0.0436895   0.0435732 7.72923e-05
          49   0.0441843   0.0435857 7.67146e-05
          50   0.0432976   0.0435799 7.53963e-05
