#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.438749    0.438749           0
           2    0.440214    0.439482 0.000517743
           3    0.439636    0.439533 0.000347707
           4    0.441715    0.440079 0.000539579
           5    0.440231    0.440109  0.00043252
           6    0.438763    0.439885 0.000414544
           7     0.44006     0.43991 0.000356079
           8    0.441722    0.440136 0.000376826
           9     0.44014    0.440137 0.000334956
          10    0.438857    0.440009 0.000324991
          11    0.440518    0.440055  0.00029873
          12    0.438488    0.439924 0.000301034
          13    0.439938    0.439925 0.000277879
          14    0.443199    0.440159 0.000342559
          15    0.439294    0.440102 0.000324537
          16    0.439067    0.440037  0.00031063
          17    0.439037    0.439978 0.000297874
          18     0.43907    0.439928 0.000285568
          19    0.441651    0.440018 0.000284584
          20    0.438073    0.439921 0.000286493
          21    0.443386    0.440086 0.000316824
          22    0.441339    0.440143 0.000307497
          23    0.437656    0.440035 0.000312562
          24     0.44242    0.440134 0.000314943
          25    0.439941    0.440127 0.000302441
          26    0.440389    0.440137 0.000290976
          27    0.439839    0.440126 0.000280408
          28     0.44168    0.440181 0.000275832
          29    0.441392    0.440223 0.000269461
          30    0.440094    0.440219 0.000260513
          31    0.442476    0.440291 0.000262087
          32    0.439804    0.440276 0.000254339
          33    0.436175    0.440152 0.000275323
          34    0.438559    0.440105 0.000271183
          35    0.437541    0.440032 0.000273149
          36    0.439161    0.440008 0.000266631
          37    0.439554    0.439995 0.000259707
          38    0.440389    0.440006 0.000253079
          39    0.439264    0.439987 0.000247303
          40    0.439458    0.439974 0.000241473
          41    0.439431     0.43996 0.000235945
          42     0.43994     0.43996 0.000230328
          43    0.439248    0.439943 0.000225565
          44     0.43997    0.439944 0.000220439
          45    0.442442    0.439999 0.000222419
          46    0.440016        0.44 0.000217584
          47    0.441815    0.440038 0.000216356
          48    0.443076    0.440102 0.000220911
          49    0.439085    0.440081 0.000217374
          50    0.440847    0.440096 0.000213566
