#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.399974    0.399974           0
           2    0.400718    0.400346 0.000262952
           3    0.401063    0.400585  0.00026226
           4    0.400684     0.40061 0.000197863
           5    0.399492    0.400386 0.000254981
           6     0.40044    0.400395 0.000212644
           7     0.40052    0.400413 0.000183006
           8    0.400529    0.400428 0.000160708
           9    0.400085    0.400389 0.000147301
          10     0.40105    0.400456 0.000146635
          11     0.40133    0.400535 0.000153335
          12    0.400713     0.40055 0.000141272
          13    0.399918    0.400501 0.000138505
          14    0.400961    0.400534 0.000132447
          15    0.400918     0.40056 0.000126068
          16     0.40038    0.400548 0.000118691
          17    0.401017    0.400576  0.00011487
          18    0.400996    0.400599 0.000110834
          19    0.399812    0.400558 0.000112485
          20    0.399809     0.40052 0.000112921
          21    0.400324    0.400511 0.000107931
          22     0.39955    0.400467 0.000111521
          23    0.401636    0.400518 0.000117681
          24    0.400937    0.400536 0.000114064
          25    0.400209    0.400523  0.00011025
          26    0.400448     0.40052 0.000106047
          27    0.401112    0.400542 0.000104361
          28    0.401483    0.400575 0.000105906
          29    0.400825    0.400584 0.000102604
          30    0.400215    0.400572  9.9918e-05
          31    0.401284    0.400595 9.93034e-05
          32    0.400765      0.4006 9.63431e-05
          33    0.400341    0.400592 9.37424e-05
          34    0.401317    0.400613 9.33758e-05
          35    0.401028    0.400625 9.14548e-05
          36    0.401028    0.400636 8.95963e-05
          37    0.401785    0.400667 9.23987e-05
          38    0.401128     0.40068 9.07579e-05
          39    0.399631    0.400653 9.23257e-05
          40    0.400639    0.400652 9.00182e-05
          41    0.400526    0.400649 8.78755e-05
          42    0.401436    0.400668 8.77582e-05
          43    0.401006    0.400676 8.60683e-05
          44    0.401066    0.400685 8.45679e-05
          45    0.401776    0.400709 8.60977e-05
          46    0.400876    0.400713 8.43021e-05
          47     0.40036    0.400705 8.28416e-05
          48    0.400482      0.4007 8.12456e-05
          49    0.400878    0.400704  7.9668e-05
          50    0.400949    0.400709 7.82253e-05
