#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462185   -0.462185           0
           2    -0.46215   -0.462168 1.23885e-05
           3   -0.462206   -0.462181 1.33805e-05
           4   -0.462148   -0.462172 1.22755e-05
           5   -0.462274   -0.462193 2.06504e-05
           6   -0.462291   -0.462209 2.27417e-05
           7   -0.462154   -0.462201 2.08025e-05
           8   -0.462091   -0.462187 2.23285e-05
           9   -0.461966   -0.462163 3.04987e-05
          10   -0.462317   -0.462178  3.1112e-05
          11   -0.462146   -0.462175 2.84242e-05
          12    -0.46206   -0.462166 2.76315e-05
          13   -0.462227    -0.46217 2.59013e-05
          14   -0.462118   -0.462167 2.43163e-05
          15   -0.462305   -0.462176  2.4389e-05
          16   -0.462293   -0.462183 2.39433e-05
          17   -0.462382   -0.462195 2.52274e-05
          18    -0.46226   -0.462199 2.40823e-05
          19   -0.461932   -0.462185 2.65812e-05
          20   -0.461972   -0.462174 2.72958e-05
          21   -0.462148   -0.462173 2.60238e-05
          22   -0.462114    -0.46217 2.49757e-05
          23   -0.462119   -0.462168 2.39877e-05
          24   -0.462056   -0.462163 2.34403e-05
          25   -0.462147   -0.462163 2.25114e-05
          26   -0.462322   -0.462169  2.2461e-05
          27   -0.462187   -0.462169 2.16389e-05
          28   -0.461913    -0.46216  2.2722e-05
          29   -0.462129   -0.462159 2.19637e-05
          30   -0.462217   -0.462161  2.1316e-05
          31   -0.462142    -0.46216 2.06369e-05
          32   -0.462198   -0.462162 2.00255e-05
          33   -0.462045   -0.462158 1.97277e-05
          34   -0.462209    -0.46216 1.92047e-05
          35   -0.462187    -0.46216 1.86719e-05
          36   -0.462131    -0.46216 1.81711e-05
          37    -0.46219    -0.46216 1.76983e-05
          38   -0.462136    -0.46216 1.72437e-05
          39   -0.462293   -0.462163 1.71376e-05
          40   -0.462064   -0.462161 1.68889e-05
          41   -0.462138    -0.46216 1.64857e-05
          42   -0.462206   -0.462161 1.61296e-05
          43   -0.462176   -0.462162  1.5758e-05
          44   -0.462376   -0.462166 1.61381e-05
          45   -0.462123   -0.462165  1.5808e-05
          46   -0.462068   -0.462163 1.56061e-05
          47   -0.462116   -0.462162 1.53064e-05
          48   -0.462138   -0.462162 1.49959e-05
          49   -0.462222   -0.462163 1.47409e-05
          50   -0.462254   -0.462165 1.45577e-05
