#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0443462   0.0443462           0
           2   0.0443345   0.0443403 4.12243e-06
           3   0.0434881   0.0440562 0.000231975
           4   0.0433918   0.0438901 0.000225757
           5   0.0452236   0.0441568 0.000299199
           6   0.0432981   0.0440137  0.00028149
           7   0.0444433   0.0440751 0.000247877
           8   0.0428656   0.0439239 0.000258923
           9   0.0435529   0.0438827 0.000233412
          10   0.0436854   0.0438629 0.000210902
          11   0.0429344   0.0437785 0.000207939
          12   0.0440427   0.0438005 0.000191772
          13   0.0440529     0.04382    0.000178
          14   0.0438938   0.0438252 0.000165364
          15   0.0442164   0.0438513 0.000156383
          16   0.0443791   0.0438843 0.000150048
          17   0.0442786   0.0439075 0.000143003
          18   0.0428164   0.0438469 0.000147347
          19   0.0435039   0.0438288 0.000140693
          20    0.044379   0.0438563  0.00013632
          21   0.0436617   0.0438471 0.000130144
          22   0.0430796   0.0438122 0.000128818
          23   0.0426135   0.0437601 0.000133344
          24   0.0452907   0.0438238 0.000142223
          25    0.043747   0.0438208 0.000136567
          26   0.0440218   0.0438285 0.000131534
          27    0.043677   0.0438229 0.000126782
          28   0.0426261   0.0437801 0.000129258
          29   0.0442572   0.0437966 0.000125843
          30   0.0432336   0.0437778  0.00012304
          31   0.0436754   0.0437745 0.000119115
          32   0.0426453   0.0437392 0.000120507
          33   0.0446468   0.0437667 0.000119953
          34   0.0444339   0.0437864 0.000118019
          35    0.044815   0.0438157  0.00011825
          36   0.0442826   0.0438287 0.000115674
          37   0.0435662   0.0438216 0.000112765
          38   0.0436342   0.0438167 0.000109905
          39   0.0437366   0.0438146 0.000107106
          40   0.0440729   0.0438211 0.000104623
          41   0.0428588   0.0437976 0.000104671
          42   0.0430943   0.0437809  0.00010351
          43   0.0427167   0.0437561 0.000104019
          44   0.0432439   0.0437445 0.000102304
          45   0.0428634   0.0437249 0.000101887
          46   0.0442337    0.043736 0.000100271
          47   0.0439754   0.0437411 9.82667e-05
          48   0.0442517   0.0437517 9.67937e-05
          49   0.0433922   0.0437444 9.50959e-05
          50   0.0440876   0.0437512 9.34414e-05
