#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.747699    0.747699           0
           2    0.747451    0.747575  8.7554e-05
           3    0.747757    0.747636 7.65863e-05
           4    0.747815    0.747681  6.9312e-05
           5    0.747765    0.747698 5.74599e-05
           6    0.747652     0.74769 4.83794e-05
           7    0.746339    0.747497 0.000183462
           8    0.747019    0.747437 0.000169981
           9    0.747958    0.747495 0.000160647
          10     0.74818    0.747564  0.00015852
          11    0.748566    0.747655 0.000168265
          12    0.747784    0.747665 0.000154589
          13    0.747888    0.747683 0.000143642
          14    0.748153    0.747716 0.000137253
          15    0.747414    0.747696 0.000129577
          16    0.748665    0.747757 0.000134894
          17    0.748478    0.747799 0.000133471
          18    0.747237    0.747768 0.000129661
          19    0.748517    0.747807 0.000128696
          20     0.74766      0.7478 0.000122473
          21    0.747162    0.747769 0.000120349
          22    0.747744    0.747768 0.000114884
          23    0.747562    0.747759  0.00011024
          24     0.74692    0.747724 0.000111053
          25    0.748059    0.747738 0.000107413
          26    0.747961    0.747746 0.000103624
          27    0.748048    0.747758 0.000100387
          28    0.748248    0.747775 9.83162e-05
          29    0.747934     0.74778  9.5078e-05
          30    0.746831    0.747749 9.70357e-05
          31    0.748561    0.747775 9.73756e-05
          32    0.748722    0.747805 9.87308e-05
          33    0.747361    0.747791 9.66502e-05
          34    0.747869    0.747793 9.38346e-05
          35    0.747847    0.747795 9.11661e-05
          36    0.748361    0.747811 8.99791e-05
          37    0.749349    0.747852 9.66794e-05
          38    0.748902     0.74788 9.80034e-05
          39    0.746904    0.747855 9.86365e-05
          40    0.748252    0.747865 9.66682e-05
          41    0.747236    0.747849 9.55186e-05
          42    0.748686    0.747869 9.52962e-05
          43    0.748645    0.747887 9.47708e-05
          44    0.748051    0.747891 9.26898e-05
          45    0.748659    0.747908 9.21855e-05
          46    0.748521    0.747922 9.11403e-05
          47    0.747201    0.747906   9.048e-05
          48    0.747474    0.747897 8.90428e-05
          49    0.747889    0.747897 8.72257e-05
          50    0.747098    0.747881 8.69323e-05
