#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.50924     1.50924           0
           2       1.508     1.50862 0.000438265
           3     1.50775     1.50833  0.00037691
           4     1.50918     1.50854 0.000338042
           5      1.5068     1.50819 0.000412599
           6     1.50425     1.50754 0.000691091
           7     1.50398     1.50703 0.000756781
           8     1.50751     1.50709 0.000664524
           9     1.50895      1.5073 0.000622166
          10     1.51119     1.50769 0.000670956
          11     1.51032     1.50792 0.000651203
          12     1.50562     1.50773 0.000624567
          13      1.5128     1.50812  0.00068729
          14     1.51023     1.50827 0.000654448
          15     1.50663     1.50816 0.000619943
          16     1.51001     1.50828 0.000591873
          17     1.51191     1.50849 0.000594436
          18     1.50771     1.50845 0.000562993
          19     1.50503     1.50827 0.000561409
          20      1.5093     1.50832 0.000535705
          21     1.50635     1.50823 0.000518331
          22     1.50773      1.5082 0.000495252
          23     1.50785     1.50819 0.000473959
          24     1.50703     1.50814 0.000456675
          25     1.51367     1.50836  0.00048898
          26      1.5101     1.50843 0.000474748
          27      1.5025     1.50821 0.000505437
          28     1.50893     1.50823 0.000488044
          29     1.50696     1.50819 0.000473202
          30     1.50814     1.50819 0.000457431
          31     1.50384     1.50805 0.000463712
          32     1.49968     1.50779 0.000517725
          33      1.5096     1.50784 0.000504955
          34     1.50577     1.50778 0.000493778
          35     1.50494      1.5077 0.000486287
          36     1.50317     1.50757 0.000488796
          37     1.50651     1.50755 0.000476432
          38     1.50657     1.50752 0.000464585
          39      1.5065     1.50749 0.000453408
          40     1.50824     1.50751 0.000442457
          41     1.50541     1.50746 0.000434612
          42     1.50315     1.50736 0.000436234
          43     1.50766     1.50737 0.000426146
          44     1.50743     1.50737 0.000416464
          45     1.50919     1.50741 0.000409169
          46     1.50446     1.50734 0.000405267
          47      1.5069     1.50733 0.000396755
          48     1.51283     1.50745 0.000404687
          49     1.50863     1.50747 0.000397144
          50     1.51013     1.50753 0.000392732
