#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  0.00024486  0.00024486           0
           2 -0.00118918 -0.00047216  0.00050701
           3  0.00092998   -4.78e-06 0.000509782
           4 -0.00131366   -0.000332 0.000475905
           5 -0.00058522-0.000382644  0.00038341
           6  0.00075986-0.000192227 0.000363732
           7   0.0001743-0.000139866 0.000315517
           8  -2.084e-05-0.000124988 0.000276428
           9  -0.0004145-0.000157156 0.000247578
          10 -0.00113178-0.000254618 0.000241242
          11  0.00079476 -0.00015922 0.000237425
          12    8.72e-05-0.000138685 0.000218526
          13    8.34e-05-0.000121602 0.000202383
          14  0.00065526-6.61114e-05 0.000195386
          15 -0.00010574-6.87533e-05 0.000182379
          16 -0.00106306-0.000130898 0.000181259
          17 -0.00021924-0.000136094 0.000170671
          18 -0.00083698-0.000175032 0.000165571
          19 -0.00050094-0.000192185 0.000157743
          20   0.0003879-0.000163181 0.000152499
          21   0.0012175-9.74343e-05 0.000158779
          22  0.00050938-6.98518e-05 0.000153938
          23   0.0001448-6.05191e-05 0.000147528
          24  0.00013202-5.24967e-05 0.000141599
          25  0.00035524-3.61872e-05 0.000136871
          26  0.00023882  -2.561e-05 0.000132015
          27 -0.00083996-5.57711e-05 0.000130525
          28 -0.00045644-7.00807e-05 0.000126646
          29 -0.00062556-8.92352e-05 0.000123719
          30 -0.00087146-0.000115309 0.000122312
          31 -0.00034324-0.000122662 0.000118587
          32    5.02e-05 -0.00011726 0.000115004
          33 -0.00019414 -0.00011959 0.000111543
          34  0.00029948-0.000107264 0.000108941
          35 -0.00023182-0.000110823 0.000105886
          36 -0.00056906-0.000123552 0.000103707
          37  0.00012148-0.000116929 0.000101116
          38  -0.0004361-0.000125328 9.88029e-05
          39  0.00094154-9.79728e-05 9.99847e-05
          40  0.00111578 -6.7629e-05 0.000101986
          41  -0.0001825-7.04307e-05 9.95367e-05
          42  0.00120362-4.00962e-05 0.000101684
          43 -0.00056538-5.23121e-05  0.00010005
          44   3.686e-05-5.02855e-05 9.77971e-05
          45  0.00092538 -2.8604e-05 9.79977e-05
          46 -0.00094898-4.86122e-05 9.78886e-05
          47 -0.00058296-5.99813e-05 9.64638e-05
          48 -0.00063822-7.20279e-05 9.52034e-05
          49 -0.00048372-8.04298e-05 9.36305e-05
          50 -0.00015148-8.18508e-05 9.17686e-05
