#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.512344    0.512344           0
           2    0.512471    0.512407 4.51134e-05
           3    0.513289    0.512701 0.000241808
           4    0.512651    0.512689 0.000181677
           5    0.512625    0.512676  0.00014579
           6    0.512826    0.512701 0.000123605
           7    0.513159    0.512766  0.00012206
           8    0.512998    0.512795 0.000110172
           9    0.513401    0.512863 0.000116701
          10    0.513256    0.512902 0.000111477
          11    0.514007    0.513002  0.00013942
          12     0.51323    0.513021 0.000129084
          13    0.512788    0.513003   0.0001204
          14    0.513566    0.513044 0.000118327
          15    0.513436     0.51307 0.000113294
          16    0.513351    0.513087 0.000107564
          17    0.513534    0.513114   0.0001044
          18    0.513356    0.513127 9.94631e-05
          19    0.511825    0.513058 0.000115461
          20    0.512744    0.513043 0.000110752
          21    0.512932    0.513037 0.000105604
          22    0.512022    0.512991 0.000110425
          23    0.514023    0.513036 0.000114379
          24    0.513518    0.513056 0.000111361
          25    0.512951    0.513052 0.000106986
          26      0.5127    0.513039 0.000103727
          27     0.51373    0.513064 0.000102995
          28    0.513699    0.513087 0.000101778
          29    0.513474      0.5131 9.91412e-05
          30    0.513052    0.513099 9.58497e-05
          31    0.514297    0.513137 0.000100253
          32    0.512939    0.513131 9.73104e-05
          33    0.513359    0.513138 9.46064e-05
          34    0.512903    0.513131  9.2075e-05
          35    0.513887    0.513153 9.19403e-05
          36    0.513184    0.513153 8.93904e-05
          37    0.514103    0.513179 9.05827e-05
          38    0.513776    0.513195 8.95512e-05
          39    0.512133    0.513168 9.13004e-05
          40    0.512505    0.513151 9.05094e-05
          41    0.513079    0.513149  8.8319e-05
          42    0.514089    0.513172 8.90063e-05
          43    0.513812    0.513187 8.81753e-05
          44    0.513694    0.513198 8.69225e-05
          45    0.513753     0.51321 8.58625e-05
          46     0.51395    0.513226 8.54866e-05
          47    0.512594    0.513213 8.47208e-05
          48    0.512992    0.513208 8.30805e-05
          49    0.513341    0.513211 8.14287e-05
          50    0.513022    0.513207 7.98877e-05
