#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1       1.688       1.688           0
           2     1.68841      1.6882 0.000147023
           3     1.68507     1.68716 0.000858433
           4     1.68382     1.68633 0.000967576
           5     1.68743     1.68655 0.000798679
           6     1.68699     1.68662 0.000668975
           7     1.68674     1.68664 0.000573632
           8      1.6834     1.68623 0.000628765
           9     1.69885     1.68763  0.00143512
          10     1.69244     1.68811  0.00136968
          11      1.6896     1.68825  0.00125181
          12     1.68881      1.6883  0.00114837
          13     1.68371     1.68794  0.00111284
          14      1.6899     1.68808  0.00104206
          15     1.68736     1.68803 0.000973702
          16     1.69206     1.68829 0.000944819
          17     1.69254     1.68854 0.000921771
          18     1.69108     1.68868 0.000881302
          19      1.6885     1.68867 0.000834969
          20     1.68823     1.68865 0.000793509
          21     1.68706     1.68857 0.000759299
          22     1.69167     1.68871 0.000737705
          23     1.68621      1.6886 0.000713631
          24     1.68242     1.68834 0.000728935
          25     1.68929     1.68838 0.000700753
          26     1.69173     1.68851 0.000685536
          27     1.68746     1.68847 0.000661243
          28     1.68479     1.68834 0.000650584
          29     1.68197     1.68812 0.000664185
          30     1.69784     1.68845 0.000716666
          31     1.69223     1.68857 0.000703865
          32     1.68781     1.68854 0.000682265
          33      1.6817     1.68834 0.000692383
          34     1.68887     1.68835 0.000672198
          35      1.6871     1.68832 0.000653945
          36     1.68583     1.68825 0.000639415
          37     1.69077     1.68832 0.000625746
          38     1.68774      1.6883  0.00060946
          39     1.69366     1.68844 0.000609117
          40     1.68694      1.6884 0.000595043
          41     1.68768     1.68838 0.000580786
          42     1.68211     1.68823 0.000585861
          43      1.6869      1.6882 0.000573061
          44     1.68943     1.68823  0.00056072
          45     1.68686      1.6882 0.000549085
          46     1.68551     1.68814 0.000540256
          47     1.68681     1.68811 0.000529506
          48     1.68416     1.68803 0.000524837
          49      1.6914      1.6881 0.000518599
          50     1.68936     1.68812 0.000508836
