#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0868674   0.0868674           0
           2   0.0865358   0.0867016 0.000117245
           3   0.0873422   0.0869151 0.000191076
           4   0.0888085   0.0873885 0.000434254
           5   0.0871026   0.0873313 0.000351148
           6   0.0877656   0.0874037 0.000299991
           7   0.0877732   0.0874565 0.000261739
           8   0.0876389   0.0874793 0.000230013
           9   0.0881049   0.0875488 0.000214703
          10   0.0893894   0.0877328  0.00026044
          11   0.0873231   0.0876956 0.000239413
          12   0.0879425   0.0877162 0.000220344
          13   0.0869874   0.0876601 0.000210405
          14   0.0879939    0.087684 0.000196722
          15   0.0867384   0.0876209 0.000193443
          16    0.089309   0.0877264 0.000208145
          17   0.0885274   0.0877735 0.000201163
          18   0.0872123   0.0877424 0.000192389
          19   0.0875199   0.0877306 0.000182619
          20    0.087774   0.0877328 0.000173501
          21   0.0891402   0.0877998 0.000177711
          22   0.0863385   0.0877334 0.000181623
          23   0.0873434   0.0877165 0.000174516
          24   0.0875603   0.0877099 0.000167366
          25   0.0881161   0.0877262 0.000161458
          26   0.0878925   0.0877326 0.000155375
          27   0.0900852   0.0878197 0.000172329
          28   0.0856571   0.0877425 0.000182665
          29   0.0886347   0.0877733 0.000178938
          30   0.0885135   0.0877979 0.000174667
          31   0.0885822   0.0878232 0.000170855
          32   0.0884295   0.0878422 0.000166562
          33   0.0892079   0.0878836 0.000166577
          34   0.0872686   0.0878655 0.000162657
          35   0.0863922   0.0878234 0.000163365
          36    0.087531   0.0878153 0.000159029
          37   0.0872665   0.0878004 0.000155421
          38   0.0889834   0.0878315 0.000154417
          39    0.088709    0.087854 0.000152088
          40   0.0890465   0.0878839 0.000151179
          41   0.0871674   0.0878664 0.000148498
          42   0.0892285   0.0878988 0.000148462
          43   0.0864935   0.0878661 0.000148563
          44   0.0862118   0.0878285 0.000149869
          45   0.0867788   0.0878052 0.000148343
          46   0.0862053   0.0877704  0.00014914
          47   0.0876819   0.0877685 0.000145978
          48   0.0891508   0.0877973  0.00014575
          49   0.0887402   0.0878166  0.00014404
          50   0.0882472   0.0878252 0.000141416
