#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.39784     0.39784           0
           2    0.397024    0.397432  0.00028847
           3    0.397104    0.397323 0.000212036
           4    0.397382    0.397337 0.000159552
           5    0.397472    0.397364 0.000129892
           6    0.397647    0.397411 0.000116445
           7    0.396722    0.397313 0.000135201
           8    0.397557    0.397343 0.000121694
           9    0.397929    0.397409 0.000124361
          10    0.396802    0.397348  0.00012587
          11     0.39776    0.397385 0.000119866
          12    0.396642    0.397323 0.000124865
          13    0.397577    0.397343 0.000116778
          14    0.396935    0.397314 0.000112008
          15    0.396382    0.397252 0.000120539
          16     0.39725    0.397251 0.000113005
          17    0.396426    0.397203 0.000116333
          18    0.396498    0.397164 0.000116269
          19     0.39698    0.397154  0.00011055
          20    0.398597    0.397226 0.000126377
          21    0.397203    0.397225 0.000120364
          22    0.397623    0.397243 0.000116243
          23    0.397175     0.39724 0.000111227
          24    0.398073    0.397275 0.000111873
          25    0.396642     0.39725 0.000110226
          26    0.397176    0.397247 0.000106023
          27    0.397701    0.397264 0.000103425
          28    0.396976    0.397253 0.000100238
          29    0.397298    0.397255 9.67938e-05
          30     0.39604    0.397214 0.000101682
          31    0.396906    0.397205 9.88883e-05
          32    0.396446    0.397181 9.85958e-05
          33    0.396334    0.397155 9.88897e-05
          34    0.397101    0.397154 9.59942e-05
          35    0.398063     0.39718 9.67054e-05
          36    0.397705    0.397194 9.51147e-05
          37    0.397431    0.397201 9.27597e-05
          38    0.397212    0.397201 9.03192e-05
          39    0.397044    0.397197 8.80933e-05
          40    0.396106     0.39717 9.00153e-05
          41    0.396096    0.397143 9.15507e-05
          42    0.395676    0.397108 9.58016e-05
          43    0.397313    0.397113 9.36917e-05
          44    0.397449    0.397121 9.18724e-05
          45    0.397049    0.397119 8.98446e-05
          46    0.396532    0.397106 8.87925e-05
          47     0.39714    0.397107 8.69062e-05
          48    0.396917    0.397103 8.51858e-05
          49    0.397341    0.397108 8.35853e-05
          50    0.397105    0.397108 8.19136e-05
