#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.357984    0.357984           0
           2    0.356674    0.357329 0.000463021
           3    0.356613     0.35709 0.000365117
           4    0.356809     0.35702 0.000280522
           5    0.355978    0.356812 0.000291729
           6    0.357334    0.356899  0.00025576
           7    0.358152    0.357078 0.000274845
           8    0.356938     0.35706 0.000241045
           9    0.357788    0.357141 0.000227406
          10    0.356813    0.357108 0.000207022
          11    0.357054    0.357103 0.000188261
          12    0.357963    0.357175 0.000185695
          13    0.357277    0.357183 0.000171576
          14    0.356977    0.357168  0.00015995
          15    0.357466    0.357188 0.000150514
          16    0.357286    0.357194 0.000141232
          17    0.357374    0.357205  0.00013332
          18     0.35727    0.357208 0.000125962
          19    0.356571    0.357175 0.000123714
          20     0.35753    0.357192 0.000118795
          21    0.357089    0.357187  0.00011324
          22     0.35749    0.357201 0.000108922
          23    0.357213    0.357202 0.000104188
          24     0.35729    0.357205 9.99108e-05
          25    0.357149    0.357203 9.59401e-05
          26    0.357127      0.3572 9.22948e-05
          27    0.356909    0.357189 8.95052e-05
          28    0.357762     0.35721 8.86162e-05
          29    0.357409    0.357217 8.58255e-05
          30    0.357443    0.357224 8.32969e-05
          31    0.356751    0.357209 8.19965e-05
          32     0.35648    0.357186  8.2538e-05
          33    0.357278    0.357189 8.00835e-05
          34    0.357104    0.357186 7.77673e-05
          35    0.357546    0.357197 7.62198e-05
          36    0.356832    0.357187 7.47737e-05
          37    0.356737    0.357174 7.37348e-05
          38    0.356933    0.357168 7.20669e-05
          39    0.357902    0.357187 7.26323e-05
          40    0.357404    0.357192 7.10181e-05
          41    0.357162    0.357192 6.92897e-05
          42    0.357172    0.357191 6.76415e-05
          43    0.357199    0.357191 6.60687e-05
          44    0.357266    0.357193 6.45892e-05
          45    0.356672    0.357181 6.41819e-05
          46    0.357218    0.357182 6.27915e-05
          47    0.357755    0.357194 6.26256e-05
          48    0.357177    0.357194 6.13219e-05
          49    0.356906    0.357188 6.03508e-05
          50     0.35776      0.3572 6.02185e-05
