#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.554643   -0.554643           0
           2   -0.554431   -0.554537 7.51513e-05
           3   -0.554638   -0.554571 5.71256e-05
           4   -0.554672   -0.554596 4.80967e-05
           5    -0.55473   -0.554623 4.52982e-05
           6   -0.554771   -0.554647 4.39438e-05
           7   -0.554716   -0.554657  3.8733e-05
           8   -0.554684    -0.55466 3.40419e-05
           9     -0.5545   -0.554643 3.46031e-05
          10   -0.554577   -0.554636 3.17568e-05
          11   -0.554569    -0.55463 2.94487e-05
          12   -0.554714   -0.554637 2.78122e-05
          13   -0.554759   -0.554646  2.7202e-05
          14   -0.554652   -0.554647  2.5262e-05
          15   -0.554571   -0.554642 2.40725e-05
          16   -0.554832   -0.554654 2.53316e-05
          17   -0.554568   -0.554649 2.43386e-05
          18   -0.554509   -0.554641 2.41837e-05
          19    -0.55436   -0.554626 2.70474e-05
          20   -0.554532   -0.554621 2.60996e-05
          21   -0.554615   -0.554621 2.48583e-05
          22   -0.554614   -0.554621 2.37304e-05
          23   -0.554509   -0.554616 2.31914e-05
          24   -0.554528   -0.554612 2.25108e-05
          25   -0.554542   -0.554609 2.17848e-05
          26   -0.554769   -0.554616 2.17947e-05
          27   -0.554742    -0.55462  2.1485e-05
          28   -0.554617    -0.55462  2.0718e-05
          29   -0.554753   -0.554625 2.05031e-05
          30   -0.554623   -0.554625 1.98198e-05
          31   -0.554678   -0.554626 1.92546e-05
          32   -0.554533   -0.554623  1.8872e-05
          33   -0.554643   -0.554624 1.83097e-05
          34    -0.55453   -0.554621 1.79776e-05
          35   -0.554655   -0.554622 1.74893e-05
          36   -0.554573   -0.554621 1.70569e-05
          37   -0.554643   -0.554622  1.6606e-05
          38   -0.554836   -0.554627    1.71e-05
          39   -0.554812   -0.554632 1.73078e-05
          40    -0.55465   -0.554632 1.68807e-05
          41   -0.554495   -0.554629 1.67975e-05
          42    -0.55478   -0.554633 1.67757e-05
          43   -0.554618   -0.554632 1.63893e-05
          44   -0.554697   -0.554634 1.60822e-05
          45   -0.554403   -0.554629 1.65226e-05
          46    -0.55466   -0.554629 1.61778e-05
          47   -0.554475   -0.554626 1.61628e-05
          48    -0.55476   -0.554629  1.6065e-05
          49   -0.554563   -0.554627 1.57932e-05
          50   -0.554536   -0.554626 1.55836e-05
