#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  -0.0002788  -0.0002788           0
           2 -0.00111444 -0.00069662 0.000295443
           3 -0.00014044-0.000511227 0.000248411
           4 -0.00036594-0.000474905 0.000188945
           5  0.00011902 -0.00035612 0.000184759
           6   -2.64e-06-0.000297207 0.000163089
           7 -0.00060548-0.000341246 0.000145615
           8  0.00042166-0.000245883 0.000155536
           9   6.748e-05-0.000211064 0.000142098
          10 -0.00020506-0.000210464 0.000127889
          11 -0.00028676  -0.0002174 0.000116451
          12 -0.00019918-0.000215882 0.000106757
          13  0.00010556-0.000191155 0.000101368
          14  -0.0003037-0.000199194 9.44453e-05
          15  -3.564e-05-0.000188291 8.87761e-05
          16 -0.00075588-0.000223765 9.00367e-05
          17 -0.00010338-0.000216684 8.50185e-05
          18 -0.00037936-0.000225721 8.07742e-05
          19  -0.0003595-0.000232762 7.68292e-05
          20    9.88e-05-0.000216184 7.47549e-05
          21   0.0003643-0.000188542 7.61344e-05
          22  0.00081276-0.000143028 8.51987e-05
          23  0.00024176-0.000126298 8.31207e-05
          24  0.00017342 -0.00011381   8.059e-05
          25 -0.00012484-0.000114251 7.73677e-05
          26 -0.00027182-0.000120312  7.4629e-05
          27  0.00019046-0.000108801 7.27471e-05
          28  0.00093306-7.15921e-05 7.90947e-05
          29    0.000354-5.69166e-05 7.77168e-05
          30   1.198e-05  -5.462e-05 7.51602e-05
          31    0.000264-4.43419e-05 7.34351e-05
          32 -0.00022928-5.01213e-05 7.13673e-05
          33    -4.8e-07 -4.8617e-05 6.92205e-05
          34  -7.014e-05  -4.925e-05 6.71875e-05
          35 -0.00071338-6.82251e-05 6.78945e-05
          36 -0.00027392-7.39389e-05 6.62485e-05
          37  0.00027362-6.45454e-05 6.51206e-05
          38 -0.00017406-6.74274e-05 6.34706e-05
          39  0.00022606-5.99021e-05 6.22877e-05
          40  0.00021486 -5.3033e-05 6.11081e-05
          41  -7.556e-05-5.35824e-05 5.96201e-05
          42  0.00017558-4.81262e-05 5.84497e-05
          43  -0.0003628-5.54442e-05 5.75467e-05
          44  0.00066554-3.90582e-05 5.85252e-05
          45 -0.00042476-4.76293e-05 5.78489e-05
          46  -5.464e-05-4.77817e-05 5.65915e-05
          47  0.00105682-2.42796e-05 6.00697e-05
          48 -0.00032162-3.04742e-05 5.91368e-05
          49   5.626e-05-2.87041e-05 5.79564e-05
          50  -1.374e-05-2.84048e-05  5.6798e-05
