#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  -0.0016408  -0.0016408           0
           2   0.0041767  0.00126795   0.0020568
           3   0.0011331    0.001223  0.00137169
           4  0.00630716  0.00249404  0.00150666
           5  -0.0099676   1.712e-06   0.0025342
           6   0.0010197 0.000171377  0.00211751
           7  0.00310588 0.000590591  0.00185604
           8  -0.0112415 -0.00088842  0.00213343
           9   0.0012456-0.000651307  0.00190951
          10  0.00447378-0.000138798  0.00178602
          11  0.00694124 0.000504842  0.00173576
          12  0.00179626  0.00061246  0.00159444
          13 -0.00601624  0.00010256  0.00155119
          14  0.00217762 0.000250779  0.00144745
          15 -0.00050188 0.000200601  0.00135182
          16  0.00403882  0.00044049  0.00128844
          17 -0.00976568-0.000159873  0.00134527
          18  0.00096942-9.71344e-05    0.001272
          19  0.00213232 2.02053e-05  0.00121045
          20 -0.00406116-0.000183863    0.001167
          21 -0.00722416-0.000519115  0.00115859
          22  0.00542554-0.000248904    0.001137
          23  0.00636698 3.87435e-05  0.00112336
          24 -0.00339012-0.000104126   0.0010856
          25  0.00061862 -7.5216e-05  0.00104256
          26  0.00034452-5.90723e-05  0.00100259
          27  0.00652576  0.00018481 0.000994674
          28  0.00293236 0.000282937 0.000963978
          29  0.00152338 0.000325711 0.000931686
          30 -0.00350844 0.000197906 0.000909354
          31  0.00873942 0.000473439 0.000920817
          32 -0.00159226 0.000408886 0.000894301
          33 -0.00521886 0.000238348 0.000883312
          34   -0.003293 0.000134485 0.000863417
          35  0.00579124 0.000296106 0.000853741
          36  -3.464e-05 0.000286919 0.000830075
          37  0.00455636 0.000402309 0.000815621
          38 -0.00314092 0.000309066  0.00079947
          39  -0.0036336 0.000207972 0.000785336
          40  -0.0003869   0.0001931 0.000765844
          41 -0.00237794 0.000130392 0.000749727
          42   0.0053125 0.000253776  0.00074196
          43 -0.00425328  0.00014896 0.000732071
          44  0.00819036  0.00033172 0.000737893
          45 -0.00256326 0.000267387 0.000724295
          46 -0.00047728 0.000251198  0.00070873
          47  0.00291876 0.000307955 0.000695919
          48  0.00017152 0.000305112 0.000681427
          49   0.0010274 0.000319853  0.00066768
          50 -0.00748892 0.000163678 0.000672343
