#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0386005   0.0386005           0
           2   0.0386839   0.0386422 2.94934e-05
           3   0.0374069   0.0382304 0.000336778
           4   0.0378026   0.0381235  0.00026903
           5   0.0371206   0.0379229 0.000280189
           6   0.0386736    0.038048 0.000259929
           7   0.0380951   0.0380547 0.000222883
           8   0.0380683   0.0380564 0.000195029
           9   0.0388965   0.0381498 0.000194416
          10   0.0385289   0.0381877 0.000178633
          11   0.0376145   0.0381356 0.000169824
          12   0.0378408    0.038111 0.000157438
          13   0.0380853    0.038109  0.00014534
          14   0.0378994   0.0380941 0.000135728
          15   0.0383694   0.0381124 0.000127914
          16   0.0374869   0.0380733 0.000125752
          17   0.0376864   0.0380506 0.000120396
          18   0.0382809   0.0380634 0.000114386
          19   0.0376661   0.0380425 0.000110259
          20   0.0375759   0.0380191 0.000107185
          21   0.0379548   0.0380161 0.000102125
          22   0.0380918   0.0380195 9.75408e-05
          23   0.0381713   0.0380261 9.35229e-05
          24   0.0377747   0.0380156 9.02107e-05
          25   0.0368544   0.0379692 9.78325e-05
          26   0.0382846   0.0379813 9.48187e-05
          27   0.0373831   0.0379592 9.38602e-05
          28   0.0385816   0.0379814 9.31031e-05
          29   0.0377841   0.0379746 9.01409e-05
          30   0.0372556   0.0379506 9.02662e-05
          31   0.0373782   0.0379322 8.92229e-05
          32   0.0392954   0.0379748 9.60678e-05
          33   0.0381181   0.0379791 9.32549e-05
          34   0.0372299   0.0379571 9.30788e-05
          35   0.0379041   0.0379556 9.04317e-05
          36   0.0383614   0.0379668 8.86195e-05
          37   0.0385144   0.0379816 8.74514e-05
          38   0.0377522   0.0379756 8.53582e-05
          39   0.0387933   0.0379966 8.57062e-05
          40   0.0382066   0.0380018 8.37243e-05
          41   0.0377836   0.0379965 8.18512e-05
          42   0.0375103   0.0379849 8.07168e-05
          43   0.0380187   0.0379857 7.88435e-05
          44   0.0387384   0.0380028 7.88854e-05
          45   0.0381053   0.0380051 7.71653e-05
          46   0.0380719   0.0380065 7.55015e-05
          47   0.0383052   0.0380129  7.4162e-05
          48   0.0388044   0.0380294 7.44275e-05
          49   0.0386159   0.0380413 7.38649e-05
          50   0.0383745    0.038048 7.26875e-05
