#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.291548    0.291548           0
           2    0.292204    0.291876 0.000231917
           3     0.29462    0.292791 0.000762637
           4    0.294283    0.293164 0.000656957
           5    0.291748    0.292881  0.00058341
           6    0.296577    0.293497 0.000743364
           7    0.296436    0.293916 0.000746394
           8    0.294453    0.293984 0.000656099
           9    0.292563    0.293826 0.000601897
          10    0.292125    0.293656 0.000565216
          11    0.290501    0.293369 0.000582038
          12    0.292963    0.293335 0.000534515
          13    0.291352    0.293183   0.0005147
          14     0.29244    0.293129 0.000480662
          15    0.292089     0.29306 0.000453595
          16    0.294914    0.293176 0.000439798
          17    0.289262    0.292946 0.000470344
          18     0.29546    0.293085 0.000464491
          19    0.296443    0.293262 0.000472473
          20    0.293472    0.293273 0.000448966
          21     0.28485    0.292872 0.000579671
          22    0.291322    0.292801 0.000557586
          23    0.291652    0.292751 0.000535577
          24    0.290922    0.292675 0.000518654
          25    0.294017    0.292729 0.000500677
          26    0.293781    0.292769 0.000483054
          27    0.290584    0.292688 0.000471894
          28    0.290819    0.292621 0.000459741
          29    0.293694    0.292658 0.000445372
          30    0.292183    0.292643 0.000430808
          31    0.290187    0.292563  0.00042413
          32    0.292762     0.29257 0.000410922
          33    0.289125    0.292465 0.000411514
          34    0.291329    0.292432 0.000400764
          35    0.286025    0.292249 0.000429089
          36    0.289044     0.29216 0.000426302
          37    0.290395    0.292112 0.000417441
          38    0.289872    0.292053 0.000410596
          39    0.295695    0.292146  0.00041055
          40    0.288607    0.292058 0.000409712
          41    0.291876    0.292054 0.000399743
          42    0.291319    0.292036 0.000390608
          43    0.292256    0.292041 0.000381557
          44    0.286588    0.291917 0.000392497
          45    0.294357    0.291971 0.000387502
          46    0.288143    0.291888 0.000387912
          47    0.285592    0.291754 0.000402124
          48    0.293601    0.291793 0.000395583
          49     0.29315     0.29182 0.000388479
          50    0.293811     0.29186 0.000382745
