#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.249188    0.249188           0
           2    0.248739    0.248964 0.000158516
           3    0.249085    0.249004  0.00011068
           4    0.249429     0.24911 0.000123877
           5    0.249488    0.249186 0.000119986
           6    0.249226    0.249192 0.000100176
           7    0.249758    0.249273 0.000113884
           8    0.249329     0.24928 9.98629e-05
           9    0.249651    0.249321 9.69033e-05
          10    0.249551    0.249344 8.98946e-05
          11    0.249266    0.249337  8.2002e-05
          12    0.248732    0.249287  8.9345e-05
          13    0.249356    0.249292 8.26316e-05
          14    0.249136    0.249281 7.74822e-05
          15    0.249704    0.249309 7.72811e-05
          16    0.249752    0.249337 7.72458e-05
          17    0.249662    0.249356 7.50354e-05
          18     0.24981    0.249381 7.49861e-05
          19    0.249729      0.2494 7.32435e-05
          20    0.249715    0.249415  7.1255e-05
          21    0.248485    0.249371 8.04617e-05
          22    0.249815    0.249391 7.92985e-05
          23    0.249154    0.249381 7.65183e-05
          24    0.249123     0.24937 7.40798e-05
          25    0.249665    0.249382 7.20478e-05
          26    0.249459    0.249385  6.9338e-05
          27    0.248806    0.249364 7.00103e-05
          28    0.249415    0.249365 6.75343e-05
          29    0.249456    0.249368 6.52773e-05
          30    0.249666    0.249378 6.38518e-05
          31    0.249154    0.249371 6.22018e-05
          32    0.249559    0.249377 6.05333e-05
          33    0.249238    0.249373 5.88463e-05
          34    0.249423    0.249374 5.71338e-05
          35    0.249092    0.249366 5.60671e-05
          36    0.249363    0.249366 5.45097e-05
          37    0.249233    0.249363 5.31544e-05
          38    0.249515    0.249367 5.19065e-05
          39    0.249612    0.249373 5.09558e-05
          40    0.249037    0.249364 5.03684e-05
          41     0.24943    0.249366 4.91655e-05
          42    0.249041    0.249358  4.8599e-05
          43    0.249206    0.249355 4.75979e-05
          44    0.249557    0.249359 4.67378e-05
          45    0.249482    0.249362  4.5778e-05
          46    0.249538    0.249366 4.49428e-05
          47    0.249148    0.249361 4.42254e-05
          48    0.249447    0.249363   4.334e-05
          49     0.24906    0.249357 4.28939e-05
          50    0.249321    0.249356 4.20422e-05
