#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.451355    0.451355           0
           2    0.452128    0.451742 0.000273459
           3    0.452894    0.452126 0.000362837
           4    0.452107    0.452121  0.00027216
           5     0.45169    0.452035 0.000230976
           6    0.452105    0.452047 0.000192776
           7    0.452087    0.452052 0.000165325
           8    0.452189     0.45207 0.000145538
           9    0.451843    0.452044 0.000131532
          10    0.452615    0.452101 0.000130161
          11    0.452937    0.452177 0.000138735
          12    0.452396    0.452196 0.000128366
          13    0.451383    0.452133 0.000132846
          14    0.452528    0.452161 0.000126312
          15    0.452501    0.452184 0.000119905
          16    0.452559    0.452207 0.000114685
          17    0.452435    0.452221  0.00010872
          18    0.452327    0.452227 0.000102841
          19    0.450959     0.45216  0.00011709
          20    0.452059    0.452155 0.000111343
          21    0.451786    0.452137 0.000107415
          22    0.450986    0.452085  0.00011457
          23    0.452994    0.452125  0.00011621
          24    0.452739     0.45215 0.000114155
          25    0.451615    0.452129 0.000111577
          26    0.452153     0.45213 0.000107289
          27    0.452506    0.452144 0.000104216
          28    0.453044    0.452176  0.00010534
          29    0.452351    0.452182 0.000101881
          30    0.452311    0.452186 9.85763e-05
          31    0.452982    0.452212 9.86859e-05
          32    0.452244    0.452213  9.5607e-05
          33    0.452051    0.452208 9.28358e-05
          34    0.452643    0.452221 9.09812e-05
          35    0.452981    0.452242 9.09359e-05
          36    0.452313    0.452244 8.84308e-05
          37    0.453467    0.452277 9.20045e-05
          38    0.452674    0.452288 9.01731e-05
          39     0.45082     0.45225 9.53968e-05
          40    0.451988    0.452244 9.32365e-05
          41     0.45188    0.452235 9.13842e-05
          42    0.453426    0.452263 9.35039e-05
          43    0.453002     0.45228 9.28968e-05
          44     0.45267    0.452289 9.12076e-05
          45    0.453266    0.452311  9.1726e-05
          46    0.452813    0.452322  9.0378e-05
          47    0.451863    0.452312 8.89811e-05
          48    0.451979    0.452305 8.73977e-05
          49    0.452771    0.452315 8.61292e-05
          50     0.45252    0.452319 8.45044e-05
