#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.212469    0.212469           0
           2    0.212179    0.212324 0.000102509
           3    0.212533    0.212393 8.90146e-05
           4    0.212632    0.212453 8.44146e-05
           5    0.211898    0.212342 0.000120154
           6    0.212375    0.212348 0.000100255
           7    0.212734    0.212403 9.99551e-05
           8    0.212671    0.212436  9.2916e-05
           9    0.212503    0.212444 8.28895e-05
          10    0.212494    0.212449 7.47554e-05
          11    0.212461     0.21245 6.79682e-05
          12    0.212573     0.21246 6.30706e-05
          13    0.212502    0.212463 5.83023e-05
          14    0.212373    0.212457 5.44922e-05
          15    0.212687    0.212472 5.29817e-05
          16    0.212488    0.212473 4.96797e-05
          17    0.212481    0.212474 4.67594e-05
          18    0.212262    0.212462 4.56139e-05
          19    0.212573    0.212468 4.35882e-05
          20    0.212532    0.212471 4.15254e-05
          21    0.212508    0.212473 3.95855e-05
          22    0.212065    0.212454 4.18976e-05
          23    0.212494    0.212456 4.01113e-05
          24    0.212842    0.212472  4.1541e-05
          25    0.212679     0.21248 4.06991e-05
          26    0.212553    0.212483 3.92289e-05
          27    0.212312    0.212477 3.82835e-05
          28    0.212637    0.212483 3.73429e-05
          29    0.213051    0.212502 4.08721e-05
          30    0.212742     0.21251 4.02827e-05
          31    0.212863    0.212522 4.05582e-05
          32    0.212335    0.212516 3.97068e-05
          33    0.212804    0.212524 3.94549e-05
          34    0.212551    0.212525 3.83021e-05
          35     0.21219    0.212516 3.83877e-05
          36    0.212825    0.212524 3.82728e-05
          37    0.212855    0.212533 3.82671e-05
          38    0.212892    0.212543 3.84082e-05
          39    0.212926    0.212552 3.86606e-05
          40    0.212005    0.212539 4.00452e-05
          41    0.212756    0.212544 3.94178e-05
          42    0.212119    0.212534 3.97548e-05
          43    0.212173    0.212526 3.97075e-05
          44    0.212368    0.212522 3.89662e-05
          45    0.212291    0.212517 3.84382e-05
          46     0.21261    0.212519 3.76561e-05
          47    0.212513    0.212519 3.68551e-05
          48    0.212641    0.212521 3.61746e-05
          49     0.21245     0.21252 3.54657e-05
          50    0.212604    0.212521 3.47966e-05
