#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     24.7126     24.7126           0
           2     24.5204     24.6165   0.0679715
           3     24.7807     24.6712   0.0636532
           4     24.4776     24.6228   0.0635353
           5     24.6906     24.6364   0.0522549
           6     24.6741     24.6427   0.0439214
           7      24.605     24.6373   0.0379755
           8      24.509     24.6212   0.0364546
           9      24.694     24.6293   0.0332872
          10     24.7424     24.6406   0.0318226
          11     24.8641     24.6609   0.0348142
          12     25.0296     24.6917   0.0434026
          13     24.5366     24.6797   0.0416707
          14      24.653     24.6778    0.038738
          15     24.7729     24.6842   0.0366701
          16     24.5462     24.6756   0.0353769
          17     24.5813       24.67   0.0337278
          18     24.5571     24.6637    0.032432
          19     24.5432     24.6574   0.0313397
          20      24.508     24.6499   0.0306495
          21     24.6789     24.6513   0.0292211
          22     24.5377     24.6461   0.0283455
          23     24.5343     24.6413   0.0275267
          24     24.6314     24.6409   0.0263828
          25     24.8285     24.6484   0.0263736
          26     24.4822      24.642   0.0261221
          27     24.5165     24.6373   0.0255646
          28     24.7633     24.6418   0.0250444
          29     24.6349     24.6416   0.0241819
          30     24.7451      24.645   0.0236207
          31     24.7927     24.6498   0.0233341
          32      24.562     24.6471   0.0227658
          33     24.6657     24.6476   0.0220829
          34     24.5503     24.6448    0.021618
          35     24.7301     24.6472   0.0211374
          36      24.554     24.6446   0.0207082
          37      24.757     24.6476   0.0203699
          38     24.6393     24.6474   0.0198351
          39      24.871     24.6532   0.0201381
          40     24.7073     24.6545   0.0196801
          41     24.8098     24.6583   0.0195611
          42     24.3684     24.6514   0.0202768
          43     24.7719     24.6542   0.0199979
          44     24.8747     24.6592   0.0201616
          45     24.7681     24.6616   0.0198583
          46     24.8956     24.6667   0.0200674
          47     24.5084     24.6634    0.019921
          48     25.0554     24.6715   0.0211144
          49     24.8415      24.675   0.0209666
          50     24.6173     24.6738    0.020579
