#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.50479    -0.50479           0
           2     -0.5046   -0.504695  6.7161e-05
           3   -0.504621    -0.50467 4.91153e-05
           4   -0.504718   -0.504682  3.8283e-05
           5   -0.504802   -0.504706 3.73828e-05
           6   -0.504669     -0.5047 3.16682e-05
           7   -0.504724   -0.504703 2.73276e-05
           8   -0.504612   -0.504692 2.61795e-05
           9   -0.504731   -0.504696 2.36339e-05
          10   -0.504636    -0.50469 2.20263e-05
          11   -0.504763   -0.504697 2.09804e-05
          12   -0.504666   -0.504694 1.93863e-05
          13   -0.504983   -0.504717 2.78391e-05
          14   -0.504634   -0.504711 2.64738e-05
          15   -0.504622   -0.504705 2.53621e-05
          16   -0.504813   -0.504711 2.46711e-05
          17   -0.504786   -0.504716 2.36066e-05
          18    -0.50476   -0.504718 2.24203e-05
          19   -0.504687   -0.504717 2.12997e-05
          20   -0.504869   -0.504724  2.1547e-05
          21   -0.504585   -0.504718 2.15172e-05
          22    -0.50462   -0.504713 2.09936e-05
          23   -0.504547   -0.504706 2.12867e-05
          24   -0.504626   -0.504703 2.06617e-05
          25   -0.504661   -0.504701 1.99016e-05
          26   -0.504672     -0.5047 1.91675e-05
          27   -0.504728   -0.504701 1.84858e-05
          28   -0.504498   -0.504694 1.91983e-05
          29    -0.50479   -0.504697 1.88201e-05
          30   -0.504471   -0.504689 1.96428e-05
          31   -0.504619   -0.504687 1.91387e-05
          32   -0.504624   -0.504685 1.86415e-05
          33   -0.504585   -0.504682 1.83217e-05
          34   -0.504595    -0.50468 1.79629e-05
          35   -0.504713   -0.504681 1.74755e-05
          36   -0.504569   -0.504677 1.72605e-05
          37   -0.504516   -0.504673 1.73396e-05
          38   -0.504702   -0.504674 1.69006e-05
          39   -0.504831   -0.504678 1.69425e-05
          40   -0.504845   -0.504682  1.7028e-05
          41   -0.504501   -0.504678 1.71753e-05
          42   -0.504703   -0.504678 1.67769e-05
          43   -0.504819   -0.504682 1.67024e-05
          44   -0.504906   -0.504687 1.70821e-05
          45   -0.504637   -0.504686 1.67375e-05
          46   -0.504757   -0.504687 1.64457e-05
          47   -0.504524   -0.504684 1.64577e-05
          48   -0.504792   -0.504686 1.62699e-05
          49   -0.504587   -0.504684 1.60635e-05
          50   -0.504872   -0.504688 1.61755e-05
