#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.504704   -0.504704           0
           2   -0.504725   -0.504714 7.56604e-06
           3   -0.504685   -0.504705 9.49106e-06
           4   -0.504685     -0.5047 8.28867e-06
           5   -0.504737   -0.504707 9.37022e-06
           6   -0.504867   -0.504734 2.55777e-05
           7   -0.504714   -0.504731 2.20795e-05
           8   -0.504655   -0.504722 2.12597e-05
           9   -0.504608   -0.504709 2.23123e-05
          10   -0.504633   -0.504701 2.13278e-05
          11   -0.504794    -0.50471 2.09831e-05
          12   -0.504625   -0.504703 2.03829e-05
          13   -0.504766   -0.504708 1.93809e-05
          14   -0.504609   -0.504701 1.92427e-05
          15   -0.504799   -0.504707 1.90508e-05
          16   -0.504732   -0.504709 1.79245e-05
          17   -0.504802   -0.504714 1.76961e-05
          18   -0.504806   -0.504719 1.74269e-05
          19    -0.50456   -0.504711 1.84114e-05
          20   -0.504542   -0.504702 1.93251e-05
          21   -0.504716   -0.504703 1.84164e-05
          22   -0.504674   -0.504702 1.76269e-05
          23   -0.504694   -0.504701 1.68635e-05
          24   -0.504666     -0.5047 1.62254e-05
          25   -0.504689     -0.5047 1.55827e-05
          26   -0.504924   -0.504708  1.7212e-05
          27   -0.504578   -0.504703 1.72316e-05
          28   -0.504431   -0.504694 1.91723e-05
          29   -0.504517   -0.504688 1.94523e-05
          30   -0.504688   -0.504688 1.88039e-05
          31   -0.504723   -0.504689 1.82327e-05
          32   -0.504734    -0.50469 1.77179e-05
          33   -0.504628   -0.504688  1.7282e-05
          34   -0.504715   -0.504689  1.6792e-05
          35   -0.504809   -0.504692 1.66557e-05
          36   -0.504654   -0.504691 1.62267e-05
          37   -0.504774   -0.504694 1.59426e-05
          38   -0.504699   -0.504694 1.55237e-05
          39   -0.504951     -0.5047 1.64684e-05
          40   -0.504654   -0.504699 1.60974e-05
          41   -0.504779   -0.504701 1.58223e-05
          42   -0.504658     -0.5047 1.54794e-05
          43   -0.504676     -0.5047 1.51299e-05
          44   -0.504757   -0.504701 1.48419e-05
          45   -0.504652     -0.5047 1.45519e-05
          46   -0.504636   -0.504698 1.43017e-05
          47    -0.50467   -0.504698 1.40101e-05
          48   -0.504626   -0.504696 1.37988e-05
          49   -0.504765   -0.504698 1.35887e-05
          50   -0.504884   -0.504701 1.38167e-05
