#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0510412   0.0510412           0
           2   0.0510543   0.0510478 4.64569e-06
           3    0.050505   0.0508668 0.000147745
           4   0.0500503   0.0506627 0.000208636
           5   0.0523978   0.0510097 0.000352413
           6   0.0502184   0.0508778 0.000317399
           7   0.0509261   0.0508847 0.000272131
           8   0.0502066      0.0508 0.000250972
           9   0.0504517   0.0507613 0.000226049
          10   0.0504947   0.0507346  0.00020501
          11   0.0499644   0.0506646  0.00019797
          12   0.0512098     0.05071 0.000186613
          13   0.0507536   0.0507134 0.000172289
          14   0.0512404    0.050751 0.000164043
          15   0.0511998   0.0507809 0.000155812
          16   0.0517471   0.0508413 0.000157341
          17   0.0513166   0.0508693 0.000150549
          18    0.049286   0.0507813 0.000165904
          19   0.0502429    0.050753 0.000159574
          20   0.0514544   0.0507881 0.000155402
          21   0.0504358   0.0507713 0.000148904
          22   0.0499488   0.0507339 0.000146753
          23   0.0498852    0.050697 0.000144938
          24    0.052261   0.0507622 0.000152848
          25   0.0501919   0.0507394 0.000148426
          26   0.0506472   0.0507358  0.00014276
          27   0.0503173   0.0507203 0.000138311
          28   0.0499381   0.0506924 0.000136164
          29   0.0506601   0.0506913 0.000131473
          30   0.0503109   0.0506786   0.0001277
          31   0.0502308   0.0506641 0.000124395
          32   0.0497839   0.0506366 0.000123512
          33   0.0510998   0.0506507 0.000120564
          34   0.0514998   0.0506756 0.000119576
          35   0.0520855   0.0507159 0.000122758
          36   0.0512273   0.0507301 0.000120167
          37   0.0501675   0.0507149 0.000117877
          38   0.0505623   0.0507109 0.000114844
          39   0.0505297   0.0507063 0.000111993
          40     0.05042   0.0506991 0.000109421
          41   0.0494582   0.0506688 0.000110859
          42   0.0502725   0.0506594 0.000108621
          43   0.0496785   0.0506366 0.000108463
          44   0.0503744   0.0506306 0.000106162
          45   0.0501044   0.0506189 0.000104445
          46   0.0517005   0.0506424 0.000104787
          47   0.0508101    0.050646 0.000102619
          48   0.0510122   0.0506536 0.000100764
          49   0.0500766   0.0506419 9.93932e-05
          50   0.0513307   0.0506556 9.83554e-05
