#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.431618    0.431618           0
           2    0.431648    0.431633 1.06377e-05
           3    0.433803    0.432357 0.000590518
           4    0.430731     0.43195 0.000565658
           5    0.433543    0.432269 0.000534708
           6    0.433258    0.432434 0.000470315
           7    0.433331    0.432562 0.000420245
           8    0.432159    0.432511 0.000370719
           9    0.433965    0.432673 0.000362994
          10    0.434196    0.432825  0.00035724
          11    0.434581    0.432985 0.000358658
          12    0.435537    0.433198 0.000386722
          13    0.432164    0.433118 0.000365054
          14    0.431192    0.432981 0.000363984
          15    0.433522    0.433017 0.000341506
          16    0.431642    0.432931 0.000330796
          17    0.434173    0.433004 0.000319308
          18    0.433782    0.433047 0.000304481
          19    0.433152    0.433053 0.000288506
          20    0.434104    0.433105 0.000278828
          21    0.434172    0.433156 0.000270137
          22     0.43339    0.433167 0.000258067
          23    0.433267    0.433171 0.000246884
          24    0.433263    0.433175 0.000236627
          25      0.4327    0.433156 0.000227922
          26    0.432617    0.433135 0.000220096
          27     0.43394    0.433165 0.000213954
          28    0.435064    0.433233 0.000216796
          29    0.431759    0.433182  0.00021519
          30    0.434558    0.433228 0.000212851
          31    0.434132    0.433257 0.000207976
          32    0.433201    0.433255 0.000201484
          33    0.433804    0.433272 0.000196062
          34    0.434094    0.433296  0.00019178
          35    0.433196    0.433293 0.000186322
          36    0.432161    0.433262 0.000183782
          37    0.432881    0.433251 0.000179103
          38    0.431738    0.433212 0.000178764
          39    0.435486     0.43327 0.000183448
          40    0.434491      0.4333 0.000181383
          41     0.43488    0.433339 0.000181004
          42    0.432193    0.433312 0.000178739
          43    0.432845    0.433301 0.000174912
          44    0.432208    0.433276 0.000172691
          45    0.435254     0.43332 0.000174356
          46     0.43349    0.433324 0.000170605
          47    0.431899    0.433293 0.000169646
          48    0.434715    0.433323 0.000168678
          49    0.434436    0.433346 0.000166759
          50    0.431687    0.433312 0.000166692
