#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.262482    0.262482           0
           2    0.262879    0.262681 0.000140672
           3    0.263126    0.262829 0.000153311
           4    0.262625    0.262778  0.00012321
           5    0.262035    0.262629 0.000165448
           6    0.262564    0.262618 0.000138236
           7    0.262703    0.262631 0.000119015
           8    0.262541    0.262619 0.000104664
           9    0.262474    0.262603  9.4271e-05
          10    0.262754    0.262618 8.60431e-05
          11    0.263107    0.262663 8.89712e-05
          12    0.262753     0.26267 8.18757e-05
          13    0.261646    0.262591 0.000106953
          14    0.262929    0.262616 0.000101995
          15    0.262581    0.262613 9.52217e-05
          16    0.262412    0.262601 9.00967e-05
          17    0.263138    0.262632 9.01788e-05
          18    0.262956     0.26265 8.69414e-05
          19    0.262814    0.262659 8.27912e-05
          20    0.261934    0.262623 8.62308e-05
          21    0.261983    0.262592 8.73434e-05
          22    0.262066    0.262568 8.65853e-05
          23    0.263246    0.262598 8.76918e-05
          24     0.26254    0.262595 8.40712e-05
          25      0.2621    0.262576 8.30094e-05
          26    0.262619    0.262577 7.98333e-05
          27    0.263106    0.262597 7.92417e-05
          28    0.262455    0.262592 7.65722e-05
          29    0.262429    0.262586 7.41363e-05
          30    0.262082    0.262569 7.35442e-05
          31    0.262986    0.262583 7.23886e-05
          32    0.262789    0.262589 7.04123e-05
          33    0.262376    0.262583 6.85755e-05
          34    0.262731    0.262587 6.66974e-05
          35    0.262923    0.262597 6.54787e-05
          36    0.263422     0.26262  6.7555e-05
          37    0.263307    0.262638 6.82346e-05
          38    0.263263    0.262655 6.83929e-05
          39    0.261961    0.262637 6.89123e-05
          40    0.262242    0.262627 6.78915e-05
          41    0.262315    0.262619   6.666e-05
          42    0.263277    0.262635 6.68882e-05
          43    0.262637    0.262635 6.53327e-05
          44    0.262897    0.262641 6.41194e-05
          45    0.263533    0.262661 6.56844e-05
          46    0.262748    0.262663 6.42835e-05
          47    0.262441    0.262658 6.30891e-05
          48    0.262253     0.26265 6.23354e-05
          49    0.262671     0.26265 6.10647e-05
          50    0.263004    0.262657 6.02525e-05
