#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  0.00114292  0.00114292           0
           2 -0.00240042 -0.00062875  0.00125276
           3  0.00170924  0.00015058  0.00104996
           4  0.00169532 0.000536765 0.000855549
           5 -0.00058958 0.000311496  0.00071348
           6  0.00148682 0.000507383 0.000620875
           7   0.0009558 0.000571443 0.000535473
           8  0.00049994 0.000562505 0.000468614
           9 -0.00150042 0.000333291 0.000469267
          10  0.00042056 0.000342018 0.000422422
          11 -0.00109728 0.000211173 0.000403776
          12 -0.00230646    1.37e-06 0.000421122
          13 -0.00016898-1.17338e-05 0.000388932
          14 -0.00060878  -5.438e-05 0.000363482
          15  0.00250638 0.000116337 0.000377216
          16  0.00211986 0.000241557 0.000373846
          17  -0.0004436 0.000201254 0.000354021
          18  0.00182726 0.000291588 0.000345686
          19 -0.00179536 0.000181748 0.000344501
          20 -0.00235692  5.4815e-05  0.00034988
          21  0.00032178 6.75276e-05  0.00033345
          22  0.00120096 0.000119047 0.000322249
          23   0.0012867 0.000169815 0.000312211
          24 -0.00183056 8.64658e-05 0.000310128
          25 -0.00089724 4.71176e-05 0.000300209
          26 -0.00023002 3.64585e-05 0.000288852
          27   0.0010789 7.50674e-05 0.000280722
          28  0.00101638 0.000108686 0.000272702
          29 -0.00315908-3.99586e-06 0.000285631
          30 -0.00159352  -5.698e-05 0.000280982
          31  -0.0002622   -6.36e-05 0.000271996
          32  -2.144e-05-6.22825e-05 0.000263499
          33 -0.00231044-0.000130408 0.000264174
          34   0.0007732-0.000103832 0.000257738
          35  0.00259208-2.68057e-05 0.000261631
          36 -0.00238416-9.22878e-05  0.00026243
          37   0.0010542-6.13016e-05  0.00025716
          38   2.802e-05-5.89511e-05 0.000250403
          39  0.00061402-4.16954e-05 0.000244576
          40   0.0015643 -1.5455e-06 0.000241735
          41  0.00172532 4.05732e-05  0.00023948
          42  0.00285858 0.000107669 0.000242996
          43 -0.00290378 3.76349e-05 0.000247231
          44   0.0006986 5.26568e-05 0.000242068
          45   0.0026998 0.000111482 0.000243732
          46  0.00283018 0.000170584 0.000245494
          47   0.0018338 0.000205972 0.000242808
          48  -0.0021888 0.000156081 0.000242821
          49 -0.00174576 0.000117268 0.000240948
          50    2.15e-05 0.000115352 0.000236136
