#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.48268    -0.48268           0
           2   -0.482425   -0.482552  9.0043e-05
           3   -0.482565   -0.482556 6.01312e-05
           4   -0.482537   -0.482552 4.53025e-05
           5   -0.482739   -0.482589 4.94321e-05
           6   -0.482615   -0.482593 4.13751e-05
           7    -0.48264     -0.4826  3.5989e-05
           8   -0.482583   -0.482598 3.15496e-05
           9   -0.482511   -0.482588 2.94767e-05
          10    -0.48266   -0.482595 2.73804e-05
          11   -0.482483   -0.482585 2.67189e-05
          12    -0.48245   -0.482574 2.67594e-05
          13   -0.482725   -0.482586 2.70963e-05
          14   -0.482582   -0.482585 2.51619e-05
          15   -0.482427   -0.482575 2.56057e-05
          16   -0.482748   -0.482586 2.62064e-05
          17   -0.482707   -0.482593 2.56191e-05
          18   -0.482656   -0.482596 2.44389e-05
          19   -0.482361   -0.482584 2.61062e-05
          20   -0.482715    -0.48259 2.56062e-05
          21   -0.482385   -0.482581 2.61836e-05
          22   -0.482482   -0.482576 2.53774e-05
          23   -0.482276   -0.482563 2.74269e-05
          24   -0.482403   -0.482556 2.70834e-05
          25   -0.482627   -0.482559 2.61452e-05
          26   -0.482591    -0.48256 2.51686e-05
          27   -0.482421   -0.482555 2.47597e-05
          28   -0.482305   -0.482546 2.54393e-05
          29    -0.48264    -0.48255 2.47664e-05
          30   -0.482597   -0.482551 2.39911e-05
          31   -0.482436   -0.482547 2.35042e-05
          32   -0.482563   -0.482548 2.27745e-05
          33   -0.482474   -0.482546 2.21932e-05
          34   -0.482675    -0.48255 2.18644e-05
          35   -0.482464   -0.482547 2.13765e-05
          36   -0.482523   -0.482546 2.07929e-05
          37   -0.482566   -0.482547 2.02375e-05
          38    -0.48264   -0.482549  1.9852e-05
          39    -0.48264   -0.482552 1.94796e-05
          40     -0.4827   -0.482555 1.93427e-05
          41   -0.482536   -0.482555  1.8877e-05
          42   -0.482663   -0.482558 1.86017e-05
          43   -0.482565   -0.482558 1.81698e-05
          44   -0.482649    -0.48256 1.78741e-05
          45   -0.482677   -0.482562 1.76644e-05
          46    -0.48275   -0.482566  1.7747e-05
          47   -0.482441   -0.482564  1.7568e-05
          48   -0.482805   -0.482569 1.79074e-05
          49   -0.482531   -0.482568 1.75582e-05
          50   -0.482738   -0.482571 1.75346e-05
