#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0511443   0.0511443           0
           2   0.0507301   0.0509372 0.000146442
           3   0.0503829   0.0507524 0.000179691
           4   0.0502601   0.0506294 0.000171828
           5   0.0487489   0.0502533 0.000363386
           6   0.0504201   0.0502811 0.000303883
           7   0.0504303   0.0503024 0.000261218
           8   0.0497222   0.0502299 0.000238422
           9   0.0502081   0.0502274 0.000211943
          10   0.0500667   0.0502114 0.000191357
          11   0.0502567   0.0502155 0.000174005
          12   0.0507039   0.0502562 0.000164195
          13    0.051054   0.0503176  0.00016263
          14   0.0508805   0.0503578 0.000155906
          15   0.0511774   0.0504124 0.000154791
          16   0.0501957   0.0503989 0.000145708
          17   0.0504098   0.0503995 0.000137138
          18   0.0495499   0.0503523 0.000137403
          19    0.050256   0.0503472 0.000130265
          20   0.0496527   0.0503125 0.000128297
          21   0.0510287   0.0503466 0.000126639
          22   0.0500539   0.0503333  0.00012158
          23   0.0505376   0.0503422 0.000116618
          24   0.0512941   0.0503819 0.000118311
          25   0.0498147   0.0503592 0.000115733
          26   0.0513107   0.0503958 0.000116926
          27   0.0501441   0.0503864 0.000112966
          28   0.0507268   0.0503986 0.000109583
          29   0.0500347   0.0503861 0.000106521
          30   0.0495368   0.0503577 0.000106665
          31   0.0505582   0.0503642  0.00010342
          32   0.0509744   0.0503833 0.000101931
          33   0.0505227   0.0503875 9.89299e-05
          34   0.0485383   0.0503331 0.000109959
          35   0.0506241   0.0503414 0.000107131
          36   0.0499407   0.0503303 0.000104732
          37   0.0508947   0.0503456 0.000103006
          38    0.050774   0.0503568 0.000100911
          39   0.0513267   0.0503817 0.000101341
          40   0.0509985   0.0503971  9.9974e-05
          41   0.0516287   0.0504272 0.000101949
          42   0.0507182   0.0504341 9.97568e-05
          43   0.0500639   0.0504255 9.78076e-05
          44   0.0496249   0.0504073 9.72623e-05
          45    0.050487   0.0504091  9.5117e-05
          46   0.0501772    0.050404 9.31827e-05
          47   0.0512204   0.0504214  9.2805e-05
          48   0.0511065   0.0504357 9.19626e-05
          49   0.0510253   0.0504477 9.08699e-05
          50   0.0505686   0.0504501 8.90846e-05
