#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1 -0.00033286 -0.00033286           0
           2 -0.00050848 -0.00042067  6.2091e-05
           3  0.00137854 0.000179067 0.000491429
           4 -0.00029704   6.004e-05 0.000382715
           5 -0.00172316  -0.0002966 0.000442148
           6 -0.00066038 -0.00035723 0.000372591
           7 -0.00057478-0.000388309 0.000320657
           8 -0.00060886-0.000415877 0.000281757
           9 -0.00051482-0.000426871 0.000250665
          10 -0.00013938-0.000398122 0.000227242
          11  0.00047662  -0.0003186 0.000220058
          12  0.00065954-0.000237088  0.00021629
          13 -0.00126556-0.000316202 0.000213632
          14  -0.0006162 -0.00033763 0.000199444
          15 -0.00071836-0.000363012 0.000187756
          16 -0.00018812-0.000352081 0.000176339
          17 -0.00073516-0.000374615   0.0001674
          18  0.00066032-0.000317119 0.000167683
          19 -0.00057398-0.000330638 0.000159402
          20  0.00027748-0.000300232 0.000154305
          21 -0.00125594-0.000345742 0.000153521
          22 -0.00135364-0.000391555 0.000153227
          23  0.00017166-0.000367068 0.000148508
          24  0.00010808 -0.00034727 0.000143634
          25 -0.00092586-0.000370414 0.000139741
          26 -0.00047102-0.000374283  0.00013442
          27  0.00049206-0.000342196 0.000133216
          28  0.00051884-0.000311445  0.00013196
          29  -0.0004476 -0.00031614 0.000127493
          30  -0.0008443-0.000333745 0.000124453
          31  0.00095544-0.000292159 0.000127197
          32  0.00036158-0.000271729 0.000124852
          33 -0.00067334-0.000283899  0.00012166
          34 -0.00049718-0.000290172 0.000118243
          35 -0.00063582-0.000300048 0.000115277
          36 -0.00023678-0.000298291 0.000112088
          37  0.00100042 -0.00026319 0.000114422
          38  0.00082918-0.000234444 0.000114966
          39 -0.00098168-0.000253604 0.000113603
          40 -0.00072412-0.000265366  0.00011137
          41 -0.00084692-0.000279551 0.000109554
          42   0.0002126-0.000267833  0.00010757
          43  0.00035186-0.000253421 0.000106029
          44 -0.00036946-0.000256059 0.000103652
          45  0.00079778 -0.00023264 0.000103961
          46 -0.00090006-0.000247149 0.000102708
          47  0.00028144-0.000235903 0.000101137
          48  -0.0003625 -0.00023854 9.90643e-05
          49  -2.952e-05-0.000234274 9.71344e-05
          50  -0.0008186-0.000245961 9.58921e-05
