#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0599273   0.0599273           0
           2   0.0596953   0.0598113 8.20173e-05
           3   0.0589839   0.0595355 0.000231746
           4   0.0586597   0.0593165 0.000257229
           5    0.058605   0.0591742 0.000241968
           6    0.059426   0.0592162 0.000205246
           7   0.0591064   0.0592005 0.000176523
           8   0.0590359   0.0591799 0.000155652
           9   0.0591011   0.0591712 0.000138603
          10   0.0593595     0.05919 0.000126016
          11   0.0591596   0.0591872 0.000114591
          12   0.0598763   0.0592447  0.00011856
          13   0.0605495    0.059345 0.000145864
          14   0.0595071   0.0593566 0.000135903
          15   0.0592329   0.0593484 0.000127093
          16   0.0593376   0.0593477 0.000119152
          17   0.0593916   0.0593503 0.000112171
          18   0.0598525   0.0593782 0.000109354
          19   0.0591378   0.0593655 0.000104327
          20   0.0587927   0.0593369 0.000102968
          21   0.0605363    0.059394 0.000112798
          22   0.0590442   0.0593781 0.000108786
          23   0.0598293   0.0593977  0.00010581
          24   0.0597229   0.0594113 0.000102265
          25   0.0593712   0.0594097 9.81868e-05
          26   0.0594145   0.0594098 9.44106e-05
          27   0.0590872   0.0593979 9.16672e-05
          28   0.0601222   0.0594238 9.19705e-05
          29   0.0589285   0.0594067 9.03709e-05
          30    0.058704   0.0593833 9.03428e-05
          31    0.058913   0.0593681 8.86927e-05
          32    0.059837   0.0593827 8.71233e-05
          33   0.0596427   0.0593906 8.48387e-05
          34   0.0598575   0.0594044 8.34475e-05
          35   0.0600283   0.0594222 8.29456e-05
          36   0.0607219   0.0594583 8.81491e-05
          37   0.0590585   0.0594475 8.64263e-05
          38   0.0592639   0.0594426 8.42868e-05
          39   0.0599034   0.0594545 8.29495e-05
          40   0.0598018   0.0594631 8.13292e-05
          41   0.0602552   0.0594825 8.16075e-05
          42   0.0578003   0.0594424 8.89515e-05
          43   0.0586874   0.0594249 8.85988e-05
          44   0.0594961   0.0594265    8.66e-05
          45   0.0604241   0.0594486 8.74675e-05
          46   0.0590859   0.0594408 8.59207e-05
          47    0.059608   0.0594443 8.41662e-05
          48   0.0583996   0.0594226 8.51805e-05
          49   0.0600339    0.059435 8.43508e-05
          50    0.059246   0.0594312 8.27484e-05
