#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.038619    0.038619           0
           2   0.0385871    0.038603 1.12713e-05
           3   0.0377904   0.0383322   0.0002213
           4   0.0379101   0.0382267 0.000189465
           5   0.0394239   0.0384661 0.000262386
           6   0.0378598   0.0383651 0.000237319
           7   0.0391726   0.0384804 0.000229752
           8   0.0374012   0.0383455 0.000237354
           9   0.0383016   0.0383406 0.000211031
          10   0.0379863   0.0383052 0.000192881
          11   0.0373343   0.0382169 0.000194496
          12   0.0383715   0.0382298 0.000178714
          13   0.0385855   0.0382572 0.000167049
          14    0.038925   0.0383049 0.000161783
          15   0.0384109   0.0383119 0.000151152
          16    0.038588   0.0383292 0.000142686
          17   0.0387082   0.0383515 0.000136024
          18   0.0376228    0.038311 0.000134356
          19   0.0380857   0.0382992 0.000127806
          20   0.0388291   0.0383257 0.000124132
          21   0.0383505   0.0383268 0.000118227
          22   0.0378412   0.0383048 0.000114895
          23    0.037501   0.0382698 0.000115091
          24   0.0395558   0.0383234 0.000122134
          25   0.0386117   0.0383349 0.000117792
          26   0.0387664   0.0383515 0.000114425
          27   0.0380338   0.0383398  0.00011079
          28   0.0372061   0.0382993 0.000113992
          29   0.0387225   0.0383139 0.000110991
          30   0.0378007   0.0382968 0.000108602
          31   0.0385324   0.0383044 0.000105364
          32   0.0372811   0.0382724 0.000106813
          33   0.0388702   0.0382905 0.000105101
          34   0.0386958   0.0383024 0.000102684
          35   0.0394378   0.0383349 0.000104749
          36   0.0386657   0.0383441 0.000102241
          37    0.037913   0.0383324  0.00010014
          38   0.0383256   0.0383322 9.75045e-05
          39   0.0385092   0.0383368 9.51099e-05
          40    0.038339   0.0383368 9.27322e-05
          41   0.0377052   0.0383214  9.1741e-05
          42   0.0374811   0.0383014 9.17126e-05
          43   0.0378077   0.0382899 9.02957e-05
          44   0.0379669   0.0382826 8.85414e-05
          45   0.0374776   0.0382647 8.83626e-05
          46   0.0390052   0.0382808 8.78959e-05
          47   0.0382778   0.0382807 8.60258e-05
          48   0.0387646   0.0382908 8.48223e-05
          49   0.0380693   0.0382863 8.32115e-05
          50   0.0382407   0.0382854 8.15523e-05
