#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.897732    0.897732           0
           2    0.894541    0.896136   0.0011282
           3    0.871432    0.887901   0.0067655
           4    0.894631    0.889584  0.00527915
           5    0.887539    0.889175  0.00423912
           6     0.89305    0.889821  0.00358148
           7    0.882162    0.888727  0.00323263
           8    0.892446    0.889192  0.00286178
           9    0.890235    0.889308  0.00254615
          10    0.890209    0.889398  0.00229313
          11    0.885755    0.889067  0.00210844
          12    0.881536    0.888439  0.00202397
          13    0.888427    0.888438  0.00186828
          14    0.861647    0.886524  0.00253183
          15     0.89599    0.887156  0.00244041
          16    0.874252    0.886349  0.00241747
          17    0.894906    0.886852  0.00232708
          18    0.887194    0.886871  0.00219788
          19    0.887147    0.886886  0.00208225
          20    0.891946    0.887139  0.00199345
          21    0.874945    0.886558  0.00198128
          22    0.875832    0.886071  0.00195029
          23    0.885222    0.886034  0.00186584
          24    0.883297     0.88592  0.00179158
          25    0.875492    0.885503   0.0017678
          26    0.889286    0.885648  0.00170579
          27    0.875048    0.885256  0.00168719
          28    0.880418    0.885083  0.00163576
          29     0.88382    0.885039  0.00157993
          30    0.895646    0.885393  0.00156632
          31    0.895805    0.885729  0.00155139
          32    0.896457    0.886064  0.00153871
          33    0.883833    0.885996  0.00149357
          34    0.880613    0.885838  0.00145801
          35    0.906886    0.886439  0.00153537
          36    0.899887    0.886813  0.00153749
          37    0.881251    0.886663  0.00150327
          38    0.888029    0.886699  0.00146414
          39    0.893697    0.886878  0.00143755
          40    0.896002    0.887106  0.00141959
          41    0.894404    0.887284  0.00139608
          42    0.880324    0.887118  0.00137264
          43    0.895754    0.887319  0.00135533
          44    0.876628    0.887076  0.00134613
          45     0.89264      0.8872  0.00132188
          46    0.882496    0.887098  0.00129709
          47    0.887123    0.887098   0.0012695
          48    0.882811    0.887009  0.00124619
          49    0.878352    0.886832  0.00123322
          50    0.901602    0.887128  0.00124343
