#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.994348    0.994348           0
           2    0.994607    0.994477 9.17542e-05
           3    0.994533    0.994496 6.30331e-05
           4    0.994512      0.9945  4.7397e-05
           5    0.994536    0.994507 3.84756e-05
           6    0.994608    0.994524 3.55526e-05
           7    0.994543    0.994527 3.05753e-05
           8    0.994578    0.994533 2.74289e-05
           9    0.994553    0.994535   2.447e-05
          10    0.994579     0.99454 2.24033e-05
          11     0.99461    0.994546  2.1258e-05
          12    0.994546    0.994546 1.94865e-05
          13    0.994544    0.994546 1.79884e-05
          14    0.994537    0.994545 1.67155e-05
          15    0.994529    0.994544 1.56352e-05
          16    0.994562    0.994545 1.46991e-05
          17    0.994469    0.994541 1.44998e-05
          18    0.994553    0.994542 1.37105e-05
          19    0.994486    0.994539 1.32964e-05
          20    0.994485    0.994536 1.29014e-05
          21    0.994521    0.994535 1.23058e-05
          22    0.994471    0.994532 1.20916e-05
          23    0.994512    0.994531 1.15971e-05
          24    0.994488     0.99453 1.12526e-05
          25      0.9945    0.994528 1.08663e-05
          26    0.994683    0.994534 1.19696e-05
          27    0.994523    0.994534 1.15339e-05
          28     0.99454    0.994534 1.11243e-05
          29    0.994539    0.994534 1.07419e-05
          30    0.994545    0.994535 1.03893e-05
          31    0.994482    0.994533 1.01931e-05
          32    0.994559    0.994534 9.90751e-06
          33    0.994491    0.994533 9.69377e-06
          34    0.994558    0.994533  9.4383e-06
          35    0.994568    0.994534 9.22132e-06
          36    0.994631    0.994537 9.35035e-06
          37    0.994577    0.994538 9.15919e-06
          38    0.994473    0.994536 9.07461e-06
          39    0.994527    0.994536 8.84488e-06
          40    0.994498    0.994535  8.6763e-06
          41    0.994539    0.994535 8.46519e-06
          42    0.994544    0.994535 8.26648e-06
          43    0.994663    0.994538 8.58606e-06
          44    0.994566    0.994539 8.41377e-06
          45     0.99442    0.994536 8.62991e-06
          46    0.994539    0.994536  8.4425e-06
          47    0.994455    0.994535 8.43733e-06
          48    0.994568    0.994535 8.29005e-06
          49    0.994423    0.994533  8.4315e-06
          50    0.994443    0.994531 8.45478e-06
